CLOUD,PubChem,OFFSIDE_Ids
CLOUD179,000003657,C0497156;C0017150;C0341697;C0856052;C0020461;C1608965;C0151945;C0862506;C0002878;C1175175;C0856054;C0002873;C0002871;C0262414;C0002874;C1096131;C0231835;C1096135;C0013203;C0036983;C0155870;C0476431;C0877211;C0877217;C0235328;C0155760;C0948348;C0520966;C0038450;C0553732;C1096730;C0011636;C0011633;C0085593;C1096185;C0018672;C0860239;C0919823;C0019214;C0019212;C0235431;C0948233;C0178417;C0015672;C0282193;C0015408;C0742343;C0158439;C0877418;C0085215;C0016059;C0267003;C0159321;C0020440;C0023646;C0023311;C0013922;C0040793;C1619692;C0877064;C0553686;C0022568;C0743525;C0740479;C0023860;C0022346;C0877425;C0034063;C0033822;C0853759;C0149696;C0267953;C1735340;C0854104;C0854107;C0274435;C0022660;C0581912;C0022667;C0860514;C1504360;C0018418;C0151570;C0151699;C0151572;C1142446;C0876926;C1141900;C0019557;C0347621;C0030312;C1167841;C0948478;C0151878;C0406519;C0027813;C0011946;C0009782;C0016242;C0282548;C0031090;C0018824;C0019159;C0235378;C0241166;C0019154;C0019156;C0855829;C0264515;C0025160;C0035078;C0580531;C0041296;C0008350;C1963873;C0333355;C0853144;C0852911;C0522067;C0855344;C1869076;C1167709;C0848558;C0015695;C0855266;C0858701;C0919872;C0919875;C0862233;C0521464;C0152972;C0014866;C0015967;C0001418;C0021931;C0221074;C1699631;C0400263;C0549389;C0740394;C0157770;C0349639;C0852711;C0853784;C0334579;C0279912;C0030299;C0017086;C0852882;C0161922;C0853760;C0278688;C0030193;C0424489;C2242529;C0948537;C0521854;C0854133;C1736148;C0013592;C0206062;C0020621;C0032227;C0007117;C0023530;C0004144;C0750426;C1096536;C0948329;C1141938;C0037299;C0019114;C1328351;C2242536;C0004134;C0151539;C0853149;C0021294;C1168064;C0156892;C0553723;C0740321;C0151740;C0011991;C0854453;C1142503;C0038379;C1306792;C0948395;C0877517;C0019209;C0033036;C1112615;C0004623;C0948715;C0014121;C0005961;C0858640;C0040213;C0853579;C0241582;C0019064;C0022575;C1112320;C0877153;C0027092;C0009938;C0008767;C0262627;C1535919;C0338573;C1167745;C0270897;C0085649;C0149726;C0854075;C0041364;C0024205;C0854173;C1697733;C0178879;C0836924;C0263912;C0948338;C0475022;C0038525;C0036421;C0860700;C0018944;C0018946;C0948048;C0472686;C0002453;C0153467;C0040034;C0178874;C0192818;C0009410;C0264695;C0000731;C0020303;C0007785;C0007784;C0342649;C0003850;C0151313;C0853893;C1142428;C0241013;C1964000;C2363982;C0151799;C0842860;C0549567;C0855789;C0221265;C0008325;C0026986;C0026987;C0008320;C0034888;C0020433;C0522172;C0040440;C0036202;C0580317;C0877192;C0236124;C0019333;C0149801;C0234144;C0234146;C0948183;C1619705;C0035522;C0853026;C0005745;C0854372;C0265010;C0037995;C1621958;C0270996;C0877566;C0542052;C0085605;C0085602;C0919644;C0221166;C0521169;C0948981;C1167791;C0005956;C0877161;C0852879;C0520861;C0877046;C0862092;C0155967;C0154782;C0032285;C0007177;C0376405;C0277585;C1535881;C0595916;C0948525;C1096400;C0234962;C0024236;C0032231;C0020598;C0262431;C2363981;C0004093;C0155895;C0520600;C0149504;C0856437;C0855791;C0919625;C0009421;C0853749;C0221345;C0151521;C0042384;C0005771;C0015230;C1737265;C0011615;C0021080;C0029453;C0948383;C0029456;C0018802;C0032463;C0041747;C1112134;C0162316;C0023418;C0240698;C0152031;C0009324;C0031046;C0237849;C1697453;C0919605;C0239296;C0151273;C0277925;C0549357;C0858259;C0003123;C0040809;C0276139;C0023464;C0242379;C0023467;C0332579;C0030305;C0919856;C0919855;C0014743;C0007131;C0235536;C0242698;C1297885;C0004509;C0920569;C0033687;C0085652;C0006818;C0014591;C0001430;C0027947;C0746883;C0022602;C0242184;C1516669;C0042798;C0333274;C0239946;C0235827;C0855708;C0239941;C0153676;C0036439;C0195495;C0239949;C0340213;C0857804;C1535950;C0040028;C0023518;C0020312;C1279945;C1695984;C0948779;C0038002;C0241148;C1141959;C1141957;C1700942;C0919887;C0036992;C0018926;C0027121;C0855796;C0853068;C0034935;C0155773;C0948352;C0853141;C0022951;C0221278;C1319851;C0854686;C0156185;C0854684;C0238425;C0177646;C1869050;C0024633;C0019291;C1142172;C0085077;C0400847;C1868693;C0153892;C0007876;C0027022;C0156672;C0009592;C0025289;C0193173;C0004239;C0427458;C0877578;C0276687;C0014804;C0085615;C0085614;C0085610;C0860184;C0027339;C0013604;C0015468;C0159877;C0346989;C0546817;C0855625;C0034067;C0276908;C0149745;C0595900;C0522340;C0436503;C0854113;C0003962;C0030920;C0042769;C0185131;C0854504;C0700632;C0419323;C0014854;C0855758;C0030326;C1142288;C0041582;C0521620;C0948324;C0151905;C0151904;C0151907;C0151514;C0232267;C0020672;C0007760;C0026269;C0948605;C0854802;C0011606;C0039980;C0151766;C0035508;C0003611;C0042907;C2609419;C1142520;C1096568;C0342971;C0241075;C0042909;C0278480;C0544688;C0473117;C2242704;C0947881;C0919914;C0178583;C2363801;C0031039;C0221247;C0856304;C0857575;C0858621;C0030785;C1963864;C0001126;C0042485;C1262103;C1262102;C0005699;C0019080;C0438216;C0410918;C0271240;C0877406;C0014356;C0162279;C0023479;C0853828;C0333106;C0007820;C0333516;C0007120;C0302823;C0152965;C0237322;C0026684;C0029089;C0085662;C0020542;C0029163;C1262036;C0020255;C0233528;C1168207;C0156714;C0025222;C0018681
CLOUD180,000003019,
CLOUD181,000004060,
CLOUD182,000002123,
CLOUD183,000007697,
CLOUD184,000005514,C0017152;C1504410;C0856054;C0267596;C1608969;C0027726;C0151947;C0600125;C0221706;C0852158;C0852154;C0234544;C0522248;C0948483;C0476434;C1384606;C0862027;C0003486;C0877217;C0948344;C0233719;C0038454;C0017574;C0241729;C0022410;C0497406;C0028081;C0242225;C0272774;C0019196;C0919768;C0015672;C0023798;C0042571;C0040262;C0040264;C0011849;C0016199;C0016053;C0158266;C0267003;C1964007;C0020443;C0019079;C0855223;C0005976;C0038941;C0014553;C0311337;C0162529;C0085694;C0022568;C0003537;C0030554;C0392525;C0398353;C0241254;C0854104;C0023890;C0023892;C0576416;C0917798;C0233472;C0232492;C0017601;C0017605;C0851429;C0520588;C0040128;C0032584;C0028754;C1536011;C0575090;C0030312;C0011168;C0521592;C0877371;C0013146;C0577066;C0343357;C0027813;C0406105;C0854367;C0001339;C0035455;C1698473;C0394884;C0271650;C0877326;C0241166;C0026769;C0259813;C2242575;C0948374;C0032776;C0853141;C0002962;C0851578;C0235378;C0085700;C0235496;C0435118;C1869070;C0015695;C0036600;C0036601;C0869219;C0398952;C0005586;C0877027;C0041657;C0152277;C0178282;C0858701;C0033700;C0014866;C0027441;C0278134;C0242528;C0014869;C0854385;C0011882;C0011881;C1619718;C0030353;C0861112;C0853761;C0030193;C0030196;C0241266;C0000768;C0027497;C0154476;C0158281;C1608397;C0158285;C0029927;C0239729;C0235874;C0010200;C2609041;C0011331;C0086769;C0011334;C0019112;C0917801;C0005818;C0012833;C0024437;C0677962;C0016506;C0239429;C0011991;C0085584;C0026848;C0010055;C0730516;C0151691;C0022408;C0026846;C0919931;C0031117;C0004623;C0016169;C0043096;C1270947;C0043094;C0520966;C0009806;C0853619;C0085636;C0085633;C0011053;C1096367;C0020473;C0333313;C1112320;C0027092;C0014544;C0009938;C0940747;C1096730;C0008311;C0242362;C0240611;C0032285;C0338573;C0278008;C0149721;C0853683;C1510472;C0263325;C1737228;C0014549;C0476280;C0476281;C0032617;C0854372;C0520677;C0852552;C0018946;C0030305;C0040136;C0518988;C0919873;C0000731;C0007784;C0013404;C0151313;C0029408;C0035508;C0042963;C0852318;C0278865;C0742468;C0026771;C0855787;C1964005;C0039520;C0009460;C1167659;C0700594;C1527344;C0151814;C0220981;C0220983;C0521845;C0008325;C0344315;C0034888;C0020438;C0877583;C0878588;C0042029;C0235996;C0016977;C0042023;C0234146;C0262544;C0919808;C0005747;C0005416;C0008031;C0008033;C0012691;C0009319;C0221166;C0007193;C0020505;C0521169;C0877167;C0434028;C0877161;C0438246;C0149871;C1619705;C0155966;C0020295;C0037199;C0234458;C2242751;C0007859;C0948525;C0521849;C0264308;C0029134;C0004093;C0004096;C0004095;C0455204;C0036572;C0085624;C1869039;C0009421;C0041952;C0018989;C0883301;C0185221;C0011616;C0948771;C0029456;C0877097;C0037274;C0949691;C0162316;C0877302;C0740858;C1527336;C1167981;C0237849;C0030794;C0524861;C0018681;C0003123;C0149931;C0036396;C0018784;C0524620;C1167911;C0042018;C0013362;C0854082;C0149732;C0259817;C0233682;C1328409;C0002453;C0423798;C0262476;C0042798;C0011860;C0235827;C0028077;C0852016;C0033975;C0039446;C0024902;C0010709;C0749087;C0231528;C0003862;C0851748;C0003864;C0870082;C0341858;C0041834;C1096124;C0004604;C0038002;C0162298;C0162297;C0013182;C0036992;C0009676;C0151786;C0151827;C0407713;C0854686;C0235536;C0424109;C0085271;C0002940;C0009918;C0028259;C1704320;C0156672;C0234131;C0025323;C0025322;C0019189;C0079102;C0948636;C0011854;C0856223;C0006444;C0520803;C0035110;C0344232;C0085207;C0919791;C0242429;C0600028;C0015787;C0855333;C0020457;C0263634;C0042164;C0864052;C0858342;C0149860;C0031350;C0856120;C0521530;C0034063;C0595900;C0021776;C0876926;C0160059;C0029121;C0029124;C0155387;C0860112;C0473388;C0855412;C0878544;C0022104;C1704268;C0855758;C0149514;C0575081;C0038131;C0948540;C0020676;C0579121;C0740343;C0854253;C2363983;C0877854;C1141869;C1735590;C0241075;C0039503;C0080233;C0006144;C0686347;C0026821;C1697540;C0700200;C0856305;C0856304;C0030662;C0034573;C0002994;C0001126;C0042487;C0002622;C0001122;C0740765;C0020550;C0040460;C0019080;C0038220;C0043144;C0037315;C0856977;C0860554;C0007286;C0031256;C1261239;C0162429;C0241558;C0577659;C0188412;C0000833;C0232197;C0746883;C0006325;C0156369;C0034192;C0042134
CLOUD185,000003279,C0497156;C0949044;C0341697;C0341694;C0153767;C0238097;C0027726;C0151946;C0854029;C0856054;C0343243;C0002871;C0002874;C1735647;C0024536;C0231835;C0013203;C0019693;C0036983;C0036982;C0036454;C0476434;C0919892;C0877211;C1869066;C0155765;C1527407;C0017658;C0013298;C1535939;C0948657;C0025290;C0028242;C1167940;C0026919;C0019357;C0026916;C0006112;C0242225;C0019214;C0018784;C0740832;C0020681;C0040558;C0861113;C0239134;C0027080;C0149854;C0022346;C0013384;C0877424;C0280803;C0853750;C0853692;C1262281;C0001339;C0917796;C0149745;C0854104;C0023890;C1699114;C0022660;C0262985;C0014038;C0156331;C0151577;C0039239;C0855688;C0030312;C0149520;C1608955;C0392106;C0151480;C0027813;C0085555;C0854406;C0730018;C1142029;C0019158;C0019151;C0035078;C1096176;C0041296;C0235378;C0238404;C0740656;C0522063;C2242582;C0391996;C0085315;C0232118;C0549330;C0242966;C0855265;C0442874;C0877025;C1328447;C0853034;C0151650;C1112565;C0848197;C0521465;C0015967;C0919671;C1262012;C0948857;C0438717;C0259756;C0856103;C0853761;C0278045;C0041325;C1611727;C0854133;C0029878;C0155672;C0020625;C0032227;C0003962;C0023530;C0948322;C0004144;C1096532;C0235874;C0010200;C1141938;C0019114;C0194361;C0162429;C0034642;C0004134;C0852911;C0852912;C0852913;C0854295;C0919701;C1384666;C0854358;C0151662;C0948920;C0151740;C0151747;C1096197;C0003635;C0019209;C0019360;C0015397;C1869076;C0275922;C0019163;C0024115;C0031117;C2363825;C0043096;C0876991;C0023788;C0006261;C0006267;C0241582;C0020473;C0005961;C1096691;C0162557;C0149662;C0014549;C0031542;C1504424;C0024205;C0236061;C0406834;C0231528;C0852740;C0155842;C0948605;C2609418;C0018946;C0011606;C1535882;C0853538;C0853777;C0000737;C0007784;C0041316;C0151313;C0042963;C0008767;C0392557;C0241013;C0742468;C0009663;C2363982;C2363983;C0264523;C0948691;C0919823;C0220981;C0008325;C0151636;C0854303;C0020433;C0267055;C0003079;C1096246;C0271738;C0438237;C0235996;C0016977;C0234146;C0024121;C0302809;C0018188;C0085166;C0085605;C1699632;C0001175;C0221166;C0154769;C0005956;C0877517;C0520861;C0271355;C0032533;C0520736;C0155966;C0007177;C0555120;C0007587;C0034150;C0235946;C0027707;C0595916;C0152915;C0264650;C0041312;C0041313;C0521849;C0029132;C0029134;C0041318;C0023524;C0023241;C0013221;C0948099;C0239981;C0037284;C0036572;C0863084;C0456909;C0015230;C0011615;C0860210;C0340785;C0162316;C0031049;C0001824;C0009088;C0231856;C0001126;C0235673;C0020542;C0005687;C0438159;C0003123;C0858254;C0025362;C0877418;C1639520;C0042018;C0877635;C0033687;C0233681;C0221150;C0392699;C0027947;C0206019;C0745528;C0227791;C0010964;C0852730;C0239946;C0151620;C0852016;C0857804;C0238246;C0003862;C0851745;C0578537;C0857347;C0854425;C0038002;C0011616;C0013182;C0679254;C1095982;C0151785;C0008513;C0948353;C0342579;C0948649;C0006625;C1869051;C0235039;C0019348;C0151738;C0006105;C0264545;C0860552;C0085619;C0040423;C0040425;C0233415;C0042164;C0877072;C0031350;C0343755;C0022073;C0235896;C0006849;C0034067;C0853748;C0242640;C0006840;C0034069;C0041307;C0436503;C0041747;C0029124;C0030920;C0221185;C0948060;C0151467;C0855758;C0549432;C0017920;C0151905;C0341702;C0024299;C0948013;C0232267;C0007760;C0020676;C0085407;C0151763;C0276535;C0859078;C0151766;C1142137;C1142032;C1720775;C0010073;C0679362;C0009319;C0006144;C0031039;C0235280;C0011071;C0869528;C0001122;C0238572;C0007384;C0271899;C0271240;C0877407;C0542518;C0149709;C0010823;C0853702;C0010414;C0020255;C0232766;C0000833;C0281774;C0239295;C0014457;C0023351
CLOUD186,000038853,
CLOUD187,000060490,C0948089;C0151904;C0242429;C0948331;C0022281;C0003537;C0042487;C0006266;C0040822;C2363730;C0344232;C0085593;C0018800;C0010200;C0023067;C0018802;C0037274;C0008924;C1262119;C0235996;C0423798;C0151905;C0043144;C0155910;C1527344;C0581912;C0859078;C0042109;C0013404;C0231856;C0015672;C0869219;C0189786;C0039239;C0008033;C0236071;C0023051;C0151738;C0852911;C0241013;C0019209;C0002792;C0027497;C0236068;C0155652;C0001623;C0004238;C0042769;C0023211;C0700200;C0521839
CLOUD188,000002576,C0949044;C0238158;C1608969;C1736184;C0188661;C0338483;C0221706;C0852091;C0043352;C0011168;C0948338;C0521592;C0743668;C0877217;C0878773;C0700361;C0021122;C0948027;C0013295;C0233719;C0032788;C0233657;C0038454;C1964000;C1963946;C0017574;C0035258;C0036202;C0267176;C0085593;C0018674;C0497406;C0151662;C0026916;C0271207;C1868764;C0272774;C1112153;C0015674;C0019196;C0178417;C0015672;C0856891;C0023798;C0040264;C0011849;C0006277;C0013144;C0016053;C0016059;C0158266;C0151744;C0020443;C0855223;C0040822;C0014553;C0234192;C0003537;C0013384;C0392525;C0149750;C0037672;C0149756;C0853692;C0023890;C0917798;C0017601;C0039231;C0021775;C0030252;C1536011;C1536013;C0149521;C0522248;C0024884;C0151975;C0221738;C0013146;C0042850;C2609246;C0019158;C0005416;C2242576;C2242575;C1699848;C0600260;C0948279;C0008350;C0002962;C1095927;C0917801;C1328320;C0522067;C1142159;C0085096;C0036600;C0442874;C0005586;C0041657;C0442951;C0024141;C0853714;C0027404;C0015967;C0278134;C0558489;C0702166;C0014868;C0740391;C0020538;C1535997;C0011882;C0011880;C0853786;C0034186;C0037933;C0017160;C0006267;C0017168;C0014488;C0033816;C0853761;C0030193;C0030196;C0521491;C0027497;C0154472;C0521498;C0521853;C0158281;C0158280;C0158285;C0032227;C0158288;C0007117;C0004144;C1096532;C0086769;C0162429;C0004134;C0032584;C0186666;C0425043;C0085584;C0312420;C0019209;C0019360;C0010054;C0033036;C0003467;C0022408;C0024115;C0024117;C0031117;C0152128;C0043096;C0027441;C0002726;C0009806;C0853619;C0085631;C0277919;C0015695;C0020473;C1096691;C0008767;C1096730;C0242362;C0038999;C0013395;C1609512;C0085648;C0085649;C1510472;C0041364;C0740268;C0277730;C0263912;C0852625;C1321686;C0271412;C1456784;C0018944;C0948048;C0030305;C0002103;C0518988;C0241237;C0007787;C0013404;C0003850;C0029408;C0587050;C0042961;C0042963;C0042847;C1096091;C0596170;C2363982;C0149725;C1328327;C0398353;C0549249;C0700594;C0001957;C0035067;C1443060;C0853151;C0344315;C1095952;C0242339;C0522172;C0040440;C0027051;C0020615;C0042029;C0520558;C0042025;C0042024;C0016977;C0678222;C0024121;C1112653;C0027796;C0033246;C0008031;C0851578;C0021845;C0012691;C0020505;C0040435;C0549391;C0032300;C0026858;C0149871;C0041912;C0032533;C0037199;C0236788;C0234458;C0376405;C1096403;C0264490;C0007859;C0600104;C0522351;C0032231;C0013221;C0235946;C0004093;C1288276;C0024198;C0036572;C0920166;C0852057;C0149504;C0206239;C0455204;C1504438;C0020040;C0010692;C0231218;C0042384;C0857797;C0029453;C0018802;C0023067;C1269683;C0235896;C0033774;C0877305;C0162316;C1261300;C0152031;C0852711;C0740858;C1167981;C0038587;C0919603;C0015459;C0020540;C0858259;C0018681;C0003123;C0149931;C0036396;C0242379;C1112669;C0013362;C0002622;C0375598;C1297885;C0547000;C0221150;C0947846;C0014118;C0022603;C0043094;C0011860;C0239946;C0235827;C0807173;C0036439;C0162529;C0033975;C0033953;C0857801;C0038663;C0003862;C0521834;C0851748;C0023510;C0263870;C0003868;C0521839;C0041834;C0016663;C0004604;C1869039;C0038002;C0919887;C0009774;C0151786;C2242658;C1096155;C1095946;C0031212;C0242301;C0019291;C0845666;C0025284;C0149699;C0234131;C0264542;C0011854;C0856223;C0006444;C0238729;C0520803;C0344232;C0919792;C0020517;C0741453;C0020456;C0020458;C0013604;C0699885;C1167782;C0159877;C0085680;C0028734;C0013378;C0577053;C0520723;C0007282;C0578050;C0037763;C0034063;C0006840;C0034068;C0085298;C0860112;C0022679;C0019270;C0878544;C0027769;C0575081;C0494165;C0021177;C0948011;C0151514;C0579121;C0948605;C0010399;C0035508;C0039504;C0857494;C0877318;C0278488;C0686347;C2363801;C0152027;C1135120;C0856305;C0030662;C0858621;C0205990;C0159849;C0020557;C0005694;C0740765;C0020550;C0029883;C0040460;C0438216;C0043144;C0037315;C0856977;C0269190;C0003504;C0860554;C0007286;C0853700;C0302823;C0011551;C0014175;C0237326;C0193063;C0854155;C0262469;C0854254;C0018524;C0006325;C0042134
CLOUD189,000003446,C0017152;C0497156;C0856054;C0030319;C0267596;C0852833;C1744601;C0332601;C0263898;C0027726;C0949040;C0026636;C0241353;C0221706;C0002878;C0852091;C0003873;C1264517;C0852154;C0002873;C0043352;C0002871;C0007435;C0700594;C1096131;C0948486;C1388177;C0038017;C0080274;C0008707;C1141949;C0003486;C0877211;C2242529;C0920129;C0002170;C0700361;C1142080;C0151936;C0035326;C0948027;C1141893;C0850572;C0040440;C0522055;C0038454;C0267075;C0017574;C0035258;C0854326;C0085593;C0854358;C0018674;C0006118;C0186666;C0026916;C0948238;C0152110;C0272774;C0151728;C0235431;C0039496;C0019196;C0024103;C0026858;C1112634;C0014130;C0581912;C0023798;C0040261;C0042571;C0158439;C0520817;C0011849;C0006277;C0919625;C0016053;C1263855;C0016059;C0158266;C0267003;C0020443;C0239134;C0920646;C0232159;C0023311;C0040822;C0038941;C0085584;C0149911;C0162529;C0085694;C0344720;C0853329;C2242544;C0003537;C0030554;C2363731;C0013384;C0398353;C0521503;C0403200;C0853692;C1735340;C0006840;C0023890;C0155910;C0030486;C0022660;C0020162;C0014038;C0022983;C0232492;C0017601;C0039231;C1504561;C0948074;C0949070;C0039239;C0035522;C0040128;C0158619;C0032584;C1535881;C0028754;C1536011;C0575090;C1536013;C0011361;C0030312;C0011168;C0030446;C0013144;C0013146;C0577066;C0027813;C0011946;C0031099;C0001339;C0031090;C0035455;C0852247;C0151480;C0853225;C1141877;C0877322;C0019158;C0026764;C0241166;C0877325;C0026769;C0948681;C0853023;C0035078;C2242576;C2242575;C0858668;C0032776;C1963978;C0016397;C0002962;C0333355;C0235346;C0409497;C0476405;C0522063;C1868877;C0031117;C1869070;C0435630;C0004690;C1096257;C0085096;C0035410;C0869219;C0013804;C0442874;C0877025;C0005586;C0877027;C0041657;C0152277;C0919873;C0033075;C0855637;C2363982;C0009376;C0854793;C0853761;C0878544;C0014009;C0027404;C0015967;C0919573;C0085679;C0007642;C0021932;C0549389;C0020538;C0011882;C0011880;C1535991;C0156272;C1619712;C0030293;C0153690;C0006267;C0037023;C0017086;C0497365;C0017168;C0242184;C0027719;C1536052;C0853760;C0080179;C0030193;C0030196;C0040435;C0011124;C0521495;C0011127;C0000768;C0278045;C0027497;C0919636;C0221776;C1736148;C0158280;C0020625;C0158285;C0020621;C0032227;C0158288;C0861112;C0744403;C0004144;C0029925;C0858635;C0235874;C0010200;C0011331;C0278619;C0011334;C0034642;C0019112;C0917801;C2242532;C1328358;C0012833;C0004134;C0188602;C0151539;C0730516;C0016506;C0553723;C0151662;C0151908;C0740321;C0011991;C0029442;C0029443;C0312420;C1142110;C0241698;C0019209;C0010055;C0010054;C0033036;C0151692;C1610623;C0204324;C0024117;C0024050;C0948713;C0004623;C0016169;C0043096;C0027441;C0014534;C1096738;C0009806;C0853619;C0876999;C0085631;C0011053;C0158252;C0854676;C0015802;C0029191;C0524852;C0015695;C0020473;C1112320;C0333313;C0851578;C0008767;C0018790;C1096730;C0742078;C0014549;C0018799;C0242362;C0855973;C0038999;C0032285;C1444077;C0013395;C0085649;C0149721;C0031542;C0854075;C1510475;C0149684;C0160075;C0221002;C0476280;C0476281;C0158328;C0263912;C2242498;C0233467;C0852740;C0877122;C0948594;C0854372;C0948044;C1142300;C0854373;C0948048;C0149531;C0030305;C0855677;C0149771;C0004991;C0040034;C0003862;C0016204;C0855789;C0241237;C0192817;C0011175;C0000731;C0000737;C0007785;C0000734;C0013404;C0206159;C0263008;C0003850;C0151706;C0029408;C0475858;C0029400;C0042963;C0476393;C0852318;C0018932;C0162287;C0241013;C0010399;C0026771;C1964002;C2363985;C0034902;C0549249;C0041912;C1527344;C1443060;C0024236;C0008320;C0344315;C1095952;C0151636;C0854303;C0020433;C0020431;C0040441;C0020437;C0027051;C1096124;C0855251;C0234022;C0042029;C0235996;C0042024;C0149801;C0392525;C0042023;C0919806;C0005741;C0005745;C0005747;C0157697;C0852802;C0027796;C0011432;C0008031;C0008033;C0270994;C0085606;C0521845;C0234930;C0020505;C0020502;C0014089;C0040436;C0521169;C1112257;C0337629;C0587094;C0233818;C0032300;C0333222;C0153567;C0877048;C0015672;C0151723;C0149871;C1619705;C0016382;C0022893;C0155966;C1167654;C0022362;C0022363;C0037199;C0036508;C0234458;C0264492;C1096403;C0264490;C0149778;C0852947;C1608985;C0007859;C0002418;C0236053;C0948525;C2363755;C0877661;C1696153;C0012624;C0029134;C0270777;C0020615;C0023524;C0020598;C1444680;C0398087;C0262431;C0235946;C0004093;C0004096;C0037284;C0278827;C0002393;C0036572;C0085624;C0920169;C0037578;C0853959;C0206239;C0410740;C0948413;C0017672;C0575507;C0036974;C0185221;C0877225;C0151521;C0267158;C0029453;C0410256;C0035085;C0029456;C0018800;C0023066;C0038362;C0235896;C0241060;C0033774;C0042373;C0686377;C2242751;C0152031;C0278678;C0021400;C1096294;C1527336;C0006079;C1167981;C0038587;C1697451;C0520834;C0868852;C0407713;C0036093;C0854889;C0872380;C1141885;C0020461;C0408591;C0264879;C0524861;C0393761;C0349782;C0003123;C0149931;C0036396;C0853836;C1696943;C0021311;C0019655;C1167677;C0013362;C0232409;C0403265;C0277986;C0542525;C0021818;C0033687;C0221150;C0392699;C0744321;C0001430;C0027947;C0863102;C1112597;C0497201;C1535996;C0020490;C1535993;C0043094;C0877131;C0042798;C0011860;C0852733;C0027741;C0185216;C0856049;C0520886;C0239940;C0949059;C1869056;C0153676;C0036439;C0003467;C0019291;C0263888;C0010709;C0520474;C0857801;C0343869;C0749087;C1697732;C0231255;C0231528;C1442903;C0038663;C1504437;C0023518;C0684550;C0003864;C0020649;C0263870;C0521839;C0424091;C0231807;C0004604;C1869039;C0042974;C0853885;C0853880;C0042870;C0162298;C0162297;C1141957;C0013182;C0919887;C0018926;C0027121;C0009676;C0855791;C0151786;C0235315;C0949690;C0949691;C0151825;C0555971;C0342579;C0007787;C0011649;C0852952;C0002940;C0238425;C0152193;C0187830;C0009918;C1455780;C0017565;C0028259;C0001261;C0236151;C0009595;C0852958;C0042345;C0877292;C0026272;C0005887;C0011854;C0419323;C0235746;C0006444;C0520803;C0520804;C0549487;C1697540;C0344232;C0919792;C0018802;C0085619;C1262141;C0020456;C0020458;C0013604;C0699885;C0266963;C0015469;C0042514;C0265031;C0085682;C1260880;C1299539;C0751576;C0279530;C0034065;C0034067;C1303192;C0037763;C0034063;C0149745;C0006846;C0026644;C0160059;C0496892;C0155387;C0178417;C0042769;C0185131;C1504458;C0854504;C0038166;C0700632;C0028840;C0185240;C1963786;C0018965;C0149512;C0194361;C0149516;C1142288;C0040213;C0022661;C0027769;C0041582;C0575081;C0151907;C1619692;C0948549;C0086543;C0020676;C0333559;C0579121;C0151889;C0240095;C0855786;C0029464;C0311394;C0877087;C0241075;C0948605;C0748390;C0039503;C0080233;C0857494;C1536093;C0042267;C0152025;C0152029;C0700200;C0856305;C0856304;C0016412;C0030662;C0002994;C0011079;C0042487;C0002622;C0042485;C0425083;C0522153;C0740765;C0029882;C0040460;C0404478;C0270629;C0043144;C0037315;C0600028;C0853127;C0973461;C0919866;C0039591;C0015732;C0003504;C0007820;C0003506;C0860554;C0007286;C0243026;C0853701;C0007282;C0152964;C0566951;C0856223;C0085663;C0278147;C0020252;C0020522;C0029163;C0000833;C0840926;C0019557;C0086438;C0497247;C0853777;C0018524;C0398625;C0746883;C0037926;C0006325;C0018681
CLOUD190,000115355,C0032708;C0023903;C0015967;C0282005;C0003578;C0919672;C0919887;C0341503;C0235996;C0337616;C0595939;C1112170;C0033774;C0151827;C0002871;C0948649;C0231835;C0235532;C0017160;C0085605;C0014089;C0877217;C0009763;C0003962;C0546817;C0235971;C0376405;C0235874;C0034150;C0919823;C0019214;C0019212;C0013221;C0023798;C0852421;C0011991;C0006277;C0017181;C0861112;C0025958;C0042769;C0002957;C0011615;C0005779;C0030552;C0270790;C0151908;C0023186;C0023890;C0494165;C0023895;C0024299;C0009241;C0014549;C0151888;C0948605;C0424605;C0020541;C0003615;C0151872;C0026827;C0836924;C0025362;C0152025;C1321686;C0221245;C0852552;C0002622;C0270330;C1261282;C0455995;C0019209;C0040034;C0015732;C0852802;C0333355;C0243026;C1328437;C0855553;C0860901;C0877025;C0041657;C0235267;C0521648;C0854794;C0854795;C0854796;C0151818;C0853223
