CLOUD,KeGG_DrugID,KeGG_Assigned_Pathways,Via_Target_Assigned
CLOUD115,D03021,hsa00270;hsa05206,path:hsa04151;path:hsa05230;path:hsa00020;path:hsa05020;path:hsa05223;path:hsa05220;path:hsa05226;path:hsa04520;path:hsa04927;path:hsa04926;path:hsa00830;path:hsa04710;path:hsa05321;path:hsa05167;path:hsa04350;path:hsa00240;path:hsa00010;path:hsa04722;path:hsa04211;path:hsa05218;path:hsa04933;path:hsa04934;path:hsa05219;path:hsa03460;path:hsa00140;path:hsa04110;path:hsa04114;path:hsa04066;path:hsa04630;path:hsa04144;path:hsa05222;path:hsa05221;path:hsa05166;path:hsa00480;path:hsa04976;path:hsa04120;path:hsa05224;path:hsa04146;path:hsa04141;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04068;path:hsa05143;path:hsa05144;path:hsa04137;path:hsa04115;path:hsa04950;path:hsa00270;path:hsa04550;path:hsa05217;path:hsa05225;path:hsa04919;path:hsa05215;path:hsa04390;path:hsa05213;path:hsa05142;path:hsa04625;path:hsa04024;path:hsa04371;path:hsa04915;path:hsa05418;path:hsa00983;path:hsa05160;path:hsa04659;path:hsa04010;path:hsa04071;path:hsa03440;path:hsa05205;path:hsa04917;path:hsa05206;path:hsa04310;path:hsa05203;path:hsa05202;path:hsa05161;path:hsa05162;path:hsa05200;path:hsa05165;path:hsa04080;path:hsa04380;path:hsa04640;path:hsa04210;path:hsa04060;path:hsa04216;path:hsa04218;path:hsa05163;path:hsa05169;path:hsa05216;path:hsa05214;path:hsa05212;path:hsa05210;path:hsa04913;path:hsa04916;path:hsa05168;path:hsa04340
CLOUD116,D04292,hsa00564;hsa04725,path:hsa00830;path:hsa00564;path:hsa04726;path:hsa04934;path:hsa00140;path:hsa04976;path:hsa05033;path:hsa04020;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa00591;path:hsa04659;path:hsa05204;path:hsa04080;path:hsa04725
CLOUD117,D08086,,path:hsa04612;path:hsa05226;path:hsa04926;path:hsa00830;path:hsa04660;path:hsa05321;path:hsa04350;path:hsa05231;path:hsa05132;path:hsa00564;path:hsa05330;path:hsa05332;path:hsa05219;path:hsa00140;path:hsa04066;path:hsa04630;path:hsa05322;path:hsa04976;path:hsa04977;path:hsa04940;path:hsa05143;path:hsa05323;path:hsa05146;path:hsa04810;path:hsa05144;path:hsa04217;path:hsa02010;path:hsa05142;path:hsa05418;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa00860;path:hsa00590;path:hsa00591;path:hsa05152;path:hsa04659;path:hsa04658;path:hsa04650;path:hsa05140;path:hsa04657;path:hsa05145;path:hsa04071;path:hsa03320;path:hsa05204;path:hsa05206;path:hsa05162;path:hsa05200;path:hsa04080;path:hsa04380;path:hsa00053;path:hsa05164;path:hsa04022;path:hsa04060;path:hsa04725;path:hsa04918;path:hsa03050;path:hsa00040;path:hsa05168
CLOUD118,D00440,hsa04020;hsa04080;hsa04971,path:hsa05226;path:hsa04971;path:hsa04976;path:hsa02010;path:hsa04020;path:hsa05206;path:hsa04080
CLOUD119,D00107,hsa04010;hsa04218;hsa04380;hsa04650;hsa04658;hsa04659;hsa04660,path:hsa04151;path:hsa05230;path:hsa05226;path:hsa04150;path:hsa00830;path:hsa04921;path:hsa04920;path:hsa04660;path:hsa04662;path:hsa05167;path:hsa05231;path:hsa04720;path:hsa04211;path:hsa04724;path:hsa04728;path:hsa04930;path:hsa04931;path:hsa00140;path:hsa04114;path:hsa04066;path:hsa04630;path:hsa04213;path:hsa05221;path:hsa05166;path:hsa04976;path:hsa05224;path:hsa04012;path:hsa04140;path:hsa05010;path:hsa05014;path:hsa04136;path:hsa04360;path:hsa04152;path:hsa04714;path:hsa04922;path:hsa02010;path:hsa05225;path:hsa04919;path:hsa05215;path:hsa04625;path:hsa04020;path:hsa04370;path:hsa04371;path:hsa04915;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa04924;path:hsa00591;path:hsa05152;path:hsa04659;path:hsa04658;path:hsa04010;path:hsa04650;path:hsa04072;path:hsa05031;path:hsa05205;path:hsa05204;path:hsa05206;path:hsa04310;path:hsa03040;path:hsa05200;path:hsa05165;path:hsa04380;path:hsa05170;path:hsa04022;path:hsa04218;path:hsa05163;path:hsa05214;path:hsa05212;path:hsa04918;path:hsa05210;path:hsa04910
CLOUD120,D02486,,path:hsa04977
CLOUD121,D00754,hsa04060;hsa04064;hsa04640;hsa04668,path:hsa04151;path:hsa05230;path:hsa04612;path:hsa00380;path:hsa04611;path:hsa05220;path:hsa05226;path:hsa04150;path:hsa04926;path:hsa03420;path:hsa04923;path:hsa00830;path:hsa04921;path:hsa04920;path:hsa04660;path:hsa04710;path:hsa04662;path:hsa05321;path:hsa04664;path:hsa05167;path:hsa04350;path:hsa04971;path:hsa05132;path:hsa05211;path:hsa05134;path:hsa04723;path:hsa04722;path:hsa04211;path:hsa04724;path:hsa04727;path:hsa04726;path:hsa04728;path:hsa05330;path:hsa05332;path:hsa05133;path:hsa04930;path:hsa04931;path:hsa04932;path:hsa04933;path:hsa00140;path:hsa04110;path:hsa04114;path:hsa05414;path:hsa04066;path:hsa04144;path:hsa04730;path:hsa04530;path:hsa05222;path:hsa04062;path:hsa05322;path:hsa05221;path:hsa05166;path:hsa05110;path:hsa04976;path:hsa04120;path:hsa04940;path:hsa04141;path:hsa05010;path:hsa05014;path:hsa05143;path:hsa04668;path:hsa05323;path:hsa05310;path:hsa05410;path:hsa04713;path:hsa05146;path:hsa04810;path:hsa05144;path:hsa05120;path:hsa04152;path:hsa04217;path:hsa04550;path:hsa02010;path:hsa05215;path:hsa05142;path:hsa04625;path:hsa04620;path:hsa04621;path:hsa04024;path:hsa04623;path:hsa04370;path:hsa04915;path:hsa05418;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa05160;path:hsa00590;path:hsa00591;path:hsa05152;path:hsa04659;path:hsa04658;path:hsa04015;path:hsa04014;path:hsa04972;path:hsa04010;path:hsa04650;path:hsa05140;path:hsa04657;path:hsa05145;path:hsa04071;path:hsa00232;path:hsa05131;path:hsa05205;path:hsa05204;path:hsa04917;path:hsa05206;path:hsa04310;path:hsa05203;path:hsa05202;path:hsa05161;path:hsa05162;path:hsa05200;path:hsa05165;path:hsa04380;path:hsa05170;path:hsa05164;path:hsa04640;path:hsa04210;path:hsa04064;path:hsa04060;path:hsa04218;path:hsa04725;path:hsa05163;path:hsa05169;path:hsa05212;path:hsa05032;path:hsa04622;path:hsa05034;path:hsa05030;path:hsa04913;path:hsa04916;path:hsa05168
CLOUD122,D00302,hsa04022;hsa04024,path:hsa04151;path:hsa05230;path:hsa04612;path:hsa05223;path:hsa04611;path:hsa05220;path:hsa05226;path:hsa04928;path:hsa04927;path:hsa04926;path:hsa04925;path:hsa04923;path:hsa00830;path:hsa04921;path:hsa05321;path:hsa05167;path:hsa05231;path:hsa04971;path:hsa04720;path:hsa04723;path:hsa04722;path:hsa04211;path:hsa04724;path:hsa04727;path:hsa04726;path:hsa04728;path:hsa05218;path:hsa05133;path:hsa04934;path:hsa05219;path:hsa03460;path:hsa00140;path:hsa04110;path:hsa04114;path:hsa05414;path:hsa04144;path:hsa04730;path:hsa05222;path:hsa04062;path:hsa05166;path:hsa04976;path:hsa04120;path:hsa05224;path:hsa04141;path:hsa04142;path:hsa05014;path:hsa05016;path:hsa04540;path:hsa04068;path:hsa05143;path:hsa04668;path:hsa05410;path:hsa04713;path:hsa05144;path:hsa04137;path:hsa04115;path:hsa04360;path:hsa04217;path:hsa04922;path:hsa02010;path:hsa05217;path:hsa04260;path:hsa05225;path:hsa04919;path:hsa04261;path:hsa05215;path:hsa05213;path:hsa05142;path:hsa04020;path:hsa04620;path:hsa04621;path:hsa04024;path:hsa04371;path:hsa04915;path:hsa05418;path:hsa05320;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa05160;path:hsa04924;path:hsa00590;path:hsa00591;path:hsa05152;path:hsa04659;path:hsa04015;path:hsa04010;path:hsa04657;path:hsa05145;path:hsa04071;path:hsa04072;path:hsa05340;path:hsa00230;path:hsa05131;path:hsa05031;path:hsa03440;path:hsa05205;path:hsa05204;path:hsa05206;path:hsa04310;path:hsa05203;path:hsa05202;path:hsa05161;path:hsa05012;path:hsa05162;path:hsa05200;path:hsa05165;path:hsa04080;path:hsa05170;path:hsa04022;path:hsa04210;path:hsa04064;path:hsa04216;path:hsa04218;path:hsa04725;path:hsa05163;path:hsa04330;path:hsa05169;path:hsa05216;path:hsa04742;path:hsa05214;path:hsa04740;path:hsa05212;path:hsa04918;path:hsa05210;path:hsa04744;path:hsa05032;path:hsa05034;path:hsa05030;path:hsa04910;path:hsa04911;path:hsa04916;path:hsa04670;path:hsa05168;path:hsa04914;path:hsa04340
CLOUD123,D04790,hsa04978,path:hsa00790;path:hsa00980;path:hsa00590;path:hsa04978;path:hsa05204
CLOUD124,D00235,hsa04080;hsa04261,path:hsa05226;path:hsa04923;path:hsa05414;path:hsa04976;path:hsa04540;path:hsa04714;path:hsa02010;path:hsa04261;path:hsa04020;path:hsa04024;path:hsa04924;path:hsa04970;path:hsa04071;path:hsa05206;path:hsa04080;path:hsa04022
CLOUD125,,,path:hsa04750;path:hsa04971;path:hsa04152;path:hsa04261;path:hsa04020;path:hsa04270;path:hsa04970;path:hsa04080;path:hsa04022
CLOUD126,D00680,hsa04020;hsa04022;hsa04080;hsa04270,path:hsa04750;path:hsa04928;path:hsa00830;path:hsa04726;path:hsa04728;path:hsa00140;path:hsa04976;path:hsa04540;path:hsa04020;path:hsa04024;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa04961;path:hsa00591;path:hsa05152;path:hsa04015;path:hsa04978;path:hsa05031;path:hsa05204;path:hsa05012;path:hsa04080;path:hsa04022;path:hsa04742;path:hsa05032;path:hsa05034;path:hsa05030
CLOUD127,D00418,hsa02010,path:hsa04611;path:hsa04923;path:hsa04971;path:hsa04726;path:hsa04614;path:hsa04960;path:hsa04924;path:hsa00590
CLOUD128,,,path:hsa00790;path:hsa00380;path:hsa00830;path:hsa04726;path:hsa04932;path:hsa00140;path:hsa04976;path:hsa00670;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa00590;path:hsa00591;path:hsa00232;path:hsa05204
CLOUD129,D04895,,path:hsa04612;path:hsa05226;path:hsa00830;path:hsa04660;path:hsa05321;path:hsa04350;path:hsa05132;path:hsa00564;path:hsa04726;path:hsa05330;path:hsa05332;path:hsa00140;path:hsa04066;path:hsa04630;path:hsa05322;path:hsa04976;path:hsa04940;path:hsa05143;path:hsa05323;path:hsa05146;path:hsa05144;path:hsa04217;path:hsa02010;path:hsa05142;path:hsa04020;path:hsa04024;path:hsa05418;path:hsa04270;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa00591;path:hsa05152;path:hsa04659;path:hsa04658;path:hsa04015;path:hsa04650;path:hsa05140;path:hsa04657;path:hsa05145;path:hsa05204;path:hsa05206;path:hsa05012;path:hsa05162;path:hsa05200;path:hsa04080;path:hsa04380;path:hsa05164;path:hsa04060;path:hsa04725;path:hsa03050;path:hsa05034;path:hsa04913;path:hsa05168
CLOUD130,D03821,,path:hsa04510;path:hsa04926;path:hsa00830;path:hsa04921;path:hsa04660;path:hsa04662;path:hsa05321;path:hsa05167;path:hsa05231;path:hsa05132;path:hsa05211;path:hsa04722;path:hsa04726;path:hsa05133;path:hsa04932;path:hsa04933;path:hsa04934;path:hsa00140;path:hsa04530;path:hsa05221;path:hsa05166;path:hsa04912;path:hsa04976;path:hsa05224;path:hsa04012;path:hsa04668;path:hsa05323;path:hsa04137;path:hsa05120;path:hsa04919;path:hsa05142;path:hsa04625;path:hsa04620;path:hsa04621;path:hsa04024;path:hsa04915;path:hsa05418;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa04961;path:hsa00591;path:hsa04659;path:hsa04658;path:hsa04010;path:hsa05140;path:hsa04657;path:hsa05031;path:hsa05205;path:hsa05204;path:hsa04917;path:hsa04310;path:hsa05203;path:hsa05202;path:hsa05161;path:hsa05200;path:hsa04380;path:hsa05170;path:hsa05164;path:hsa04210;path:hsa05169;path:hsa05210;path:hsa05030;path:hsa05168
CLOUD131,,,
CLOUD132,D02347,,path:hsa04612;path:hsa00380;path:hsa00830;path:hsa04921;path:hsa04660;path:hsa05321;path:hsa04350;path:hsa05132;path:hsa04726;path:hsa05330;path:hsa05332;path:hsa00140;path:hsa04066;path:hsa04630;path:hsa04730;path:hsa05322;path:hsa04976;path:hsa04940;path:hsa05010;path:hsa05143;path:hsa05323;path:hsa04713;path:hsa05146;path:hsa05144;path:hsa04217;path:hsa05142;path:hsa04020;path:hsa04371;path:hsa05418;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa00590;path:hsa00591;path:hsa05152;path:hsa04659;path:hsa04658;path:hsa04010;path:hsa04650;path:hsa05140;path:hsa04657;path:hsa05145;path:hsa00232;path:hsa05204;path:hsa05162;path:hsa05200;path:hsa04380;path:hsa05164;path:hsa04060;path:hsa03050;path:hsa05168
CLOUD133,D00095,hsa04020;hsa04022;hsa04024;hsa04080;hsa04261;hsa04270;hsa04970,path:hsa04151;path:hsa05230;path:hsa00790;path:hsa04612;path:hsa00380;path:hsa05020;path:hsa05223;path:hsa05220;path:hsa05226;path:hsa04150;path:hsa04928;path:hsa04923;path:hsa00830;path:hsa04920;path:hsa04660;path:hsa05321;path:hsa04664;path:hsa05167;path:hsa04350;path:hsa05231;path:hsa00010;path:hsa05211;path:hsa05134;path:hsa04211;path:hsa04726;path:hsa04728;path:hsa05218;path:hsa05330;path:hsa05332;path:hsa05133;path:hsa04930;path:hsa04931;path:hsa04932;path:hsa04933;path:hsa03460;path:hsa04964;path:hsa00140;path:hsa05414;path:hsa04066;path:hsa04630;path:hsa00360;path:hsa04213;path:hsa05222;path:hsa05322;path:hsa05221;path:hsa05166;path:hsa04976;path:hsa00400;path:hsa05224;path:hsa04940;path:hsa04012;path:hsa04146;path:hsa04141;path:hsa04140;path:hsa05010;path:hsa05014;path:hsa03410;path:hsa05016;path:hsa04540;path:hsa05143;path:hsa04668;path:hsa05323;path:hsa05310;path:hsa05410;path:hsa05146;path:hsa05144;path:hsa04136;path:hsa04137;path:hsa04152;path:hsa04217;path:hsa04714;path:hsa05217;path:hsa05225;path:hsa04919;path:hsa04261;path:hsa05215;path:hsa05213;path:hsa05142;path:hsa04625;path:hsa04020;path:hsa04620;path:hsa04621;path:hsa04024;path:hsa04371;path:hsa05418;path:hsa04270;path:hsa05320;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa04961;path:hsa03030;path:hsa05160;path:hsa04924;path:hsa00590;path:hsa00591;path:hsa05152;path:hsa04659;path:hsa04015;path:hsa04970;path:hsa04010;path:hsa04650;path:hsa05140;path:hsa04978;path:hsa04657;path:hsa05145;path:hsa04071;path:hsa04072;path:hsa00232;path:hsa05031;path:hsa05205;path:hsa05204;path:hsa05206;path:hsa05202;path:hsa05161;path:hsa05012;path:hsa00910;path:hsa05200;path:hsa05165;path:hsa04080;path:hsa04380;path:hsa05170;path:hsa05164;path:hsa04640;path:hsa04022;path:hsa04210;path:hsa04064;path:hsa04060;path:hsa04218;path:hsa05163;path:hsa03450;path:hsa05169;path:hsa05216;path:hsa05214;path:hsa05212;path:hsa04918;path:hsa05210;path:hsa05032;path:hsa04622;path:hsa05034;path:hsa05030;path:hsa04910;path:hsa05168
CLOUD134,,,path:hsa04750;path:hsa05226;path:hsa00830;path:hsa04726;path:hsa04728;path:hsa00140;path:hsa05166;path:hsa04976;path:hsa04540;path:hsa04152;path:hsa02010;path:hsa04919;path:hsa04261;path:hsa04020;path:hsa04024;path:hsa04270;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa00591;path:hsa04970;path:hsa05031;path:hsa05204;path:hsa05206;path:hsa05203;path:hsa05012;path:hsa04080;path:hsa04022;path:hsa04330;path:hsa04742;path:hsa05032;path:hsa05034;path:hsa05030
CLOUD135,D00830,,path:hsa00380;path:hsa00340;path:hsa05226;path:hsa00330;path:hsa04726;path:hsa04728;path:hsa00360;path:hsa04976;path:hsa02010;path:hsa00260;path:hsa00982;path:hsa05031;path:hsa05206;path:hsa00350;path:hsa05034;path:hsa05030
CLOUD136,D00586,hsa05200;hsa05215,path:hsa00380;path:hsa00830;path:hsa04726;path:hsa04934;path:hsa00140;path:hsa04114;path:hsa04976;path:hsa05224;path:hsa04141;path:hsa05217;path:hsa05225;path:hsa04919;path:hsa05215;path:hsa04024;path:hsa04915;path:hsa05418;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa04961;path:hsa00860;path:hsa00590;path:hsa00591;path:hsa04659;path:hsa00232;path:hsa05205;path:hsa05204;path:hsa04917;path:hsa05206;path:hsa05200;path:hsa04913;path:hsa04914;path:hsa04340
CLOUD137,,,path:hsa00830;path:hsa00140;path:hsa04976;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa00591;path:hsa05204;path:hsa04080
CLOUD138,D00155,hsa00230,path:hsa04728;path:hsa05340;path:hsa00230;path:hsa04080
CLOUD139,D02165,hsa04540,path:hsa04151;path:hsa05230;path:hsa04612;path:hsa00380;path:hsa05223;path:hsa05220;path:hsa05226;path:hsa04510;path:hsa04928;path:hsa00830;path:hsa04660;path:hsa05321;path:hsa05167;path:hsa04350;path:hsa05132;path:hsa04722;path:hsa04211;path:hsa05218;path:hsa05330;path:hsa05332;path:hsa04933;path:hsa05219;path:hsa00140;path:hsa04110;path:hsa04114;path:hsa04066;path:hsa04630;path:hsa05222;path:hsa05322;path:hsa05221;path:hsa05166;path:hsa04976;path:hsa04977;path:hsa05224;path:hsa04940;path:hsa04145;path:hsa04141;path:hsa04140;path:hsa05010;path:hsa05014;path:hsa04215;path:hsa05016;path:hsa04540;path:hsa05143;path:hsa05323;path:hsa05146;path:hsa05144;path:hsa04137;path:hsa04115;path:hsa04217;path:hsa02010;path:hsa05217;path:hsa05225;path:hsa04919;path:hsa04261;path:hsa05215;path:hsa05213;path:hsa05142;path:hsa04621;path:hsa04915;path:hsa05418;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa04961;path:hsa05160;path:hsa00591;path:hsa05152;path:hsa04659;path:hsa04658;path:hsa04010;path:hsa04650;path:hsa05140;path:hsa04657;path:hsa05145;path:hsa04071;path:hsa05130;path:hsa05205;path:hsa05204;path:hsa04917;path:hsa05206;path:hsa04310;path:hsa05203;path:hsa05202;path:hsa05161;path:hsa05162;path:hsa05200;path:hsa05165;path:hsa04080;path:hsa04380;path:hsa05170;path:hsa05164;path:hsa04210;path:hsa04064;path:hsa04060;path:hsa04216;path:hsa04218;path:hsa04725;path:hsa05163;path:hsa05169;path:hsa05216;path:hsa05214;path:hsa05212;path:hsa05210;path:hsa03050;path:hsa04913;path:hsa05168;path:hsa04340
CLOUD140,D00645,hsa04260;hsa04261,path:hsa04925;path:hsa04971;path:hsa04964;path:hsa04974;path:hsa04976;path:hsa04973;path:hsa04260;path:hsa04919;path:hsa04261;path:hsa04024;path:hsa04961;path:hsa04960;path:hsa04970;path:hsa04972;path:hsa04978;path:hsa04022;path:hsa04918;path:hsa04911
CLOUD141,D00355,hsa04966;hsa04971,path:hsa04151;path:hsa00380;path:hsa04750;path:hsa05226;path:hsa04928;path:hsa04925;path:hsa00830;path:hsa04971;path:hsa00562;path:hsa00564;path:hsa04211;path:hsa04726;path:hsa04934;path:hsa04964;path:hsa00140;path:hsa04110;path:hsa04114;path:hsa04630;path:hsa05221;path:hsa04974;path:hsa04976;path:hsa04141;path:hsa04142;path:hsa05010;path:hsa04973;path:hsa05016;path:hsa04068;path:hsa04810;path:hsa04152;path:hsa04217;path:hsa04714;path:hsa04922;path:hsa02010;path:hsa04260;path:hsa05225;path:hsa04919;path:hsa04261;path:hsa04024;path:hsa04915;path:hsa05418;path:hsa04270;path:hsa00071;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa04961;path:hsa00190;path:hsa04960;path:hsa00590;path:hsa00591;path:hsa05152;path:hsa04966;path:hsa04659;path:hsa04970;path:hsa04972;path:hsa04010;path:hsa00061;path:hsa04978;path:hsa04979;path:hsa04070;path:hsa00232;path:hsa03320;path:hsa05204;path:hsa05206;path:hsa05202;path:hsa05162;path:hsa05200;path:hsa04380;path:hsa04022;path:hsa04210;path:hsa04216;path:hsa05216;path:hsa04918;path:hsa04913;path:hsa04910;path:hsa04911;path:hsa04914
CLOUD142,D00586,hsa05200;hsa05215,path:hsa04151;path:hsa00380;path:hsa05223;path:hsa05226;path:hsa04150;path:hsa04928;path:hsa04923;path:hsa00830;path:hsa04920;path:hsa04710;path:hsa05321;path:hsa04211;path:hsa04726;path:hsa04930;path:hsa04931;path:hsa04932;path:hsa04934;path:hsa00140;path:hsa04114;path:hsa04066;path:hsa04213;path:hsa05222;path:hsa05221;path:hsa04976;path:hsa05224;path:hsa04940;path:hsa04141;path:hsa04140;path:hsa04068;path:hsa04810;path:hsa04950;path:hsa04152;path:hsa02010;path:hsa05217;path:hsa05225;path:hsa04919;path:hsa05215;path:hsa04020;path:hsa04024;path:hsa04915;path:hsa05418;path:hsa04270;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa04961;path:hsa04960;path:hsa05160;path:hsa04924;path:hsa00590;path:hsa00591;path:hsa04659;path:hsa04015;path:hsa04014;path:hsa04970;path:hsa04972;path:hsa04010;path:hsa04072;path:hsa00232;path:hsa03320;path:hsa05205;path:hsa05204;path:hsa04917;path:hsa05206;path:hsa05202;path:hsa05200;path:hsa04080;path:hsa04022;path:hsa05216;path:hsa04913;path:hsa04910;path:hsa04911;path:hsa04914;path:hsa04340
CLOUD143,D00134,,path:hsa04151;path:hsa05230;path:hsa04612;path:hsa00380;path:hsa05223;path:hsa05220;path:hsa05226;path:hsa04928;path:hsa00830;path:hsa04920;path:hsa04660;path:hsa05321;path:hsa05167;path:hsa04350;path:hsa04971;path:hsa05132;path:hsa04722;path:hsa04211;path:hsa04726;path:hsa05218;path:hsa05330;path:hsa05332;path:hsa04933;path:hsa04934;path:hsa05219;path:hsa00140;path:hsa04110;path:hsa04114;path:hsa04066;path:hsa04630;path:hsa04530;path:hsa05222;path:hsa04062;path:hsa05322;path:hsa05221;path:hsa05166;path:hsa04976;path:hsa05224;path:hsa04940;path:hsa04145;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04540;path:hsa05143;path:hsa05323;path:hsa05146;path:hsa04810;path:hsa05144;path:hsa04137;path:hsa04115;path:hsa04152;path:hsa04217;path:hsa04714;path:hsa04550;path:hsa02010;path:hsa05217;path:hsa05225;path:hsa04919;path:hsa05215;path:hsa05213;path:hsa05142;path:hsa04020;path:hsa04024;path:hsa04370;path:hsa04915;path:hsa05418;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa04961;path:hsa05160;path:hsa00591;path:hsa05152;path:hsa04659;path:hsa04658;path:hsa04970;path:hsa04972;path:hsa04010;path:hsa04650;path:hsa05140;path:hsa04978;path:hsa04657;path:hsa05145;path:hsa04071;path:hsa00232;path:hsa03320;path:hsa05130;path:hsa05205;path:hsa05204;path:hsa04917;path:hsa05206;path:hsa04310;path:hsa05203;path:hsa05202;path:hsa05161;path:hsa05162;path:hsa05200;path:hsa05165;path:hsa04080;path:hsa04380;path:hsa05164;path:hsa04210;path:hsa04060;path:hsa04216;path:hsa04218;path:hsa04725;path:hsa05163;path:hsa05169;path:hsa05216;path:hsa04742;path:hsa05214;path:hsa05212;path:hsa05210;path:hsa03050;path:hsa05034;path:hsa04913;path:hsa04911;path:hsa05168;path:hsa04340
CLOUD144,D00145,ko00670;ko00790,path:hsa04151;path:hsa00790;path:hsa00380;path:hsa05223;path:hsa05226;path:hsa04928;path:hsa00830;path:hsa04920;path:hsa00240;path:hsa04726;path:hsa04932;path:hsa00140;path:hsa04114;path:hsa05222;path:hsa04976;path:hsa00670;path:hsa02010;path:hsa05217;path:hsa04919;path:hsa05215;path:hsa04024;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa05160;path:hsa00590;path:hsa00591;path:hsa04659;path:hsa00232;path:hsa03320;path:hsa05204;path:hsa05206;path:hsa05202;path:hsa05200;path:hsa05216;path:hsa04340
CLOUD145,D07299,,path:hsa04971;path:hsa04728;path:hsa04964;path:hsa04976;path:hsa04966;path:hsa04972;path:hsa00910;path:hsa04742
CLOUD146,D07057,,path:hsa04612;path:hsa04514;path:hsa00830;path:hsa05167;path:hsa00010;path:hsa05330;path:hsa05332;path:hsa00140;path:hsa05416;path:hsa04144;path:hsa05166;path:hsa04976;path:hsa04977;path:hsa04940;path:hsa04145;path:hsa02010;path:hsa05320;path:hsa00071;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa00860;path:hsa04650;path:hsa04071;path:hsa00230;path:hsa05204;path:hsa05206;path:hsa05203;path:hsa05165;path:hsa00053;path:hsa05170;path:hsa00350;path:hsa04218;path:hsa05163;path:hsa05169;path:hsa04918;path:hsa00040;path:hsa05168
CLOUD147,,,path:hsa04610;path:hsa04611;path:hsa04928;path:hsa05215;path:hsa04020;path:hsa04024;path:hsa04371;path:hsa05418;path:hsa04270;path:hsa00230;path:hsa05202;path:hsa05200;path:hsa04080;path:hsa05163;path:hsa05032
CLOUD148,D04966,hsa04152;hsa04910;hsa04920,path:hsa04151;path:hsa04150;path:hsa04921;path:hsa04920;path:hsa04710;path:hsa05231;path:hsa04211;path:hsa04931;path:hsa04932;path:hsa04213;path:hsa04530;path:hsa04974;path:hsa04976;path:hsa04140;path:hsa04068;path:hsa05410;path:hsa04152;path:hsa04714;path:hsa04922;path:hsa04371;path:hsa05418;path:hsa04910
CLOUD149,,,path:hsa04151;path:hsa04514;path:hsa04512;path:hsa04510;path:hsa00830;path:hsa04726;path:hsa00140;path:hsa05414;path:hsa05412;path:hsa04976;path:hsa05410;path:hsa04810;path:hsa04261;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa00591;path:hsa05140;path:hsa05204;path:hsa05165;path:hsa04080;path:hsa04640;path:hsa04725;path:hsa04742;path:hsa04672;path:hsa04670
CLOUD150,,,path:hsa04151;path:hsa05226;path:hsa04510;path:hsa04150;path:hsa04660;path:hsa04662;path:hsa05167;path:hsa00562;path:hsa04723;path:hsa04722;path:hsa04724;path:hsa04728;path:hsa04931;path:hsa04932;path:hsa04934;path:hsa04110;path:hsa04730;path:hsa04062;path:hsa05166;path:hsa05224;path:hsa04012;path:hsa05010;path:hsa04713;path:hsa04360;path:hsa04550;path:hsa05217;path:hsa05225;path:hsa05033;path:hsa04919;path:hsa05215;path:hsa04390;path:hsa05213;path:hsa04024;path:hsa05160;path:hsa04657;path:hsa04070;path:hsa05031;path:hsa04917;path:hsa04310;path:hsa05202;path:hsa05162;path:hsa05200;path:hsa05165;path:hsa04080;path:hsa05164;path:hsa05163;path:hsa05210;path:hsa04910;path:hsa04916;path:hsa04340
CLOUD151,D00471,,path:hsa00380;path:hsa00830;path:hsa04726;path:hsa00140;path:hsa04976;path:hsa05224;path:hsa04919;path:hsa04915;path:hsa00980;path:hsa00983;path:hsa00982;path:hsa04961;path:hsa00590;path:hsa00591;path:hsa00232;path:hsa05205;path:hsa05204;path:hsa04917;path:hsa05200
