Drug1,Drug2,MACCS_TanimotoSimilarity
CLOUD052,CLOUD019,0.354838709677
CLOUD052,CLOUD010,0.225806451613
CLOUD052,CLOUD011,0.462962962963
CLOUD052,CLOUD012,0.161764705882
CLOUD052,CLOUD013,0.345454545455
CLOUD052,CLOUD014,0.303797468354
CLOUD052,CLOUD015,0.393442622951
CLOUD052,CLOUD016,0.434782608696
CLOUD052,CLOUD017,0.350877192982
CLOUD071,CLOUD066,0.426666666667
CLOUD071,CLOUD067,0.567901234568
CLOUD071,CLOUD064,0.383561643836
CLOUD071,CLOUD065,0.402597402597
CLOUD071,CLOUD062,0.242857142857
CLOUD071,CLOUD063,0.447368421053
CLOUD071,CLOUD060,0.452380952381
CLOUD071,CLOUD061,0.586666666667
CLOUD071,CLOUD068,0.618421052632
CLOUD071,CLOUD069,0.590361445783
CLOUD227,CLOUD069,0.181818181818
CLOUD227,CLOUD068,0.205882352941
CLOUD227,CLOUD067,0.162162162162
CLOUD227,CLOUD066,0.2
CLOUD227,CLOUD065,0.218181818182
CLOUD227,CLOUD064,0.0714285714286
CLOUD227,CLOUD063,0.15
CLOUD227,CLOUD062,0.121951219512
CLOUD227,CLOUD061,0.164179104478
CLOUD227,CLOUD060,0.191176470588
CLOUD128,CLOUD085,0.351851851852
CLOUD128,CLOUD084,0.347222222222
CLOUD128,CLOUD087,0.311475409836
CLOUD128,CLOUD086,0.325842696629
CLOUD128,CLOUD081,0.301369863014
CLOUD128,CLOUD080,0.105263157895
CLOUD128,CLOUD083,0.308823529412
CLOUD128,CLOUD082,0.203389830508
CLOUD128,CLOUD089,0.380281690141
CLOUD128,CLOUD088,0.125
CLOUD023,CLOUD018,0.301587301587
CLOUD023,CLOUD019,0.245901639344
CLOUD023,CLOUD010,0.19298245614
CLOUD023,CLOUD011,0.339622641509
CLOUD023,CLOUD012,0.245614035088
CLOUD023,CLOUD013,0.222222222222
CLOUD023,CLOUD014,0.357142857143
CLOUD023,CLOUD015,0.350877192982
CLOUD023,CLOUD016,0.3
CLOUD023,CLOUD017,0.189655172414
CLOUD248,CLOUD020,0.166666666667
CLOUD248,CLOUD021,0.245283018868
CLOUD114,CLOUD028,0.513513513514
CLOUD114,CLOUD029,0.416666666667
CLOUD114,CLOUD020,0.2
CLOUD114,CLOUD021,0.310810810811
CLOUD114,CLOUD022,0.366197183099
CLOUD114,CLOUD023,0.25
CLOUD114,CLOUD024,0.420289855072
CLOUD114,CLOUD025,0.590163934426
CLOUD114,CLOUD026,0.585714285714
CLOUD114,CLOUD027,0.346666666667
CLOUD239,CLOUD183,0.348837209302
CLOUD239,CLOUD182,0.166666666667
CLOUD239,CLOUD181,0.298245614035
CLOUD239,CLOUD180,0.185714285714
CLOUD239,CLOUD187,0.296296296296
CLOUD239,CLOUD186,0.391304347826
CLOUD239,CLOUD185,0.297872340426
CLOUD239,CLOUD184,0.34375
CLOUD239,CLOUD189,0.365853658537
CLOUD239,CLOUD188,0.619047619048
CLOUD182,CLOUD166,0.2
CLOUD182,CLOUD167,0.122448979592
CLOUD182,CLOUD164,0.350877192982
CLOUD182,CLOUD165,0.119402985075
CLOUD182,CLOUD162,0.11320754717
CLOUD182,CLOUD163,0.166666666667
CLOUD182,CLOUD160,0.257575757576
CLOUD182,CLOUD161,0.328125
CLOUD239,CLOUD213,0.291666666667
CLOUD182,CLOUD168,0.177777777778
CLOUD182,CLOUD169,0.0857142857143
CLOUD239,CLOUD210,0.225352112676
CLOUD133,CLOUD045,0.308823529412
CLOUD133,CLOUD044,0.236363636364
CLOUD133,CLOUD047,0.354166666667
CLOUD133,CLOUD046,0.30612244898
CLOUD133,CLOUD041,0.152542372881
CLOUD133,CLOUD040,0.279411764706
CLOUD133,CLOUD043,0.269230769231
CLOUD133,CLOUD042,0.3
CLOUD133,CLOUD049,0.296296296296
CLOUD133,CLOUD048,0.222222222222
CLOUD056,CLOUD025,0.295454545455
CLOUD056,CLOUD024,0.385542168675
CLOUD056,CLOUD027,0.325842696629
CLOUD056,CLOUD026,0.292929292929
CLOUD056,CLOUD021,0.425
CLOUD056,CLOUD020,0.185714285714
CLOUD056,CLOUD023,0.366197183099
CLOUD056,CLOUD022,0.341176470588
CLOUD169,CLOUD001,0.0833333333333
CLOUD056,CLOUD029,0.259259259259
CLOUD056,CLOUD028,0.417582417582
CLOUD237,CLOUD189,0.308823529412
CLOUD237,CLOUD188,0.364864864865
CLOUD237,CLOUD185,0.323943661972
CLOUD237,CLOUD184,0.4
CLOUD237,CLOUD187,0.303797468354
CLOUD237,CLOUD186,0.405797101449
CLOUD237,CLOUD181,0.507042253521
CLOUD237,CLOUD180,0.288888888889
CLOUD237,CLOUD183,0.3
CLOUD237,CLOUD182,0.253521126761
CLOUD186,CLOUD184,0.243243243243
CLOUD186,CLOUD185,0.34
CLOUD186,CLOUD180,0.186666666667
CLOUD186,CLOUD181,0.333333333333
CLOUD186,CLOUD182,0.127272727273
CLOUD186,CLOUD183,0.391304347826
CLOUD185,CLOUD097,0.236363636364
CLOUD185,CLOUD096,0.295081967213
CLOUD185,CLOUD095,0.480769230769
CLOUD185,CLOUD094,0.365384615385
CLOUD185,CLOUD093,0.320987654321
CLOUD185,CLOUD092,0.188888888889
CLOUD185,CLOUD091,0.25
CLOUD185,CLOUD090,0.356164383562
CLOUD185,CLOUD099,0.340425531915
CLOUD185,CLOUD098,0.302325581395
CLOUD211,CLOUD084,0.413043478261
CLOUD211,CLOUD085,0.432432432432
CLOUD211,CLOUD086,0.641304347826
CLOUD211,CLOUD087,0.395061728395
CLOUD211,CLOUD080,0.246753246753
CLOUD211,CLOUD081,0.505882352941
CLOUD211,CLOUD082,0.333333333333
CLOUD211,CLOUD083,0.418604651163
CLOUD211,CLOUD088,0.206896551724
CLOUD211,CLOUD089,0.455555555556
CLOUD254,CLOUD168,0.133333333333
CLOUD254,CLOUD169,0.0588235294118
CLOUD254,CLOUD160,0.140845070423
CLOUD254,CLOUD161,0.152777777778
CLOUD254,CLOUD162,0.239130434783
CLOUD254,CLOUD163,0.297872340426
CLOUD254,CLOUD164,0.171875
CLOUD254,CLOUD165,0.177419354839
CLOUD254,CLOUD166,0.130434782609
CLOUD254,CLOUD167,0.104166666667
CLOUD266,CLOUD176,0.381578947368
CLOUD266,CLOUD177,0.349206349206
CLOUD266,CLOUD174,0.25
CLOUD266,CLOUD175,0.272727272727
CLOUD266,CLOUD172,0.363636363636
CLOUD266,CLOUD173,0.230769230769
CLOUD266,CLOUD170,0.328767123288
CLOUD266,CLOUD171,0.222222222222
CLOUD266,CLOUD178,0.371428571429
CLOUD266,CLOUD179,0.259259259259
CLOUD256,CLOUD089,0.418918918919
CLOUD256,CLOUD088,0.215384615385
CLOUD256,CLOUD081,0.378378378378
CLOUD256,CLOUD080,0.111111111111
CLOUD256,CLOUD083,0.185185185185
CLOUD256,CLOUD082,0.21875
CLOUD256,CLOUD085,0.40350877193
CLOUD256,CLOUD084,0.424657534247
CLOUD256,CLOUD087,0.260869565217
CLOUD256,CLOUD086,0.388888888889
CLOUD157,CLOUD128,0.294117647059
CLOUD157,CLOUD129,0.369230769231
CLOUD221,CLOUD089,0.32
CLOUD221,CLOUD088,0.303571428571
CLOUD157,CLOUD124,0.4
CLOUD157,CLOUD125,0.35593220339
CLOUD157,CLOUD126,0.550724637681
CLOUD157,CLOUD127,0.383720930233
CLOUD157,CLOUD120,0.301204819277
CLOUD157,CLOUD121,0.532258064516
CLOUD157,CLOUD122,0.507462686567
CLOUD157,CLOUD123,0.348484848485
CLOUD081,CLOUD054,0.191780821918
CLOUD081,CLOUD055,0.402985074627
CLOUD081,CLOUD056,0.425287356322
CLOUD081,CLOUD057,0.493506493506
CLOUD081,CLOUD050,0.336956521739
CLOUD081,CLOUD051,0.34328358209
CLOUD081,CLOUD052,0.223684210526
CLOUD081,CLOUD053,0.6
CLOUD050,CLOUD045,0.404494382022
CLOUD050,CLOUD044,0.3
CLOUD050,CLOUD047,0.231707317073
CLOUD050,CLOUD046,0.204819277108
CLOUD081,CLOUD058,0.535211267606
CLOUD081,CLOUD059,0.397435897436
CLOUD050,CLOUD043,0.172413793103
CLOUD050,CLOUD042,0.231707317073
CLOUD177,CLOUD131,0.305555555556
CLOUD177,CLOUD130,0.116883116883
CLOUD177,CLOUD133,0.271186440678
CLOUD177,CLOUD132,0.521739130435
CLOUD177,CLOUD135,0.478260869565
CLOUD177,CLOUD134,0.337662337662
CLOUD177,CLOUD137,0.246913580247
CLOUD177,CLOUD136,0.342857142857
CLOUD177,CLOUD139,0.333333333333
CLOUD177,CLOUD138,0.486111111111
CLOUD232,CLOUD058,0.539682539683
CLOUD232,CLOUD059,0.276315789474
CLOUD232,CLOUD050,0.275862068966
CLOUD232,CLOUD051,0.344827586207
CLOUD232,CLOUD052,0.35
CLOUD232,CLOUD053,0.428571428571
CLOUD232,CLOUD054,0.271186440678
CLOUD232,CLOUD055,0.490909090909
CLOUD232,CLOUD056,0.317647058824
CLOUD232,CLOUD057,0.355263157895
CLOUD136,CLOUD008,0.357142857143
CLOUD260,CLOUD001,0.16
CLOUD150,CLOUD100,0.0
CLOUD251,CLOUD239,0.271186440678
CLOUD251,CLOUD238,0.349397590361
CLOUD251,CLOUD237,0.542857142857
CLOUD251,CLOUD236,0.264705882353
CLOUD251,CLOUD235,0.333333333333
CLOUD251,CLOUD234,0.479452054795
CLOUD251,CLOUD233,0.549295774648
CLOUD251,CLOUD232,0.40625
CLOUD251,CLOUD231,0.444444444444
CLOUD251,CLOUD230,0.207547169811
CLOUD235,CLOUD140,0.111111111111
CLOUD244,CLOUD119,0.365853658537
CLOUD260,CLOUD002,0.2
CLOUD216,CLOUD157,0.34375
CLOUD216,CLOUD156,0.454545454545
CLOUD216,CLOUD155,0.303370786517
CLOUD216,CLOUD154,0.40206185567
CLOUD216,CLOUD153,0.355555555556
CLOUD216,CLOUD152,0.51
CLOUD216,CLOUD151,0.348314606742
CLOUD216,CLOUD150,0.0
CLOUD216,CLOUD159,0.302083333333
CLOUD216,CLOUD158,0.322916666667
CLOUD150,CLOUD108,0.0
CLOUD234,CLOUD100,0.337209302326
CLOUD234,CLOUD101,0.159090909091
CLOUD212,CLOUD209,0.231884057971
CLOUD212,CLOUD208,0.220338983051
CLOUD234,CLOUD104,0.224719101124
CLOUD234,CLOUD105,0.453125
CLOUD234,CLOUD106,0.150537634409
CLOUD234,CLOUD107,0.2
CLOUD212,CLOUD203,0.270833333333
CLOUD212,CLOUD202,0.447368421053
CLOUD212,CLOUD201,0.11320754717
CLOUD212,CLOUD200,0.270833333333
CLOUD212,CLOUD207,0.222222222222
CLOUD212,CLOUD206,0.223529411765
CLOUD212,CLOUD205,0.268656716418
CLOUD212,CLOUD204,0.208333333333
CLOUD044,CLOUD004,0.260869565217
CLOUD044,CLOUD005,0.421052631579
CLOUD044,CLOUD006,0.522727272727
CLOUD044,CLOUD007,0.161764705882
CLOUD044,CLOUD001,0.258064516129
CLOUD044,CLOUD002,0.342465753425
CLOUD044,CLOUD003,0.627450980392
CLOUD044,CLOUD008,0.348314606742
CLOUD044,CLOUD009,0.321428571429
CLOUD113,CLOUD007,0.364705882353
CLOUD113,CLOUD006,0.238095238095
CLOUD113,CLOUD005,0.475
CLOUD113,CLOUD004,0.25
CLOUD113,CLOUD003,0.44578313253
CLOUD113,CLOUD002,0.467391304348
CLOUD113,CLOUD001,0.337209302326
CLOUD260,CLOUD005,0.173076923077
CLOUD113,CLOUD009,0.405063291139
CLOUD113,CLOUD008,0.467289719626
CLOUD260,CLOUD124,0.18
CLOUD092,CLOUD061,0.389473684211
CLOUD092,CLOUD060,0.588235294118
CLOUD092,CLOUD063,0.38202247191
CLOUD092,CLOUD062,0.204819277108
CLOUD092,CLOUD065,0.390804597701
CLOUD092,CLOUD064,0.280898876404
CLOUD092,CLOUD067,0.473684210526
CLOUD092,CLOUD066,0.395348837209
CLOUD092,CLOUD069,0.542553191489
CLOUD092,CLOUD068,0.431578947368
CLOUD253,CLOUD252,0.136363636364
CLOUD253,CLOUD251,0.131147540984
CLOUD188,CLOUD133,0.206896551724
CLOUD188,CLOUD132,0.204819277108
CLOUD188,CLOUD131,0.435483870968
CLOUD188,CLOUD130,0.246153846154
CLOUD188,CLOUD137,0.371428571429
CLOUD188,CLOUD136,0.308823529412
CLOUD188,CLOUD135,0.276315789474
CLOUD188,CLOUD134,0.180722891566
CLOUD213,CLOUD024,0.269841269841
CLOUD213,CLOUD025,0.215384615385
CLOUD188,CLOUD139,0.461538461538
CLOUD188,CLOUD138,0.243902439024
CLOUD213,CLOUD020,0.142857142857
CLOUD213,CLOUD021,0.234375
CLOUD213,CLOUD022,0.144927536232
CLOUD213,CLOUD023,0.21568627451
CLOUD145,CLOUD035,0.416666666667
CLOUD145,CLOUD034,0.338461538462
CLOUD145,CLOUD037,0.232142857143
CLOUD145,CLOUD036,0.19298245614
CLOUD145,CLOUD031,0.27868852459
CLOUD145,CLOUD030,0.288888888889
CLOUD145,CLOUD033,0.45
CLOUD145,CLOUD032,0.291666666667
CLOUD145,CLOUD039,0.352112676056
CLOUD145,CLOUD038,0.342857142857
CLOUD179,CLOUD029,0.0701754385965
CLOUD179,CLOUD028,0.205479452055
CLOUD179,CLOUD025,0.0735294117647
CLOUD179,CLOUD024,0.321428571429
CLOUD179,CLOUD027,0.1
CLOUD179,CLOUD026,0.16
CLOUD179,CLOUD021,0.237288135593
CLOUD179,CLOUD020,0.135135135135
CLOUD179,CLOUD023,0.217391304348
CLOUD179,CLOUD022,0.123076923077
CLOUD065,CLOUD009,0.383333333333
CLOUD065,CLOUD008,0.402173913043
CLOUD065,CLOUD001,0.279411764706
CLOUD065,CLOUD003,0.314285714286
CLOUD065,CLOUD002,0.407894736842
CLOUD065,CLOUD005,0.363636363636
CLOUD065,CLOUD004,0.218181818182
CLOUD065,CLOUD007,0.257142857143
CLOUD065,CLOUD006,0.245901639344
CLOUD259,CLOUD075,0.142857142857
CLOUD259,CLOUD074,0.0444444444444
CLOUD259,CLOUD077,0.0757575757576
CLOUD259,CLOUD076,0.227272727273
CLOUD259,CLOUD071,0.220588235294
CLOUD259,CLOUD070,0.129032258065
CLOUD259,CLOUD073,0.215909090909
CLOUD259,CLOUD072,0.0892857142857
CLOUD259,CLOUD079,0.063829787234
CLOUD259,CLOUD078,0.140845070423
CLOUD194,CLOUD055,0.120689655172
CLOUD141,CLOUD001,0.278481012658
CLOUD141,CLOUD002,0.32967032967
CLOUD141,CLOUD003,0.325
CLOUD141,CLOUD004,0.306451612903
CLOUD141,CLOUD005,0.333333333333
CLOUD141,CLOUD006,0.25
CLOUD141,CLOUD007,0.324675324675
CLOUD141,CLOUD008,0.444444444444
CLOUD141,CLOUD009,0.293333333333
CLOUD194,CLOUD059,0.290322580645
CLOUD194,CLOUD058,0.230769230769
CLOUD258,CLOUD014,0.20253164557
CLOUD258,CLOUD015,0.305084745763
CLOUD258,CLOUD016,0.22972972973
CLOUD258,CLOUD017,0.468085106383
CLOUD258,CLOUD010,0.214285714286
CLOUD258,CLOUD011,0.314814814815
CLOUD258,CLOUD012,0.183333333333
CLOUD258,CLOUD013,0.137931034483
CLOUD258,CLOUD018,0.28125
CLOUD258,CLOUD019,0.151515151515
CLOUD191,CLOUD018,0.216216216216
CLOUD191,CLOUD019,0.235294117647
CLOUD191,CLOUD012,0.112676056338
CLOUD191,CLOUD013,0.233333333333
CLOUD191,CLOUD010,0.225806451613
CLOUD191,CLOUD011,0.295081967213
CLOUD191,CLOUD016,0.32
CLOUD191,CLOUD017,0.480769230769
CLOUD191,CLOUD014,0.2875
CLOUD191,CLOUD015,0.328125
CLOUD200,CLOUD015,0.272727272727
CLOUD200,CLOUD014,0.291139240506
CLOUD200,CLOUD017,0.0704225352113
CLOUD114,CLOUD108,0.454545454545
CLOUD200,CLOUD011,0.238095238095
CLOUD200,CLOUD010,0.229508196721
CLOUD200,CLOUD013,0.177419354839
CLOUD200,CLOUD012,0.2
CLOUD114,CLOUD103,0.216216216216
CLOUD114,CLOUD102,0.285714285714
CLOUD114,CLOUD101,0.338235294118
CLOUD114,CLOUD100,0.464788732394
CLOUD114,CLOUD107,0.358208955224
CLOUD114,CLOUD106,0.230769230769
CLOUD114,CLOUD105,0.344262295082
CLOUD114,CLOUD104,0.342465753425
CLOUD254,CLOUD032,0.243243243243
CLOUD254,CLOUD033,0.314814814815
CLOUD262,CLOUD091,0.362068965517
CLOUD262,CLOUD090,0.512820512821
CLOUD262,CLOUD093,0.5
CLOUD262,CLOUD092,0.415730337079
CLOUD262,CLOUD095,0.454545454545
CLOUD174,CLOUD132,0.666666666667
CLOUD262,CLOUD097,0.474576271186
CLOUD262,CLOUD096,0.462686567164
CLOUD262,CLOUD099,0.242424242424
CLOUD262,CLOUD098,0.229508196721
CLOUD174,CLOUD133,0.232876712329
CLOUD218,CLOUD056,0.243902439024
CLOUD202,CLOUD068,0.213333333333
CLOUD202,CLOUD069,0.333333333333
CLOUD147,CLOUD079,0.147540983607
CLOUD147,CLOUD078,0.346666666667
CLOUD147,CLOUD077,0.685185185185
CLOUD202,CLOUD063,0.418181818182
CLOUD202,CLOUD060,0.232876712329
CLOUD147,CLOUD074,0.313725490196
CLOUD147,CLOUD073,0.295918367347
CLOUD202,CLOUD067,0.338028169014
CLOUD147,CLOUD071,0.355263157895
CLOUD147,CLOUD070,0.40625
CLOUD263,CLOUD240,0.225352112676
CLOUD251,CLOUD158,0.328571428571
CLOUD104,CLOUD050,0.280898876404
CLOUD104,CLOUD051,0.285714285714
CLOUD104,CLOUD052,0.235294117647
CLOUD104,CLOUD053,0.514705882353
CLOUD104,CLOUD054,0.258064516129
CLOUD104,CLOUD055,0.214285714286
CLOUD104,CLOUD056,0.306818181818
CLOUD104,CLOUD057,0.376623376623
CLOUD104,CLOUD058,0.449275362319
CLOUD104,CLOUD059,0.449275362319
CLOUD240,CLOUD194,0.242424242424
CLOUD240,CLOUD195,0.253164556962
CLOUD240,CLOUD196,0.325842696629
CLOUD240,CLOUD197,0.259259259259
CLOUD240,CLOUD190,0.375
CLOUD240,CLOUD191,0.226666666667
CLOUD240,CLOUD192,0.571428571429
CLOUD240,CLOUD193,0.316455696203
CLOUD240,CLOUD198,0.197674418605
CLOUD240,CLOUD199,0.25974025974
CLOUD228,CLOUD079,0.160714285714
CLOUD228,CLOUD078,0.28
CLOUD169,CLOUD006,0.171428571429
CLOUD169,CLOUD007,0.0192307692308
CLOUD169,CLOUD004,0.230769230769
CLOUD169,CLOUD005,0.1
CLOUD169,CLOUD002,0.0746268656716
CLOUD169,CLOUD003,0.1875
CLOUD124,CLOUD014,0.521126760563
CLOUD124,CLOUD015,0.384615384615
CLOUD124,CLOUD018,0.376811594203
CLOUD124,CLOUD019,0.236111111111
CLOUD169,CLOUD008,0.0681818181818
CLOUD169,CLOUD009,0.0666666666667
CLOUD228,CLOUD071,0.289473684211
CLOUD228,CLOUD070,0.349206349206
CLOUD204,CLOUD155,0.326923076923
CLOUD183,CLOUD109,0.223880597015
CLOUD183,CLOUD108,0.174603174603
CLOUD183,CLOUD107,0.277777777778
CLOUD183,CLOUD106,0.37037037037
CLOUD183,CLOUD105,0.0714285714286
CLOUD183,CLOUD104,0.357142857143
CLOUD183,CLOUD103,0.236363636364
CLOUD183,CLOUD102,0.0925925925926
CLOUD183,CLOUD101,0.408163265306
CLOUD183,CLOUD100,0.322580645161
CLOUD142,CLOUD067,0.325
CLOUD142,CLOUD066,0.323076923077
CLOUD142,CLOUD065,0.242857142857
CLOUD142,CLOUD064,0.159420289855
CLOUD142,CLOUD063,0.219178082192
CLOUD142,CLOUD062,0.178571428571
CLOUD142,CLOUD061,0.324324324324
CLOUD142,CLOUD060,0.294871794872
CLOUD128,CLOUD126,0.276315789474
CLOUD128,CLOUD127,0.379746835443
CLOUD128,CLOUD124,0.191176470588
CLOUD128,CLOUD125,0.272727272727
CLOUD128,CLOUD122,0.378787878788
CLOUD128,CLOUD123,0.144927536232
CLOUD128,CLOUD120,0.289473684211
CLOUD128,CLOUD121,0.307692307692
CLOUD149,CLOUD053,0.567567567568
CLOUD149,CLOUD052,0.276315789474
CLOUD149,CLOUD051,0.287671232877
CLOUD149,CLOUD050,0.365591397849
CLOUD149,CLOUD057,0.565789473684
CLOUD149,CLOUD056,0.438202247191
CLOUD149,CLOUD055,0.380281690141
CLOUD149,CLOUD054,0.281690140845
CLOUD149,CLOUD059,0.4125
CLOUD149,CLOUD058,0.614285714286
CLOUD201,CLOUD029,0.259259259259
CLOUD201,CLOUD028,0.233766233766
CLOUD201,CLOUD027,0.183098591549
CLOUD201,CLOUD026,0.27027027027
CLOUD201,CLOUD025,0.212121212121
CLOUD201,CLOUD024,0.396551724138
CLOUD201,CLOUD023,0.26
CLOUD201,CLOUD022,0.212121212121
CLOUD201,CLOUD021,0.333333333333
CLOUD201,CLOUD020,0.25641025641
CLOUD221,CLOUD086,0.322222222222
CLOUD037,CLOUD011,0.320754716981
CLOUD205,CLOUD084,0.710144927536
CLOUD037,CLOUD013,0.326530612245
CLOUD037,CLOUD012,0.186440677966
CLOUD037,CLOUD015,0.381818181818
CLOUD037,CLOUD014,0.36231884058
CLOUD037,CLOUD017,0.259259259259
CLOUD037,CLOUD016,0.25
CLOUD037,CLOUD019,0.388888888889
CLOUD037,CLOUD018,0.421052631579
CLOUD205,CLOUD089,0.506329113924
CLOUD205,CLOUD088,0.291666666667
CLOUD264,CLOUD251,0.475
CLOUD264,CLOUD250,0.20987654321
CLOUD264,CLOUD253,0.25
CLOUD264,CLOUD252,0.192771084337
CLOUD264,CLOUD255,0.279069767442
CLOUD264,CLOUD254,0.293333333333
CLOUD264,CLOUD257,0.578313253012
CLOUD264,CLOUD256,0.372093023256
CLOUD264,CLOUD259,0.177215189873
CLOUD264,CLOUD258,0.21686746988
CLOUD263,CLOUD199,0.213114754098
CLOUD263,CLOUD198,0.311475409836
CLOUD263,CLOUD193,0.5
CLOUD263,CLOUD192,0.260869565217
CLOUD263,CLOUD191,0.301886792453
CLOUD263,CLOUD190,0.28813559322
CLOUD263,CLOUD197,0.253968253968
CLOUD263,CLOUD196,0.397058823529
CLOUD263,CLOUD195,0.245901639344
CLOUD263,CLOUD194,0.282608695652
CLOUD123,CLOUD122,0.295774647887
CLOUD123,CLOUD121,0.365079365079
CLOUD123,CLOUD120,0.222222222222
CLOUD137,CLOUD005,0.346666666667
CLOUD137,CLOUD004,0.238095238095
CLOUD105,CLOUD064,0.111111111111
CLOUD082,CLOUD068,0.256756756757
CLOUD105,CLOUD065,0.262295081967
CLOUD082,CLOUD069,0.324675324675
CLOUD137,CLOUD001,0.507692307692
CLOUD262,CLOUD022,0.347222222222
CLOUD262,CLOUD023,0.25
CLOUD105,CLOUD060,0.263888888889
CLOUD262,CLOUD024,0.342465753425
CLOUD105,CLOUD061,0.396825396825
CLOUD262,CLOUD025,0.492307692308
CLOUD262,CLOUD026,0.541666666667
CLOUD262,CLOUD027,0.422535211268
CLOUD141,CLOUD064,0.302631578947
CLOUD082,CLOUD060,0.260273972603
CLOUD194,CLOUD078,0.403225806452
CLOUD082,CLOUD061,0.202702702703
CLOUD168,CLOUD030,0.131578947368
CLOUD168,CLOUD031,0.369565217391
CLOUD168,CLOUD032,0.205128205128
CLOUD168,CLOUD033,0.180327868852
CLOUD168,CLOUD034,0.263157894737
CLOUD168,CLOUD035,0.225352112676
CLOUD168,CLOUD036,0.292682926829
CLOUD168,CLOUD037,0.227272727273
CLOUD168,CLOUD038,0.316666666667
CLOUD168,CLOUD039,0.246153846154
CLOUD141,CLOUD068,0.493827160494
CLOUD141,CLOUD069,0.428571428571
CLOUD072,CLOUD067,0.265060240964
CLOUD240,CLOUD046,0.275362318841
CLOUD233,CLOUD019,0.353658536585
CLOUD233,CLOUD018,0.444444444444
CLOUD233,CLOUD017,0.444444444444
CLOUD233,CLOUD016,0.594936708861
CLOUD233,CLOUD015,0.473684210526
CLOUD233,CLOUD014,0.585365853659
CLOUD233,CLOUD013,0.328947368421
CLOUD233,CLOUD012,0.325
CLOUD233,CLOUD011,0.376623376623
CLOUD233,CLOUD010,0.2875
CLOUD075,CLOUD026,0.211764705882
CLOUD075,CLOUD027,0.347826086957
CLOUD075,CLOUD024,0.323529411765
CLOUD075,CLOUD025,0.171052631579
CLOUD075,CLOUD022,0.348484848485
CLOUD075,CLOUD023,0.384615384615
CLOUD075,CLOUD020,0.183673469388
CLOUD075,CLOUD021,0.534482758621
CLOUD240,CLOUD042,0.271428571429
CLOUD256,CLOUD128,0.416666666667
CLOUD256,CLOUD129,0.409836065574
CLOUD075,CLOUD028,0.3
CLOUD075,CLOUD029,0.283333333333
CLOUD240,CLOUD040,0.275862068966
CLOUD240,CLOUD041,0.333333333333
CLOUD221,CLOUD168,0.34693877551
CLOUD221,CLOUD169,0.214285714286
CLOUD244,CLOUD097,0.294117647059
CLOUD244,CLOUD096,0.375
CLOUD244,CLOUD091,0.159420289855
CLOUD244,CLOUD090,0.352272727273
CLOUD244,CLOUD093,0.380434782609
CLOUD244,CLOUD092,0.511904761905
CLOUD221,CLOUD160,0.315068493151
CLOUD221,CLOUD161,0.306666666667
CLOUD221,CLOUD162,0.220338983051
CLOUD221,CLOUD163,0.266666666667
CLOUD221,CLOUD164,0.34328358209
CLOUD221,CLOUD165,0.239436619718
CLOUD221,CLOUD166,0.425531914894
CLOUD221,CLOUD167,0.36
CLOUD245,CLOUD239,0.333333333333
CLOUD131,CLOUD076,0.486486486486
CLOUD131,CLOUD077,0.351351351351
CLOUD131,CLOUD074,0.28813559322
CLOUD131,CLOUD075,0.409090909091
CLOUD131,CLOUD072,0.285714285714
CLOUD131,CLOUD073,0.494505494505
CLOUD131,CLOUD070,0.356164383562
CLOUD131,CLOUD071,0.454545454545
CLOUD131,CLOUD078,0.466666666667
CLOUD131,CLOUD079,0.338983050847
CLOUD130,CLOUD129,0.322580645161
CLOUD130,CLOUD128,0.157142857143
CLOUD130,CLOUD123,0.413793103448
CLOUD130,CLOUD122,0.342857142857
CLOUD130,CLOUD121,0.222222222222
CLOUD130,CLOUD120,0.147727272727
CLOUD130,CLOUD127,0.178947368421
CLOUD130,CLOUD126,0.408450704225
CLOUD130,CLOUD125,0.216666666667
CLOUD130,CLOUD124,0.292307692308
CLOUD224,CLOUD056,0.305555555556
CLOUD106,CLOUD016,0.320987654321
CLOUD106,CLOUD017,0.0897435897436
CLOUD106,CLOUD014,0.37037037037
CLOUD200,CLOUD036,0.05
CLOUD106,CLOUD015,0.27397260274
CLOUD106,CLOUD012,0.242857142857
CLOUD106,CLOUD013,0.188405797101
CLOUD069,CLOUD038,0.618421052632
CLOUD069,CLOUD039,0.623376623377
CLOUD069,CLOUD034,0.487179487179
CLOUD069,CLOUD035,0.455555555556
CLOUD069,CLOUD036,0.182926829268
CLOUD069,CLOUD037,0.272727272727
CLOUD069,CLOUD030,0.225352112676
CLOUD069,CLOUD031,0.354430379747
CLOUD069,CLOUD032,0.246575342466
CLOUD069,CLOUD033,0.348837209302
CLOUD138,CLOUD057,0.718309859155
CLOUD138,CLOUD056,0.336734693878
CLOUD138,CLOUD055,0.311688311688
CLOUD138,CLOUD054,0.342857142857
CLOUD138,CLOUD053,0.4875
CLOUD138,CLOUD052,0.298701298701
CLOUD138,CLOUD051,0.227848101266
CLOUD138,CLOUD050,0.354166666667
CLOUD138,CLOUD059,0.288888888889
CLOUD138,CLOUD058,0.414634146341
CLOUD196,CLOUD109,0.364705882353
CLOUD196,CLOUD108,0.479452054795
CLOUD196,CLOUD101,0.492753623188
CLOUD196,CLOUD100,0.506493506494
CLOUD196,CLOUD103,0.5
CLOUD196,CLOUD102,0.120481927711
CLOUD196,CLOUD105,0.146341463415
