Drug1,Drug2,d_A,d_B,d_AB,s_AB,AB_Min,AB_Mean
CLOUD091,CLOUD145,2.2,2.4,2.33333333333,0.0333333333333,2.6,3.04
CLOUD091,CLOUD146,2.2,0,None,None,None,None
CLOUD091,CLOUD147,2.2,None,2.57142857143,None,2.8,2.8
CLOUD091,CLOUD148,2.2,0,None,None,None,None
CLOUD091,CLOUD149,2.2,2.0,2.375,0.275,2.6,2.7333333333333334
CLOUD091,CLOUD150,2.2,0,None,None,None,None
CLOUD091,CLOUD151,2.2,0,None,None,None,None
CLOUD091,CLOUD152,2.2,0,3.66666666667,2.56666666667,3.8,3.8
CLOUD091,CLOUD153,2.2,0,None,None,None,None
CLOUD091,CLOUD154,2.2,0,None,None,None,None
CLOUD091,CLOUD155,2.2,0,3.0,1.9,3.2,3.2
CLOUD091,CLOUD156,2.2,0,None,None,None,None
CLOUD091,CLOUD157,2.2,0,None,None,None,None
CLOUD091,CLOUD158,2.2,1.33333333333,2.125,0.358333333333,2.2,2.6
CLOUD091,CLOUD159,2.2,2.2,2.6,0.4,2.6,3.16
CLOUD091,CLOUD160,2.2,0,None,None,None,None
CLOUD091,CLOUD161,2.2,0,None,None,None,None
CLOUD091,CLOUD162,2.2,0,None,None,None,None
CLOUD091,CLOUD163,2.2,0,3.0,1.9,3.2,3.2
CLOUD091,CLOUD164,2.2,0,None,None,None,None
CLOUD091,CLOUD165,2.2,1.0,2.5,0.9,2.8,2.8666666666666667
CLOUD091,CLOUD166,2.2,2.0,2.57142857143,0.471428571429,2.6,2.9
CLOUD091,CLOUD167,2.2,0,2.83333333333,1.73333333333,3.0,3.0
CLOUD091,CLOUD168,2.2,0,2.16666666667,1.06666666667,2.4,2.4
CLOUD091,CLOUD169,2.2,2.0,2.11111111111,0.0111111111111,2.2,2.95
CLOUD091,CLOUD170,2.2,0,None,None,None,None
CLOUD091,CLOUD171,2.2,0,None,None,None,None
CLOUD091,CLOUD172,2.2,0,3.66666666667,2.56666666667,3.8,3.8
CLOUD091,CLOUD173,2.2,0,2.66666666667,1.56666666667,2.8,2.8
CLOUD091,CLOUD174,2.2,0,2.66666666667,1.56666666667,2.8,2.8
CLOUD091,CLOUD175,2.2,None,3.57142857143,None,3.8,3.8
CLOUD091,CLOUD176,2.2,0,None,None,None,None
CLOUD091,CLOUD177,2.2,0,None,None,None,None
CLOUD091,CLOUD178,2.2,0,2.83333333333,1.73333333333,3.0,3.0
CLOUD091,CLOUD179,2.2,0,2.66666666667,1.56666666667,2.8,2.8
CLOUD091,CLOUD180,2.2,1.0,2.85714285714,1.25714285714,3.2,3.2
