Drug1,Drug2,d_A,d_B,d_AB,s_AB,AB_Min,AB_Mean
CLOUD001,CLOUD002,1.0,3.0,2.0,0.0,2.0,2.3333333333333335
CLOUD001,CLOUD003,1.0,1.84210526316,2.31818181818,0.897129186603,2.0,2.6140350877192984
CLOUD001,CLOUD004,1.0,1.6,2.30769230769,1.00769230769,2.0,2.6666666666666665
CLOUD001,CLOUD005,1.0,1.7,2.15384615385,0.803846153846,2.0,2.6333333333333333
CLOUD001,CLOUD006,1.0,1.6511627907,2.02173913043,0.696157735086,0.6666666666666666,2.37984496124031
CLOUD001,CLOUD007,1.0,2.25,2.0,0.375,2.0,2.1666666666666665
CLOUD001,CLOUD008,1.0,2.0,2.125,0.625,2.0,2.466666666666667
CLOUD001,CLOUD009,1.0,1.7,2.23076923077,0.880769230769,2.0,2.5
CLOUD001,CLOUD010,1.0,2.25,2.14285714286,0.517857142857,2.0,2.3333333333333335
CLOUD001,CLOUD011,1.0,1.73684210526,2.40909090909,1.04066985646,2.0,2.6315789473684212
CLOUD001,CLOUD012,1.0,2.14285714286,2.05882352941,0.487394957983,1.3333333333333333,2.5238095238095237
CLOUD001,CLOUD013,1.0,1.77272727273,2.4,1.01363636364,2.0,2.6515151515151514
CLOUD001,CLOUD014,1.0,3.0,2.4,0.4,2.3333333333333335,2.6666666666666665
CLOUD001,CLOUD015,1.0,2.27272727273,2.21428571429,0.577922077922,1.3333333333333333,2.6666666666666665
CLOUD001,CLOUD016,1.0,1.64285714286,2.22580645161,0.904377880184,1.3333333333333333,2.5595238095238093
CLOUD001,CLOUD017,1.0,1.91304347826,2.30769230769,0.851170568562,1.3333333333333333,2.608695652173913
CLOUD001,CLOUD018,1.0,2.2,2.25,0.65,2.0,2.7333333333333334
CLOUD001,CLOUD019,1.0,1.9375,2.36842105263,0.899671052632,2.0,2.6666666666666665
CLOUD001,CLOUD020,1.0,1.38461538462,2.125,0.932692307692,1.3333333333333333,2.4871794871794872
CLOUD001,CLOUD021,1.0,2.75,2.45454545455,0.579545454545,2.3333333333333335,2.75
CLOUD001,CLOUD022,1.0,0,3.0,2.5,3.0,3.0
CLOUD001,CLOUD023,1.0,1.65517241379,2.26229508197,0.934708875071,1.3333333333333333,2.5402298850574714
CLOUD001,CLOUD024,1.0,1.19512195122,1.95294117647,0.855380200861,0.6666666666666666,2.158536585365854
CLOUD001,CLOUD025,1.0,1.60526315789,2.07317073171,0.77053915276,1.3333333333333333,2.3333333333333335
CLOUD001,CLOUD026,1.0,2.42857142857,2.3,0.585714285714,2.0,2.5238095238095237
CLOUD001,CLOUD027,1.0,1.375,1.27272727273,0.0852272727273,0.3333333333333333,1.9583333333333333
CLOUD001,CLOUD028,1.0,2.0,2.22222222222,0.722222222222,2.0,2.4444444444444446
CLOUD001,CLOUD029,1.0,2.38461538462,2.4375,0.745192307692,2.0,2.7948717948717947
CLOUD001,CLOUD030,1.0,1.0,3.0,2.0,3.0,3.0
CLOUD001,CLOUD031,1.0,1.63888888889,1.97435897436,0.654914529915,0.6666666666666666,2.3333333333333335
CLOUD001,CLOUD032,1.0,1.68421052632,2.27272727273,0.930622009569,2.0,2.508771929824561
CLOUD001,CLOUD033,1.0,1.75,2.39130434783,1.01630434783,2.0,2.683333333333333
CLOUD001,CLOUD034,1.0,1.0,3.0,2.0,3.0,3.0
CLOUD001,CLOUD035,1.0,2.25,2.18181818182,0.556818181818,2.0,2.5
CLOUD001,CLOUD036,1.0,1.5,2.27272727273,1.02272727273,2.0,2.5833333333333335
CLOUD001,CLOUD037,1.0,1.61538461538,2.29090909091,0.983216783217,1.3333333333333333,2.5384615384615383
CLOUD001,CLOUD038,1.0,1.85714285714,2.2,0.771428571429,2.0,2.5238095238095237
CLOUD001,CLOUD039,1.0,4.0,2.55555555556,0.0555555555556,2.3333333333333335,2.8333333333333335
CLOUD001,CLOUD040,1.0,1.90909090909,2.28571428571,0.831168831169,2.0,2.6363636363636362
CLOUD001,CLOUD041,1.0,1.35714285714,2.05882352941,0.88025210084,1.3333333333333333,2.5238095238095237
CLOUD001,CLOUD042,1.0,2.28571428571,2.5,0.857142857143,2.3333333333333335,2.9047619047619047
CLOUD001,CLOUD043,1.0,1.53846153846,1.5,0.230769230769,0.3333333333333333,2.051282051282051
CLOUD001,CLOUD044,1.0,1.79411764706,2.32394366197,0.926884838442,1.3333333333333333,2.6176470588235294
CLOUD001,CLOUD045,1.0,1.55,2.39130434783,1.11630434783,2.0,2.65
CLOUD001,CLOUD046,1.0,1.92307692308,1.8125,0.350961538462,1.3333333333333333,2.128205128205128
CLOUD001,CLOUD047,1.0,1.97058823529,2.32432432432,0.839030206677,2.0,2.6176470588235294
CLOUD001,CLOUD048,1.0,1.58333333333,1.26666666667,-0.025,0.0,1.8611111111111112
CLOUD001,CLOUD049,1.0,1.55555555556,2.05128205128,0.773504273504,0.6666666666666666,2.4537037037037037
CLOUD001,CLOUD050,1.0,2.5,2.33333333333,0.583333333333,2.0,2.5555555555555554
CLOUD001,CLOUD051,1.0,1.78431372549,2.16666666667,0.774509803922,0.0,2.5359477124183005
CLOUD001,CLOUD052,1.0,1.70833333333,1.77777777778,0.423611111111,0.3333333333333333,2.236111111111111
CLOUD001,CLOUD053,1.0,1.53731343284,2.04285714286,0.774200426439,1.3333333333333333,2.343283582089552
CLOUD001,CLOUD054,1.0,1.31428571429,1.71052631579,0.553383458647,0.6666666666666666,2.057142857142857
CLOUD001,CLOUD055,1.0,2.2,2.375,0.775,2.0,2.7333333333333334
CLOUD001,CLOUD056,1.0,2.15151515152,2.33333333333,0.757575757576,2.0,2.6565656565656566
CLOUD001,CLOUD057,1.0,1.46153846154,1.86206896552,0.631299734748,0.6666666666666666,2.2435897435897436
CLOUD001,CLOUD058,1.0,1.83333333333,2.10256410256,0.685897435897,0.6666666666666666,2.4166666666666665
CLOUD001,CLOUD059,1.0,1.34426229508,1.890625,0.718493852459,0.3333333333333333,2.2349726775956285
CLOUD001,CLOUD060,1.0,1.78260869565,2.46153846154,1.07023411371,2.0,2.681159420289855
CLOUD001,CLOUD061,1.0,2.0,2.07142857143,0.571428571429,2.0,2.393939393939394
CLOUD001,CLOUD062,1.0,1.40909090909,1.98901098901,0.784465534466,0.6666666666666666,2.2916666666666665
CLOUD001,CLOUD063,1.0,1.37078651685,1.94565217391,0.760258915486,1.0,2.183520599250936
CLOUD001,CLOUD064,1.0,1.5462962963,2.0990990991,0.825950950951,0.6666666666666666,2.4104938271604937
CLOUD001,CLOUD065,1.0,2.22222222222,2.08333333333,0.472222222222,2.0,2.4074074074074074
CLOUD001,CLOUD066,1.0,1.875,2.11111111111,0.673611111111,0.6666666666666666,2.5416666666666665
CLOUD001,CLOUD067,1.0,1.66666666667,2.38888888889,1.05555555556,2.0,2.688888888888889
CLOUD001,CLOUD068,1.0,1.7962962963,2.35087719298,0.952729044834,1.6666666666666667,2.6358024691358026
CLOUD001,CLOUD069,1.0,1.83870967742,2.11764705882,0.698292220114,0.6666666666666666,2.4731182795698925
CLOUD001,CLOUD070,1.0,1.66666666667,1.0,-0.333333333333,0.3333333333333333,1.7777777777777777
CLOUD001,CLOUD071,1.0,1.14388489209,1.95729537367,0.885352927622,1.0,2.147482014388489
CLOUD001,CLOUD072,1.0,1.56756756757,1.925,0.641216216216,0.0,2.3063063063063063
CLOUD001,CLOUD073,1.0,1.71052631579,2.34146341463,0.986200256739,2.0,2.6315789473684212
CLOUD001,CLOUD074,1.0,2.14285714286,1.6,0.0285714285714,0.6666666666666666,2.142857142857143
CLOUD001,CLOUD075,1.0,2.2,2.25,0.65,2.0,2.6666666666666665
CLOUD001,CLOUD076,1.0,1.58333333333,1.6,0.308333333333,0.6666666666666666,2.1666666666666665
CLOUD001,CLOUD077,1.0,1.34042553191,1.86,0.689787234043,0.3333333333333333,2.1914893617021276
CLOUD001,CLOUD078,1.0,1.73684210526,2.09090909091,0.722488038278,1.3333333333333333,2.526315789473684
CLOUD001,CLOUD079,1.0,2.16666666667,2.06666666667,0.483333333333,2.0,2.4166666666666665
CLOUD001,CLOUD080,1.0,1.47826086957,1.88461538462,0.645484949833,1.0,2.2318840579710146
CLOUD001,CLOUD081,1.0,1.83333333333,2.2,0.783333333333,2.0,2.5
CLOUD001,CLOUD082,1.0,1.35,1.82608695652,0.651086956522,1.3333333333333333,2.1333333333333333
CLOUD001,CLOUD083,1.0,1.37096774194,1.83076923077,0.645285359801,0.6666666666666666,2.096774193548387
CLOUD001,CLOUD084,1.0,1.59677419355,2.23076923077,0.932382133995,0.6666666666666666,2.5483870967741935
CLOUD001,CLOUD085,1.0,2.0,2.375,0.875,2.0,2.6666666666666665
CLOUD001,CLOUD086,1.0,1.42105263158,1.77272727273,0.562200956938,0.6666666666666666,2.0526315789473686
CLOUD001,CLOUD087,1.0,1.57692307692,1.68965517241,0.401193633952,0.6666666666666666,2.0641025641025643
CLOUD001,CLOUD088,1.0,1.70909090909,1.98275862069,0.628213166144,0.3333333333333333,2.3212121212121213
CLOUD001,CLOUD089,1.0,1.67105263158,2.11392405063,0.778397734843,1.0,2.4473684210526314
CLOUD001,CLOUD090,1.0,1.33333333333,2.0,0.833333333333,2.0,2.111111111111111
CLOUD001,CLOUD091,1.0,1.96774193548,2.20588235294,0.722011385199,1.3333333333333333,2.4731182795698925
CLOUD001,CLOUD092,1.0,1.42592592593,2.0350877193,0.822124756335,0.3333333333333333,2.3271604938271606
CLOUD001,CLOUD093,1.0,2.14285714286,2.2,0.628571428571,2.0,2.4285714285714284
