Drug1,Drug2,Batch,InteractionType,Value,MahalanobisDistance
CLOUD107,CLOUD006,Batch1,Emergent,1.75990320573,14.4316917817
CLOUD132,CLOUD128,Batch1,Emergent,2.27337824668,16.4246035476
CLOUD247,CLOUD149,Batch1,Emergent,1.07567662503,3.90742923461
CLOUD157,CLOUD037,Batch1,Emergent,1.40239164225,9.67040719782
CLOUD063,CLOUD029,Batch2,Emergent,1.55955891931,5.61374860341
CLOUD063,CLOUD021,Batch2,Emergent,1.12503487355,4.25691857376
CLOUD063,CLOUD026,Batch1,Emergent,1.67040861472,4.67286475202
CLOUD063,CLOUD027,Batch1,Emergent,2.00624431622,6.03266120555
CLOUD170,CLOUD117,Batch1,Emergent,1.16242990236,3.85497445141
CLOUD083,CLOUD063,Batch2,Emergent,1.39634241768,4.74597680511
CLOUD209,CLOUD008,Batch2,Emergent,0.675773431683,5.39677104744
CLOUD189,CLOUD112,Batch2,Emergent,0.756299683747,7.224894096
CLOUD259,CLOUD057,Batch1,Emergent,1.67926746262,3.22004947005
CLOUD227,CLOUD062,Batch2,Emergent,0.689706135937,6.99091166
CLOUD178,CLOUD077,Batch1,Emergent,2.26677190809,6.63401688482
CLOUD048,CLOUD041,Batch1,Emergent,1.7950529471,9.91484288598
CLOUD236,CLOUD063,Batch2,Emergent,2.01662698961,16.387318804
CLOUD112,CLOUD110,Batch2,Emergent,0.78262046945,6.4628407073
CLOUD264,CLOUD086,Batch1,Emergent,1.33173778125,4.50916072827
CLOUD028,CLOUD006,Batch1,Emergent,1.11495420479,6.13895957022
CLOUD130,CLOUD102,Batch1,Emergent,1.08194232178,7.47164595221
CLOUD267,CLOUD199,Batch1,Emergent,1.7919938934,8.08280693506
CLOUD134,CLOUD006,Batch1,Emergent,0.89421920003,4.88921103731
CLOUD117,CLOUD011,Batch2,Emergent,0.782816935029,4.5899988136
CLOUD212,CLOUD063,Batch2,Emergent,2.7025319512,23.6968360967
CLOUD198,CLOUD053,Batch2,Emergent,1.38019080326,4.39838342198
CLOUD163,CLOUD030,Batch1,Emergent,1.90043662727,7.76431825444
CLOUD141,CLOUD127,Batch2,Emergent,1.12221978151,14.4131139839
CLOUD267,CLOUD178,Batch1,Emergent,1.01898545115,5.50189750761
CLOUD112,CLOUD021,Batch2,Emergent,0.832814005355,9.30330263011
CLOUD057,CLOUD037,Batch2,Emergent,1.3316073781,5.63592182529
CLOUD209,CLOUD057,Batch2,Emergent,1.28318769025,14.2700609612
CLOUD112,CLOUD027,Batch2,Emergent,0.913565755087,9.66249862395
CLOUD112,CLOUD029,Batch2,Emergent,1.05067120725,10.4195240453
CLOUD112,CLOUD028,Batch1,Emergent,1.8232544892,6.09598081491
CLOUD145,CLOUD134,Batch1,Emergent,1.01980382216,3.42307233426
CLOUD112,CLOUD054,Batch2,Emergent,0.622194802486,6.91109053368
CLOUD112,CLOUD056,Batch2,Emergent,0.978813744649,9.67460879617
CLOUD112,CLOUD051,Batch2,Emergent,0.690131378267,5.17219742594
CLOUD143,CLOUD113,Batch1,Emergent,1.73143367759,7.57535466114
CLOUD180,CLOUD015,Batch1,Emergent,0.77785835214,4.29597221591
CLOUD144,CLOUD128,Batch1,Emergent,1.47097149627,6.63371131642
CLOUD143,CLOUD050,Batch1,Emergent,1.51711749663,7.01073439948
CLOUD155,CLOUD014,Batch2,Emergent,0.757787707149,9.72763251448
CLOUD143,CLOUD058,Batch1,Emergent,1.53284000866,5.59324265122
CLOUD213,CLOUD178,Batch2,Emergent,0.987796214771,11.5143579914
CLOUD167,CLOUD079,Batch1,Emergent,2.04761822074,12.0742957614
CLOUD192,CLOUD065,Batch2,Emergent,0.828881840257,15.069743532
CLOUD209,CLOUD137,Batch2,Emergent,1.90803497819,19.7076572284
CLOUD229,CLOUD046,Batch2,Emergent,0.561779259465,7.50830286825
CLOUD122,CLOUD089,Batch1,Emergent,1.44336408092,5.66709187337
CLOUD199,CLOUD101,Batch1,Emergent,2.32941427986,12.547906182
CLOUD199,CLOUD107,Batch1,Emergent,1.39517068749,6.08448357709
CLOUD201,CLOUD117,Batch1,Emergent,1.05403578826,4.39442524588
CLOUD115,CLOUD020,Batch1,Emergent,1.91369333775,6.04039425192
CLOUD019,CLOUD011,Batch1,Emergent,1.33633261675,6.78690891507
CLOUD049,CLOUD026,Batch1,Emergent,1.2482604179,7.86724150263
CLOUD179,CLOUD131,Batch2,Emergent,1.29447699097,6.1736515946
CLOUD199,CLOUD077,Batch1,Emergent,2.1247056071,4.51825514879
CLOUD148,CLOUD063,Batch2,Emergent,1.19662184637,4.66338276738
CLOUD209,CLOUD182,Batch1,Emergent,1.56682110255,4.42560780521
CLOUD063,CLOUD062,Batch2,Emergent,1.21627067867,5.53195464907
CLOUD246,CLOUD132,Batch2,Emergent,0.938806691384,14.2873687402
CLOUD175,CLOUD063,Batch2,Emergent,1.3460515177,7.68798216268
CLOUD239,CLOUD113,Batch1,Emergent,1.1065509665,6.05120501388
CLOUD239,CLOUD057,Batch1,Emergent,1.7212092515,6.49783496789
CLOUD103,CLOUD102,Batch2,Emergent,0.767137827187,5.42875358009
CLOUD243,CLOUD063,Batch2,Emergent,2.95184112264,21.1369409791
CLOUD141,CLOUD063,Batch1,Emergent,1.92080136953,5.03938014836
CLOUD199,CLOUD078,Batch1,Emergent,2.72344118745,13.6542409014
CLOUD096,CLOUD045,Batch2,Emergent,0.602611017352,5.7617412383
CLOUD171,CLOUD115,Batch2,Emergent,2.05464172378,3.81706507709
CLOUD108,CLOUD063,Batch2,Emergent,1.73790699786,9.03591154881
CLOUD196,CLOUD134,Batch2,Emergent,0.494148229518,5.95826585412
CLOUD258,CLOUD057,Batch2,Emergent,0.730097098758,3.85128870356
CLOUD254,CLOUD209,Batch2,Emergent,0.715374914625,4.80728910096
CLOUD237,CLOUD199,Batch1,Emergent,1.40394303524,4.79443688377
CLOUD122,CLOUD077,Batch1,Emergent,1.9985633696,6.76249764858
CLOUD148,CLOUD119,Batch1,Emergent,1.1125697929,8.56319582327
CLOUD266,CLOUD063,Batch1,Emergent,2.53121089568,8.25155937367
CLOUD187,CLOUD031,Batch2,Emergent,0.571420593942,5.34147364548
CLOUD254,CLOUD026,Batch1,Emergent,0.988904060773,4.80959548025
CLOUD189,CLOUD162,Batch2,Emergent,0.7023522371,7.28128423404
CLOUD209,CLOUD042,Batch2,Emergent,1.0978902516,10.9487686518
CLOUD141,CLOUD064,Batch1,Emergent,1.11174255416,6.37217332257
CLOUD209,CLOUD041,Batch2,Emergent,0.599213619255,3.90412559004
CLOUD243,CLOUD112,Batch2,Emergent,1.13760641951,10.8480667322
CLOUD169,CLOUD006,Batch1,Emergent,1.2397545211,4.42069559275
CLOUD089,CLOUD008,Batch2,Emergent,0.667677160497,7.31707491975
CLOUD101,CLOUD027,Batch2,Emergent,0.615433468696,9.13723606448
CLOUD142,CLOUD063,Batch2,Emergent,2.46702792298,27.2900697322
CLOUD110,CLOUD077,Batch1,Emergent,1.40653646092,4.61408687247
CLOUD262,CLOUD209,Batch2,Emergent,1.47863135912,12.4746603922
CLOUD178,CLOUD100,Batch1,Emergent,1.17490827533,5.32220278773
CLOUD147,CLOUD128,Batch2,Emergent,1.38945735623,24.1223572279
CLOUD122,CLOUD104,Batch1,Emergent,1.86103090492,4.54089488833
CLOUD191,CLOUD181,Batch2,Emergent,1.12636553737,12.6526765701
CLOUD263,CLOUD225,Batch1,Emergent,1.79268239181,9.34827540307
CLOUD260,CLOUD076,Batch1,Emergent,1.23874492603,9.15572340824
CLOUD046,CLOUD005,Batch2,Emergent,0.270922861264,3.94033311286
CLOUD181,CLOUD141,Batch1,Emergent,1.06177639757,4.93934905448
CLOUD198,CLOUD159,Batch1,Emergent,1.57785004666,12.7084927242
CLOUD128,CLOUD070,Batch1,Emergent,2.62732495845,19.063247003
CLOUD112,CLOUD067,Batch2,Emergent,0.639370421201,4.44039037421
CLOUD112,CLOUD061,Batch2,Emergent,0.71379844054,7.84053141648
CLOUD112,CLOUD063,Batch1,Emergent,2.12553869624,5.25413911742
CLOUD236,CLOUD041,Batch1,Emergent,1.27748257911,8.98221696543
CLOUD142,CLOUD141,Batch2,Emergent,0.673634137411,6.60869776745
CLOUD215,CLOUD011,Batch1,Emergent,1.18924058172,7.35970309732
CLOUD215,CLOUD013,Batch2,Emergent,1.59688734471,23.2496765281
CLOUD134,CLOUD057,Batch2,Emergent,0.810227432465,3.72463618045
CLOUD112,CLOUD091,Batch2,Emergent,0.594904460556,4.80280335778
CLOUD201,CLOUD063,Batch2,Emergent,1.69946923454,6.9824895949
CLOUD219,CLOUD117,Batch2,Emergent,0.863914936825,7.65520281487
CLOUD057,CLOUD044,Batch2,Emergent,0.746969095812,3.83597721342
CLOUD204,CLOUD008,Batch1,Emergent,0.862395927648,4.62968616234
CLOUD206,CLOUD063,Batch2,Emergent,2.11371992698,12.7468509756
CLOUD187,CLOUD057,Batch2,Emergent,1.60162615396,9.29734714119
CLOUD187,CLOUD052,Batch1,Emergent,1.20510210121,4.79801844082
CLOUD115,CLOUD104,Batch2,Emergent,1.52244743805,4.53627958405
CLOUD150,CLOUD112,Batch2,Emergent,0.825888386988,7.15202290866
CLOUD179,CLOUD076,Batch2,Emergent,1.07251838837,6.0713593031
CLOUD224,CLOUD061,Batch2,Emergent,1.33153248128,24.7147081706
CLOUD141,CLOUD112,Batch2,Emergent,0.869379729492,7.03333647537
CLOUD141,CLOUD117,Batch1,Emergent,1.05496790743,4.15325194822
CLOUD161,CLOUD063,Batch2,Emergent,1.57236997949,6.86392655195
CLOUD209,CLOUD147,Batch2,Emergent,0.651898618352,4.44794709677
CLOUD213,CLOUD043,Batch1,Emergent,1.26447717043,9.54297985964
CLOUD218,CLOUD004,Batch2,Emergent,0.629331834349,8.45729246344
CLOUD209,CLOUD142,Batch2,Emergent,0.662171198485,4.59489959522
CLOUD211,CLOUD134,Batch1,Emergent,1.62407164072,8.93818495869
CLOUD077,CLOUD005,Batch1,Emergent,1.38597334856,6.82565314555
CLOUD124,CLOUD063,Batch1,Emergent,2.62847791144,6.09880803047
CLOUD179,CLOUD101,Batch2,Emergent,1.44912098835,5.89756606929
CLOUD264,CLOUD038,Batch1,Emergent,1.47639288863,4.66891688573
CLOUD064,CLOUD032,Batch1,Emergent,1.48261032607,7.05152524736
CLOUD196,CLOUD179,Batch2,Emergent,0.903064343192,10.2146982442
CLOUD196,CLOUD178,Batch2,Emergent,0.900988879597,6.22212041914
CLOUD136,CLOUD041,Batch1,Emergent,1.37006613832,6.16898606608
CLOUD222,CLOUD057,Batch2,Emergent,0.785207904029,4.08279838461
CLOUD027,CLOUD010,Batch2,Emergent,0.441637272366,4.59535576829
CLOUD209,CLOUD163,Batch1,Emergent,1.37746906427,5.08011124814
CLOUD046,CLOUD006,Batch2,Emergent,0.562587257434,6.59550128846
CLOUD167,CLOUD149,Batch2,Emergent,0.706714398155,7.97554025509
CLOUD247,CLOUD036,Batch1,Emergent,1.5676742167,7.80383536629
CLOUD167,CLOUD142,Batch1,Emergent,1.9721780522,11.0993408811
CLOUD134,CLOUD085,Batch2,Emergent,1.01757636615,12.9998162527
CLOUD247,CLOUD134,Batch1,Emergent,1.24522152138,5.44502513329
CLOUD209,CLOUD088,Batch2,Emergent,0.768549114796,7.3570118437
CLOUD209,CLOUD089,Batch2,Emergent,1.22039747586,12.7172838719
CLOUD125,CLOUD063,Batch1,Emergent,1.8474492623,5.48236137881
CLOUD169,CLOUD123,Batch1,Emergent,1.33387173595,5.08484209568
CLOUD123,CLOUD063,Batch2,Emergent,1.6071046795,7.08437697168
CLOUD132,CLOUD063,Batch1,Emergent,2.46203270532,6.37340985166
CLOUD209,CLOUD087,Batch2,Emergent,0.575012044962,3.73008307874
CLOUD101,CLOUD063,Batch1,Emergent,3.10496348427,8.07932586761
CLOUD258,CLOUD063,Batch2,Emergent,1.07891893138,3.66333314818
CLOUD194,CLOUD100,Batch1,Emergent,1.47112111877,5.02886339055
CLOUD125,CLOUD112,Batch2,Emergent,0.579799293951,6.55185098503
CLOUD194,CLOUD069,Batch1,Emergent,1.93135165169,8.07402912988
CLOUD107,CLOUD016,Batch1,Emergent,1.05428882544,5.14547840508
CLOUD102,CLOUD075,Batch1,Emergent,1.05657551377,7.29031849663
CLOUD154,CLOUD077,Batch1,Emergent,1.20872054604,3.83147100553
CLOUD194,CLOUD063,Batch1,Emergent,1.49985323975,3.52340776271
CLOUD264,CLOUD036,Batch2,Emergent,0.861106631276,9.06027405597
CLOUD259,CLOUD167,Batch2,Emergent,0.890915667853,6.66500774506
CLOUD123,CLOUD011,Batch1,Emergent,1.27794897508,5.16423869177
CLOUD092,CLOUD077,Batch1,Emergent,1.37433887453,5.57241137787
CLOUD178,CLOUD142,Batch1,Emergent,1.40423525273,3.95385649701
CLOUD063,CLOUD017,Batch2,Emergent,1.05881842296,4.93206428829
CLOUD063,CLOUD016,Batch2,Emergent,1.25462022275,5.63271525624
CLOUD063,CLOUD011,Batch1,Emergent,1.82774028051,5.05964073768
CLOUD191,CLOUD063,Batch2,Emergent,1.05241800095,3.21302257914
CLOUD194,CLOUD081,Batch2,Emergent,0.546258977524,6.62781726395
CLOUD209,CLOUD036,Batch2,Emergent,0.801668901965,5.34107836934
CLOUD220,CLOUD206,Batch1,Emergent,1.11966775349,8.88793874016
CLOUD195,CLOUD103,Batch1,Emergent,1.61688452296,3.97953323401
CLOUD195,CLOUD102,Batch1,Emergent,1.13129739861,4.67356639965
CLOUD170,CLOUD105,Batch1,Emergent,1.20223361741,5.02313873806
CLOUD194,CLOUD089,Batch2,Emergent,0.744629881996,4.08477975853
CLOUD227,CLOUD117,Batch2,Emergent,0.727473038557,5.2520438111
CLOUD198,CLOUD117,Batch1,Emergent,1.25905857392,5.79206792914
CLOUD112,CLOUD109,Batch1,Emergent,2.0912853527,6.93915679519
CLOUD118,CLOUD053,Batch1,Emergent,1.21589184109,5.30603596902
CLOUD112,CLOUD105,Batch2,Emergent,1.35359637311,15.0996711082
CLOUD225,CLOUD141,Batch2,Emergent,1.02456162571,15.2073739237
CLOUD248,CLOUD140,Batch1,Emergent,1.54315128443,7.94060425083
CLOUD158,CLOUD054,Batch2,Emergent,0.503230589025,3.79311177663
CLOUD058,CLOUD012,Batch1,Emergent,1.48186929624,13.052298538
CLOUD158,CLOUD053,Batch1,Emergent,1.81187580357,5.21157819462
CLOUD104,CLOUD031,Batch2,Emergent,1.42657657296,7.06738146372
CLOUD206,CLOUD167,Batch2,Emergent,0.649004376096,7.27443711584
CLOUD076,CLOUD031,Batch1,Emergent,0.979771998468,4.38301136987
CLOUD097,CLOUD028,Batch1,Emergent,1.44216637461,6.12315503163
CLOUD053,CLOUD011,Batch1,Emergent,1.5649606353,5.78630495345
CLOUD216,CLOUD112,Batch2,Emergent,0.871426398392,5.67162371986
CLOUD265,CLOUD089,Batch2,Emergent,0.592864625382,4.83522452827
CLOUD112,CLOUD032,Batch2,Emergent,0.726109041676,4.05524894319
CLOUD208,CLOUD112,Batch2,Emergent,1.1851376964,12.7153365086
CLOUD112,CLOUD031,Batch2,Emergent,0.80404758676,16.9197495505
CLOUD210,CLOUD081,Batch2,Emergent,0.576697225562,5.40554473521
CLOUD057,CLOUD003,Batch2,Emergent,1.50678442491,11.7848215679
CLOUD187,CLOUD158,Batch2,Emergent,0.497411598162,5.8186540448
CLOUD113,CLOUD052,Batch1,Emergent,0.91934989162,5.36037221456
CLOUD111,CLOUD063,Batch2,Emergent,2.27338448634,21.7793606329
CLOUD128,CLOUD039,Batch2,Emergent,0.766721441364,11.3457464235
CLOUD201,CLOUD199,Batch1,Emergent,1.47730455146,6.00452858699
CLOUD242,CLOUD084,Batch1,Emergent,1.57030949089,5.98337155459
CLOUD143,CLOUD060,Batch1,Emergent,1.99767241411,8.06379671932
CLOUD027,CLOUD199,Batch1,Increasing,1.10865202847,5.00776421828
CLOUD135,CLOUD152,Batch1,Increasing,1.7692664538,3.56782462943
CLOUD237,CLOUD063,Batch1,Increasing,1.60498316064,7.60228427032
CLOUD257,CLOUD209,Batch1,Increasing,1.3210345659,3.06451461515
CLOUD119,CLOUD077,Batch2,Increasing,1.36234732497,7.65151959859
CLOUD148,CLOUD194,Batch2,Increasing,1.24302687161,5.04238102481
CLOUD219,CLOUD141,Batch2,Increasing,1.40603047141,4.2310270017
CLOUD229,CLOUD031,Batch1,Increasing,1.06601091793,3.05797803524
CLOUD201,CLOUD178,Batch2,Increasing,1.2639267184,4.36102015865
CLOUD014,CLOUD199,Batch1,Increasing,1.34669595019,6.60556112042
CLOUD099,CLOUD063,Batch2,Increasing,1.10994061596,3.50095526149
CLOUD144,CLOUD143,Batch2,Increasing,1.59810734303,3.0566906394
CLOUD246,CLOUD077,Batch2,Increasing,1.2578943609,11.9108016264
CLOUD246,CLOUD178,Batch2,Increasing,1.26696263479,9.35711296454
CLOUD027,CLOUD196,Batch2,Increasing,1.15197075768,5.70824584418
CLOUD044,CLOUD101,Batch2,Increasing,1.08306972423,4.02064834539
CLOUD002,CLOUD179,Batch2,Increasing,1.08404180628,3.10188928476
CLOUD073,CLOUD063,Batch1,Increasing,1.32593216034,4.75956730222
CLOUD219,CLOUD063,Batch2,Increasing,1.05252691423,5.43521515103
CLOUD131,CLOUD179,Batch2,Increasing,1.11721179428,6.1736515946
CLOUD218,CLOUD031,Batch1,Increasing,1.04920042752,4.02641206705
CLOUD072,CLOUD027,Batch2,Increasing,1.17713140962,5.1234108728
CLOUD118,CLOUD178,Batch2,Increasing,1.1933197495,6.72566180426
CLOUD258,CLOUD046,Batch2,Increasing,1.22498881531,6.626911708
CLOUD239,CLOUD194,Batch2,Increasing,1.16754856917,3.76821808391
CLOUD069,CLOUD177,Batch2,Increasing,1.12698680392,9.91345829937
CLOUD084,CLOUD112,Batch2,Increasing,1.04670733217,7.02781822682
CLOUD082,CLOUD112,Batch2,Increasing,1.06745408163,3.36489695058
CLOUD005,CLOUD063,Batch2,Increasing,1.22672004669,6.11773793235
CLOUD261,CLOUD194,Batch1,Increasing,1.50833242632,4.79792500414
CLOUD200,CLOUD194,Batch2,Increasing,1.188035666,7.4706728856
CLOUD241,CLOUD077,Batch2,Increasing,1.24061355409,4.85607752007
CLOUD075,CLOUD089,Batch1,Increasing,1.11881256922,3.03629423167
CLOUD218,CLOUD141,Batch2,Increasing,1.54500519201,6.63147895633
CLOUD109,CLOUD179,Batch2,Increasing,1.10704605198,3.22218335585
CLOUD238,CLOUD046,Batch2,Increasing,1.08356951335,7.45374191968
CLOUD194,CLOUD031,Batch1,Increasing,1.31570235545,4.08363745632
CLOUD132,CLOUD143,Batch1,Increasing,1.01279202299,3.06014426996
CLOUD141,CLOUD209,Batch2,Increasing,1.08901684745,3.78998655337
CLOUD067,CLOUD046,Batch2,Increasing,1.65832154524,5.7214298133
CLOUD223,CLOUD143,Batch1,Increasing,1.03132368737,3.20815522677
CLOUD084,CLOUD077,Batch1,Increasing,1.24540965451,4.02897234315
CLOUD221,CLOUD178,Batch2,Increasing,1.26408372904,7.42073962172
CLOUD036,CLOUD209,Batch2,Increasing,1.12556538417,5.34107836934
CLOUD181,CLOUD179,Batch2,Increasing,1.22097448435,5.21256813456
CLOUD153,CLOUD046,Batch2,Increasing,1.56118001988,11.275617186
CLOUD262,CLOUD112,Batch2,Increasing,1.01409346974,5.78209931481
CLOUD124,CLOUD179,Batch2,Increasing,1.10855930478,3.58409158802
CLOUD058,CLOUD177,Batch1,Increasing,1.26371709015,9.23929456959
CLOUD097,CLOUD063,Batch1,Increasing,1.93779094829,6.67134453891
CLOUD086,CLOUD143,Batch1,Increasing,1.23367374451,6.31856748066
CLOUD142,CLOUD129,Batch2,Increasing,2.26962127174,4.0991194699
CLOUD195,CLOUD194,Batch2,Increasing,1.30632773754,5.01986024298
CLOUD131,CLOUD194,Batch1,Increasing,1.36983680271,3.44738423096
CLOUD124,CLOUD177,Batch2,Increasing,1.16488180602,3.37773604145
CLOUD030,CLOUD179,Batch2,Increasing,1.05650197995,3.65427229817
CLOUD134,CLOUD027,Batch2,Increasing,1.46162950303,3.13920619914
CLOUD008,CLOUD209,Batch2,Increasing,1.11071946533,5.39677104744
CLOUD084,CLOUD209,Batch1,Increasing,1.29089723257,3.25115883482
CLOUD104,CLOUD103,Batch2,Increasing,1.20367834297,4.29823055022
CLOUD008,CLOUD196,Batch2,Increasing,1.49579076906,4.48712378193
CLOUD234,CLOUD077,Batch2,Increasing,1.29438307623,7.66290802333
CLOUD008,CLOUD199,Batch1,Increasing,1.34888135801,4.94894186195
CLOUD159,CLOUD053,Batch1,Increasing,1.22550599411,3.25361340166
CLOUD241,CLOUD063,Batch2,Increasing,1.06297493567,3.93667465696
CLOUD066,CLOUD199,Batch1,Increasing,1.32213834961,13.918834383
CLOUD220,CLOUD196,Batch2,Increasing,1.15660016268,3.06972030691
CLOUD186,CLOUD209,Batch2,Increasing,1.09901601573,3.82321613089
CLOUD161,CLOUD102,Batch2,Increasing,1.0857986044,3.23010243028
CLOUD180,CLOUD143,Batch1,Increasing,1.02068589637,7.58626720408
CLOUD040,CLOUD194,Batch2,Increasing,1.16509367307,4.17787018363
CLOUD022,CLOUD112,Batch1,Increasing,1.21445178034,3.91218690085
CLOUD187,CLOUD102,Batch2,Increasing,1.1210694435,3.8245163695
CLOUD072,CLOUD209,Batch2,Increasing,1.09635346005,3.55065904377
CLOUD121,CLOUD141,Batch2,Increasing,1.11690651314,4.70534880687
CLOUD144,CLOUD103,Batch2,Increasing,1.0221523972,5.82132498683
CLOUD121,CLOUD143,Batch1,Increasing,1.02111748268,3.45508347923
CLOUD141,CLOUD103,Batch1,Increasing,1.05743281481,3.1009702223
CLOUD015,CLOUD196,Batch2,Increasing,1.22455824295,3.88401445171
CLOUD090,CLOUD179,Batch2,Increasing,1.23086105603,4.73875759281
CLOUD237,CLOUD143,Batch1,Increasing,1.11290365804,3.83566415109
CLOUD213,CLOUD199,Batch1,Increasing,1.02889563592,3.07434841701
CLOUD052,CLOUD077,Batch2,Increasing,1.20673527432,3.65122566502
CLOUD075,CLOUD178,Batch2,Increasing,1.3108705788,4.75880285345
CLOUD075,CLOUD177,Batch1,Increasing,1.03930753102,3.07671636287
CLOUD015,CLOUD101,Batch2,Increasing,1.0595038139,6.22603320041
CLOUD095,CLOUD141,Batch2,Increasing,1.33455261998,4.6697720019
CLOUD095,CLOUD143,Batch2,Increasing,1.47062914845,3.54088536578
CLOUD184,CLOUD063,Batch2,Increasing,1.05026898931,3.85523512855
CLOUD003,CLOUD063,Batch2,Increasing,1.54793549782,24.9345729172
CLOUD132,CLOUD178,Batch2,Increasing,1.14513878547,4.27395017709
CLOUD195,CLOUD027,Batch2,Increasing,1.46476215879,7.18774699509
CLOUD046,CLOUD209,Batch1,Increasing,1.20707530756,4.60094002121
CLOUD160,CLOUD209,Batch1,Increasing,1.38230360668,5.21728566706
CLOUD069,CLOUD194,Batch1,Increasing,1.54420564204,8.07402912988
CLOUD017,CLOUD063,Batch2,Increasing,1.27689145793,4.93206428829
CLOUD075,CLOUD077,Batch1,Increasing,1.46532862805,4.62646566288
CLOUD125,CLOUD102,Batch2,Increasing,1.11940230971,3.33911885316
CLOUD102,CLOUD063,Batch1,Increasing,1.6023265153,5.23951618406
CLOUD045,CLOUD129,Batch2,Increasing,1.84069663513,3.05602714868
CLOUD002,CLOUD031,Batch1,Increasing,1.29159161218,3.34278217381
CLOUD132,CLOUD102,Batch2,Increasing,1.11738425935,3.36206172666
CLOUD101,CLOUD179,Batch2,Increasing,1.19302668089,5.89756606929
CLOUD028,CLOUD179,Batch2,Increasing,1.20705949317,3.55114567229
CLOUD266,CLOUD046,Batch2,Increasing,1.54060590973,6.90671058093
CLOUD004,CLOUD178,Batch2,Increasing,1.17665346099,4.73783027698
CLOUD228,CLOUD101,Batch2,Increasing,1.09422379324,3.98141355213
CLOUD199,CLOUD057,Batch2,Increasing,1.18528565707,5.86626977039
CLOUD169,CLOUD063,Batch2,Increasing,1.13292499762,7.42727586413
CLOUD162,CLOUD063,Batch1,Increasing,1.97859250296,7.82450945762
CLOUD198,CLOUD101,Batch2,Increasing,1.15040015942,6.62448726183
CLOUD118,CLOUD063,Batch2,Increasing,1.24222736293,5.23407946181
CLOUD013,CLOUD143,Batch1,Increasing,1.24477371602,5.67041044343
CLOUD013,CLOUD141,Batch2,Increasing,1.39298230336,7.19568106569
CLOUD016,CLOUD152,Batch1,Increasing,1.53522637926,4.1022851057
CLOUD263,CLOUD063,Batch1,Increasing,1.62200847636,3.53608541647
CLOUD054,CLOUD143,Batch1,Increasing,1.00199019098,3.30407902422
CLOUD011,CLOUD063,Batch1,Increasing,1.72677581594,5.05964073768
CLOUD264,CLOUD027,Batch2,Increasing,1.48861818058,7.21391647261
CLOUD104,CLOUD141,Batch2,Increasing,1.34849152731,4.12141480068
CLOUD256,CLOUD141,Batch2,Increasing,1.06868955951,3.72793181384
CLOUD046,CLOUD063,Batch1,Increasing,2.03860342941,4.30170754495
CLOUD023,CLOUD112,Batch2,Increasing,1.0167334086,4.26019253422
CLOUD086,CLOUD077,Batch1,Increasing,1.20328828881,3.38862070623
CLOUD037,CLOUD057,Batch2,Increasing,1.20041915658,5.63592182529
CLOUD062,CLOUD027,Batch2,Increasing,1.19858283476,5.41698748195
CLOUD097,CLOUD178,Batch2,Increasing,1.1543770257,5.8650618842
CLOUD117,CLOUD104,Batch2,Increasing,1.30379252174,5.51867610838
CLOUD120,CLOUD141,Batch2,Increasing,1.12657235094,5.80515394008
CLOUD084,CLOUD199,Batch1,Increasing,1.08954545576,3.27240434554
CLOUD208,CLOUD179,Batch2,Increasing,1.19934206474,3.08735278338
CLOUD208,CLOUD178,Batch2,Increasing,1.19415758349,3.72915071384
CLOUD057,CLOUD063,Batch1,Increasing,1.39517708305,3.34291359544
CLOUD078,CLOUD179,Batch2,Increasing,1.07994269147,3.25894100451
CLOUD084,CLOUD196,Batch2,Increasing,1.1978970276,3.73885091865
CLOUD229,CLOUD027,Batch1,Increasing,1.24375387873,3.81072276213
CLOUD022,CLOUD141,Batch2,Increasing,1.01611930209,3.3363826979
CLOUD201,CLOUD143,Batch1,Increasing,1.27734818936,4.56496226995
CLOUD195,CLOUD209,Batch2,Increasing,1.16602497782,7.65381263905
CLOUD093,CLOUD057,Batch1,Increasing,1.3138327325,3.06701562064
CLOUD121,CLOUD178,Batch2,Increasing,1.21993802542,4.75769418703
CLOUD066,CLOUD179,Batch2,Increasing,1.09737174524,4.62784796695
CLOUD155,CLOUD102,Batch2,Increasing,1.07994563085,3.51934097529
CLOUD129,CLOUD102,Batch2,Increasing,1.30682795108,9.39188037068
CLOUD107,CLOUD199,Batch1,Increasing,1.19532134964,6.08448357709
CLOUD078,CLOUD077,Batch2,Increasing,1.2882032571,8.38207263675
CLOUD097,CLOUD089,Batch2,Increasing,1.11466610413,7.22611007528
CLOUD050,CLOUD179,Batch2,Increasing,1.12547957309,3.8606190493
CLOUD191,CLOUD141,Batch2,Increasing,1.79334255694,8.18817916183
CLOUD161,CLOUD046,Batch2,Increasing,1.44176839613,5.4644983055
CLOUD229,CLOUD156,Batch1,Increasing,1.7212232107,3.12405491394
CLOUD075,CLOUD143,Batch1,Increasing,1.0067374539,3.27879151567
CLOUD261,CLOUD112,Batch1,Increasing,1.42463755603,9.76652382851
CLOUD200,CLOUD112,Batch2,Increasing,1.01826881032,4.52165465147
CLOUD095,CLOUD101,Batch2,Increasing,1.12864628467,3.4073192378
CLOUD153,CLOUD196,Batch2,Increasing,1.20702669723,5.48595415987
CLOUD127,CLOUD089,Batch2,Increasing,1.15631184863,3.95600999548
CLOUD107,CLOUD101,Batch2,Increasing,1.08202338725,5.45975001605
