Drug1,Drug2,Batch,InteractionType,Value,MahalanobisDistance
CLOUD085,CLOUD194,Batch2,Increasing,1.2030716099,5.5986985353
CLOUD069,CLOUD063,Batch2,Increasing,1.09041515957,6.2429746108
CLOUD192,CLOUD196,Batch2,Increasing,1.22153061252,3.18007176414
CLOUD095,CLOUD178,Batch2,Increasing,1.16439582931,4.16483309809
CLOUD003,CLOUD057,Batch2,Increasing,1.2228647839,11.7848215679
CLOUD003,CLOUD199,Batch1,Increasing,1.19018743277,4.69488758549
CLOUD076,CLOUD063,Batch1,Increasing,1.7566710624,6.14639494125
CLOUD147,CLOUD179,Batch2,Increasing,1.0929272769,6.53864567881
CLOUD169,CLOUD141,Batch2,Increasing,1.43000420783,3.98961624856
CLOUD151,CLOUD053,Batch2,Increasing,1.2085873895,4.40294314104
CLOUD113,CLOUD117,Batch2,Increasing,1.10456327205,3.28357503438
CLOUD162,CLOUD027,Batch2,Increasing,1.21308500465,3.3612878827
CLOUD151,CLOUD112,Batch2,Increasing,1.01477066088,3.61080497348
CLOUD189,CLOUD194,Batch1,Increasing,1.58657765982,3.06697213843
CLOUD071,CLOUD063,Batch1,Increasing,1.3653068774,4.50256922244
CLOUD128,CLOUD209,Batch1,Increasing,1.3457962812,4.55085429713
CLOUD079,CLOUD031,Batch1,Increasing,1.08612421652,3.5999065901
CLOUD159,CLOUD063,Batch2,Increasing,1.20428111308,9.55505854803
CLOUD140,CLOUD209,Batch1,Increasing,1.41017610137,3.6528821127
CLOUD237,CLOUD089,Batch1,Increasing,1.06521911355,3.62988016249
CLOUD070,CLOUD156,Batch1,Increasing,2.67050099542,6.95970406113
CLOUD146,CLOUD027,Batch2,Increasing,1.33088762451,3.9176343983
CLOUD164,CLOUD194,Batch2,Increasing,1.23405682355,3.98597844633
CLOUD058,CLOUD141,Batch2,Increasing,1.08027985768,4.27461085989
CLOUD122,CLOUD089,Batch1,Increasing,1.33857229622,5.66709187337
CLOUD222,CLOUD196,Batch2,Increasing,1.17072960193,4.62952178105
CLOUD059,CLOUD129,Batch2,Increasing,1.86876401131,6.86943951889
CLOUD130,CLOUD115,Batch1,Increasing,1.4169599167,3.02961376301
CLOUD130,CLOUD112,Batch2,Increasing,1.02202077795,6.52238429563
CLOUD139,CLOUD101,Batch2,Increasing,1.804775543,9.69926350262
CLOUD238,CLOUD178,Batch2,Increasing,1.34371239677,5.81230418228
CLOUD206,CLOUD143,Batch1,Increasing,1.16863771109,3.27635347641
CLOUD206,CLOUD141,Batch2,Increasing,1.08661964876,7.17402845739
CLOUD120,CLOUD027,Batch2,Increasing,1.22331905047,3.14498725968
CLOUD222,CLOUD104,Batch2,Increasing,1.19503165951,6.68772431922
CLOUD228,CLOUD178,Batch2,Increasing,1.27829551384,4.59693269881
CLOUD213,CLOUD178,Batch2,Increasing,1.35846460671,11.5143579914
CLOUD042,CLOUD178,Batch2,Increasing,1.23747672596,3.88687147978
CLOUD066,CLOUD027,Batch2,Increasing,1.22052201161,3.35003034676
CLOUD061,CLOUD209,Batch1,Increasing,1.44896490236,4.65390078186
CLOUD138,CLOUD117,Batch2,Increasing,1.18090745919,6.71146655324
CLOUD187,CLOUD179,Batch2,Increasing,1.18632260643,4.97701580815
CLOUD187,CLOUD178,Batch2,Increasing,1.59300778227,7.42602613678
CLOUD091,CLOUD143,Batch1,Increasing,1.14690876515,4.27081811591
CLOUD144,CLOUD117,Batch2,Increasing,1.08741682619,3.84741329503
CLOUD019,CLOUD177,Batch2,Increasing,1.12917733687,3.44184615001
CLOUD120,CLOUD117,Batch2,Increasing,1.05950261971,3.82310698364
CLOUD140,CLOUD112,Batch2,Increasing,1.12822866252,3.43202809589
CLOUD181,CLOUD194,Batch2,Increasing,1.20141379316,4.59334615048
CLOUD181,CLOUD196,Batch2,Increasing,1.20982745182,3.16648801714
CLOUD012,CLOUD046,Batch2,Increasing,1.33642702389,4.61529134595
CLOUD237,CLOUD178,Batch2,Increasing,1.15373114546,5.11985904674
CLOUD148,CLOUD179,Batch2,Increasing,1.19734598734,5.12613412734
CLOUD237,CLOUD077,Batch1,Increasing,1.28698313214,3.82081885692
CLOUD170,CLOUD057,Batch2,Increasing,1.06825664803,4.14845081233
CLOUD119,CLOUD063,Batch2,Increasing,1.21247603487,5.36156992791
CLOUD126,CLOUD179,Batch2,Increasing,1.23326321708,3.13996720559
CLOUD041,CLOUD143,Batch1,Increasing,1.18079366414,5.23414223612
CLOUD033,CLOUD199,Batch1,Increasing,1.20664262718,3.22574188227
CLOUD235,CLOUD089,Batch1,Increasing,1.12546068083,5.09792325549
CLOUD171,CLOUD178,Batch2,Increasing,1.13424386118,5.19099975313
CLOUD078,CLOUD143,Batch2,Increasing,1.4480866801,3.75730826132
CLOUD222,CLOUD077,Batch2,Increasing,1.18198449993,7.13627850831
CLOUD034,CLOUD053,Batch1,Increasing,1.25999779619,3.9566386909
CLOUD063,CLOUD077,Batch1,Increasing,1.42585693238,4.12376279101
CLOUD081,CLOUD156,Batch1,Increasing,1.57625096423,4.87589413005
CLOUD264,CLOUD063,Batch1,Increasing,1.9567875489,5.31285185588
CLOUD063,CLOUD177,Batch1,Increasing,1.28802460957,9.17112646123
CLOUD094,CLOUD209,Batch2,Increasing,1.11330044733,3.66848955848
CLOUD017,CLOUD077,Batch2,Increasing,1.33706909542,3.80745246402
CLOUD033,CLOUD077,Batch2,Increasing,1.1465440748,3.39311497662
CLOUD171,CLOUD103,Batch2,Increasing,1.62320276233,13.1890968708
CLOUD231,CLOUD141,Batch2,Increasing,1.42020787115,5.07244178269
CLOUD027,CLOUD102,Batch2,Increasing,1.34358486497,7.00692957989
CLOUD207,CLOUD141,Batch2,Increasing,1.6238443869,10.5864415829
CLOUD266,CLOUD199,Batch1,Increasing,1.37732294169,5.72194687196
CLOUD264,CLOUD141,Batch2,Increasing,1.75579234351,5.75201546995
CLOUD060,CLOUD143,Batch1,Increasing,1.25336581217,8.06379671932
CLOUD195,CLOUD046,Batch2,Increasing,1.31755190678,3.55244963354
CLOUD050,CLOUD046,Batch2,Increasing,1.01421540689,7.39225815516
CLOUD189,CLOUD178,Batch2,Increasing,1.25792817011,7.01331082425
CLOUD142,CLOUD077,Batch2,Increasing,1.21918329401,3.66060618924
CLOUD149,CLOUD129,Batch2,Increasing,2.00086176163,4.34256001668
CLOUD110,CLOUD063,Batch1,Increasing,1.44725086852,3.21695494978
CLOUD158,CLOUD179,Batch2,Increasing,1.04883719788,3.19414450686
CLOUD067,CLOUD063,Batch1,Increasing,1.73853177029,5.46354572006
CLOUD158,CLOUD177,Batch1,Increasing,1.14439876019,3.02581477691
CLOUD243,CLOUD178,Batch2,Increasing,1.23324775882,4.90714084304
CLOUD010,CLOUD117,Batch1,Increasing,1.19283264463,4.36743103665
CLOUD157,CLOUD178,Batch2,Increasing,1.15618502705,4.76741647154
CLOUD037,CLOUD194,Batch2,Increasing,1.23447090179,3.88398506951
CLOUD006,CLOUD156,Batch1,Increasing,1.29001311005,3.97943930447
CLOUD224,CLOUD141,Batch2,Increasing,1.06569856209,5.52741833146
CLOUD238,CLOUD199,Batch1,Increasing,1.63581300889,18.7443785345
CLOUD112,CLOUD156,Batch1,Increasing,1.09012458298,4.17850215627
CLOUD124,CLOUD199,Batch1,Increasing,1.06177899008,3.28650971843
CLOUD134,CLOUD046,Batch2,Increasing,1.35580158599,5.05106909269
CLOUD137,CLOUD141,Batch2,Increasing,1.0444370449,4.6212813442
CLOUD130,CLOUD063,Batch1,Increasing,1.69305631695,4.41414388107
CLOUD037,CLOUD101,Batch2,Increasing,1.26609695953,4.27988391501
CLOUD073,CLOUD115,Batch1,Increasing,1.31190637003,3.7991161394
CLOUD037,CLOUD063,Batch1,Increasing,1.61793977467,4.43004321972
CLOUD233,CLOUD102,Batch2,Increasing,1.20304670291,3.425111743
CLOUD128,CLOUD196,Batch2,Increasing,1.11892594954,4.48799700562
CLOUD100,CLOUD196,Batch2,Increasing,1.13438737516,3.02308336952
CLOUD057,CLOUD077,Batch2,Increasing,1.24574914581,7.31930045733
CLOUD187,CLOUD199,Batch1,Increasing,1.37927347041,7.5236908564
CLOUD213,CLOUD141,Batch2,Increasing,1.58953694659,7.71276268015
CLOUD167,CLOUD027,Batch2,Increasing,1.83846113091,6.66996105319
CLOUD233,CLOUD104,Batch2,Increasing,1.33508113711,4.47193179306
CLOUD113,CLOUD141,Batch2,Increasing,1.42005561177,3.63204021016
CLOUD021,CLOUD063,Batch2,Increasing,1.07705707415,4.25691857376
CLOUD076,CLOUD179,Batch2,Increasing,1.05823407165,6.0713593031
CLOUD153,CLOUD112,Batch2,Increasing,1.01638608315,5.63032809168
CLOUD078,CLOUD063,Batch2,Increasing,1.11061381598,7.00558661357
CLOUD209,CLOUD178,Batch2,Increasing,1.22697440773,11.6273969101
CLOUD264,CLOUD102,Batch2,Increasing,1.04732558488,5.44158491138
CLOUD170,CLOUD063,Batch1,Increasing,1.35469584383,3.39655531005
CLOUD141,CLOUD063,Batch1,Increasing,1.88974399415,5.03938014836
CLOUD127,CLOUD141,Batch2,Increasing,2.80272744903,14.4131139839
CLOUD069,CLOUD089,Batch2,Increasing,1.15778119311,3.0241030335
CLOUD026,CLOUD063,Batch1,Increasing,1.61807732995,4.67286475202
CLOUD045,CLOUD101,Batch2,Increasing,1.25629952292,4.59716187992
CLOUD098,CLOUD063,Batch2,Increasing,1.06236615793,3.97444510092
CLOUD020,CLOUD115,Batch1,Increasing,1.2234038816,6.04039425192
CLOUD049,CLOUD101,Batch2,Increasing,1.09155509374,3.12158752415
CLOUD171,CLOUD141,Batch2,Increasing,1.15229028545,5.54352740183
CLOUD100,CLOUD046,Batch2,Increasing,1.6799886307,9.76705774693
CLOUD012,CLOUD077,Batch2,Increasing,1.15887403317,6.75283270404
CLOUD027,CLOUD141,Batch2,Increasing,1.95165503012,4.27778082438
CLOUD027,CLOUD143,Batch1,Increasing,1.15733230786,5.1458895553
CLOUD206,CLOUD101,Batch2,Increasing,1.98111936076,6.7906508404
CLOUD062,CLOUD143,Batch2,Increasing,1.68297703482,4.63224126801
CLOUD063,CLOUD143,Batch2,Increasing,1.46383181855,3.86287747896
CLOUD084,CLOUD057,Batch1,Increasing,1.22535220716,3.85449710051
CLOUD104,CLOUD196,Batch2,Increasing,1.12100365523,3.58783263314
CLOUD239,CLOUD104,Batch2,Increasing,1.11337210054,4.41971683683
CLOUD111,CLOUD196,Batch2,Increasing,1.15246138332,3.33944921854
CLOUD055,CLOUD102,Batch2,Increasing,1.00122508234,5.69820319036
CLOUD169,CLOUD196,Batch2,Increasing,1.48149575309,6.43264420677
CLOUD007,CLOUD027,Batch1,Increasing,1.29814340653,3.12791999787
CLOUD135,CLOUD196,Batch2,Increasing,1.1773328871,3.51445897753
CLOUD071,CLOUD077,Batch1,Increasing,1.49907659752,5.49229643122
CLOUD135,CLOUD194,Batch2,Increasing,1.24521119525,4.27548193842
CLOUD111,CLOUD101,Batch2,Increasing,1.57229474964,8.62378942541
CLOUD012,CLOUD101,Batch2,Increasing,1.28533790678,3.55200119134
CLOUD031,CLOUD194,Batch1,Increasing,1.40781612839,4.08363745632
CLOUD018,CLOUD194,Batch2,Increasing,1.25393172482,5.65213532986
CLOUD126,CLOUD089,Batch2,Increasing,1.17857626374,8.99724167443
CLOUD259,CLOUD196,Batch2,Increasing,1.09280158391,3.52688045554
CLOUD220,CLOUD156,Batch1,Increasing,1.5188895262,3.3980865542
CLOUD243,CLOUD209,Batch2,Increasing,1.08267545396,3.16981038177
CLOUD178,CLOUD077,Batch1,Increasing,1.20347132898,6.63401688482
CLOUD139,CLOUD057,Batch2,Increasing,1.11888494661,4.12011269583
CLOUD039,CLOUD102,Batch2,Increasing,1.22320385278,5.7876849407
CLOUD267,CLOUD199,Batch1,Increasing,1.79868600472,8.08280693506
CLOUD071,CLOUD209,Batch2,Increasing,1.07579705601,6.2098199598
CLOUD139,CLOUD112,Batch2,Increasing,1.07575885044,7.35713343012
CLOUD206,CLOUD179,Batch2,Increasing,1.13391631165,3.02951348714
CLOUD206,CLOUD178,Batch2,Increasing,1.24946157661,5.33231358239
CLOUD212,CLOUD063,Batch2,Increasing,1.47091338662,23.6968360967
CLOUD198,CLOUD053,Batch2,Increasing,1.10161293265,4.39838342198
CLOUD181,CLOUD027,Batch2,Increasing,1.43939854215,4.38734340735
CLOUD240,CLOUD199,Batch1,Increasing,1.46641529262,3.85667143223
CLOUD102,CLOUD143,Batch2,Increasing,1.62269269869,3.11356819902
CLOUD213,CLOUD101,Batch2,Increasing,1.08844049337,3.8960818173
CLOUD105,CLOUD141,Batch2,Increasing,1.17663245354,3.80873204802
CLOUD073,CLOUD027,Batch2,Increasing,1.14718742578,3.01807402622
CLOUD228,CLOUD196,Batch2,Increasing,1.07779100724,4.70091241847
CLOUD120,CLOUD046,Batch2,Increasing,1.72046290931,7.53995528425
CLOUD006,CLOUD046,Batch2,Increasing,1.03426897558,6.59550128846
CLOUD097,CLOUD196,Batch2,Increasing,1.22296211592,3.64511002334
CLOUD016,CLOUD141,Batch2,Increasing,1.17053388829,3.45287528077
CLOUD223,CLOUD063,Batch1,Increasing,1.48476763765,3.39912633626
CLOUD203,CLOUD196,Batch2,Increasing,1.16659202296,4.18793710668
CLOUD093,CLOUD077,Batch2,Increasing,1.18195071622,3.84362550422
CLOUD020,CLOUD141,Batch2,Increasing,1.03735779861,3.47337027825
CLOUD020,CLOUD143,Batch1,Increasing,1.08112999779,3.52886156565
CLOUD116,CLOUD199,Batch1,Increasing,1.02705762193,5.1538152392
CLOUD126,CLOUD103,Batch2,Increasing,1.00433364124,3.00058100126
CLOUD246,CLOUD143,Batch2,Increasing,1.5799478518,7.3006589792
CLOUD027,CLOUD063,Batch1,Increasing,1.58389218619,6.03266120555
CLOUD246,CLOUD063,Batch2,Increasing,1.11091991163,3.32552717284
CLOUD044,CLOUD117,Batch1,Increasing,1.21564177786,3.30235678421
CLOUD122,CLOUD178,Batch2,Increasing,1.18633588243,4.54163031625
CLOUD186,CLOUD031,Batch1,Increasing,1.06218276381,3.04526002131
CLOUD125,CLOUD152,Batch1,Increasing,1.69329452811,4.28787190509
CLOUD093,CLOUD209,Batch1,Increasing,1.35375344217,3.60598217967
CLOUD243,CLOUD063,Batch2,Increasing,1.55780129574,21.1369409791
CLOUD218,CLOUD046,Batch2,Increasing,1.00816237559,5.22128178469
CLOUD072,CLOUD031,Batch2,Increasing,1.06908966819,6.47144866204
CLOUD085,CLOUD179,Batch2,Increasing,1.05553296144,4.26867332758
CLOUD110,CLOUD199,Batch1,Increasing,1.13292140061,4.04452632704
CLOUD027,CLOUD115,Batch1,Increasing,1.17813123941,7.7788873565
CLOUD266,CLOUD063,Batch1,Increasing,2.12686061314,8.25155937367
CLOUD110,CLOUD196,Batch2,Increasing,1.17606479665,9.76591049706
CLOUD195,CLOUD077,Batch2,Increasing,1.13892614537,3.36509689372
CLOUD167,CLOUD101,Batch2,Increasing,1.15734233096,6.07806431405
CLOUD087,CLOUD209,Batch2,Increasing,1.19261418459,3.73008307874
CLOUD199,CLOUD077,Batch1,Increasing,1.25396366782,4.51825514879
CLOUD110,CLOUD179,Batch2,Increasing,1.14566847102,3.39936600584
CLOUD147,CLOUD053,Batch1,Increasing,1.35265182466,3.17379324903
CLOUD157,CLOUD194,Batch2,Increasing,1.16973462684,3.75388915229
CLOUD204,CLOUD053,Batch1,Increasing,1.37553554512,3.0629962065
CLOUD016,CLOUD077,Batch2,Increasing,1.18974697559,3.66454917902
CLOUD020,CLOUD089,Batch2,Increasing,1.13637358781,5.25033324976
CLOUD238,CLOUD027,Batch2,Increasing,1.49359903952,5.80352098488
CLOUD079,CLOUD194,Batch2,Increasing,1.24180924036,4.97889053249
CLOUD215,CLOUD089,Batch2,Increasing,1.19005344347,6.58271817995
CLOUD006,CLOUD141,Batch2,Increasing,2.20191042089,7.68370873904
CLOUD128,CLOUD077,Batch1,Increasing,1.178625374,3.79214498919
CLOUD215,CLOUD063,Batch2,Increasing,1.05905086332,3.50340392863
CLOUD013,CLOUD112,Batch2,Increasing,1.03757161803,3.87391686541
CLOUD128,CLOUD178,Batch2,Increasing,1.2462331686,3.90002440787
CLOUD142,CLOUD141,Batch2,Increasing,2.05622728728,6.60869776745
CLOUD134,CLOUD196,Batch2,Increasing,1.5601109741,5.95826585412
CLOUD134,CLOUD057,Batch2,Increasing,1.07670597725,3.72463618045
CLOUD003,CLOUD101,Batch2,Increasing,1.13895468026,3.65374970724
CLOUD131,CLOUD178,Batch2,Increasing,1.13605693957,3.61755946611
CLOUD114,CLOUD196,Batch2,Increasing,1.20452361896,4.05412458781
CLOUD213,CLOUD129,Batch2,Increasing,1.8733069494,3.00387498499
CLOUD201,CLOUD063,Batch2,Increasing,1.04806262901,6.9824895949
CLOUD078,CLOUD199,Batch1,Increasing,1.21295326376,13.6542409014
CLOUD203,CLOUD156,Batch1,Increasing,1.22216366648,3.00589385628
CLOUD224,CLOUD089,Batch1,Increasing,1.30503468022,3.46923859443
CLOUD066,CLOUD077,Batch2,Increasing,1.28618745232,3.68758346598
CLOUD204,CLOUD178,Batch2,Increasing,1.43744366689,6.2296235177
CLOUD223,CLOUD177,Batch2,Increasing,1.17716993434,3.01426460127
CLOUD179,CLOUD077,Batch2,Increasing,1.10382981086,5.1235530661
CLOUD049,CLOUD063,Batch1,Increasing,2.11501428193,10.3996617463
CLOUD144,CLOUD179,Batch2,Increasing,1.39286135785,7.17044055505
CLOUD041,CLOUD196,Batch2,Increasing,1.09714374025,3.10482411452
CLOUD179,CLOUD196,Batch2,Increasing,1.35821671336,10.2146982442
CLOUD085,CLOUD027,Batch2,Increasing,1.53474331605,4.61601525803
CLOUD050,CLOUD156,Batch1,Increasing,1.59391195966,4.14746549397
CLOUD061,CLOUD177,Batch1,Increasing,1.65080828311,3.78723912991
CLOUD085,CLOUD141,Batch2,Increasing,1.22611285216,5.5439675327
CLOUD026,CLOUD077,Batch1,Increasing,1.35974038829,3.03396093849
CLOUD020,CLOUD102,Batch2,Increasing,1.0099880842,3.60481926017
CLOUD124,CLOUD063,Batch1,Increasing,1.48298922296,6.09880803047
CLOUD179,CLOUD101,Batch2,Increasing,1.4176730929,5.89756606929
CLOUD261,CLOUD046,Batch2,Increasing,1.10689524646,6.70638003117
CLOUD063,CLOUD156,Batch1,Increasing,1.91570313896,3.09328846493
CLOUD104,CLOUD046,Batch2,Increasing,1.03802730663,3.14111272167
CLOUD032,CLOUD152,Batch1,Increasing,1.75396201106,3.07269295764
CLOUD125,CLOUD063,Batch1,Increasing,1.90738374504,5.48236137881
CLOUD196,CLOUD194,Batch1,Increasing,1.56560315865,3.83691978507
CLOUD147,CLOUD156,Batch1,Increasing,1.40901780176,9.44885540429
CLOUD132,CLOUD063,Batch1,Increasing,1.84298035482,6.37340985166
CLOUD101,CLOUD063,Batch1,Increasing,1.66312876169,8.07932586761
CLOUD094,CLOUD101,Batch2,Increasing,1.01989883026,4.3496352742
CLOUD002,CLOUD143,Batch1,Increasing,1.03583799456,8.48890039227
CLOUD154,CLOUD077,Batch1,Increasing,1.45133746118,3.83147100553
CLOUD184,CLOUD101,Batch2,Increasing,1.12635606975,4.82140210033
CLOUD111,CLOUD063,Batch2,Increasing,1.08114181259,21.7793606329
CLOUD132,CLOUD115,Batch1,Increasing,1.22922729016,5.55512772163
CLOUD112,CLOUD141,Batch2,Increasing,1.14012203053,7.03333647537
CLOUD178,CLOUD141,Batch2,Increasing,1.12281625221,3.4666578371
CLOUD070,CLOUD077,Batch1,Increasing,1.42222760196,4.96865907176
CLOUD181,CLOUD063,Batch1,Increasing,1.46373559719,3.28364557715
CLOUD005,CLOUD143,Batch1,Increasing,1.12738613552,4.93621803678
CLOUD169,CLOUD053,Batch2,Increasing,1.07607107878,3.02466289957
CLOUD050,CLOUD027,Batch2,Increasing,1.29522451995,3.01633308294
CLOUD026,CLOUD102,Batch2,Increasing,1.12628593378,3.85703136312
CLOUD137,CLOUD046,Batch2,Increasing,1.28511129886,3.01890035875
CLOUD137,CLOUD047,Batch2,Increasing,1.25553751777,3.82171798532
CLOUD048,CLOUD196,Batch2,Increasing,1.27371694776,3.41505759164
CLOUD118,CLOUD053,Batch1,Increasing,1.2212459385,5.30603596902
CLOUD225,CLOUD141,Batch2,Increasing,1.89228004842,15.2073739237
CLOUD011,CLOUD117,Batch2,Increasing,1.07264106868,4.5899988136
CLOUD158,CLOUD057,Batch2,Increasing,1.06658918097,3.87767016603
CLOUD026,CLOUD194,Batch2,Increasing,1.24837840672,7.62173613476
CLOUD001,CLOUD027,Batch1,Increasing,1.27857612125,3.92865172413
CLOUD224,CLOUD027,Batch1,Increasing,1.59694184049,3.88944011844
CLOUD051,CLOUD063,Batch2,Increasing,1.05615469183,5.56875956023
CLOUD086,CLOUD063,Batch1,Increasing,1.53207199146,3.38455451661
CLOUD008,CLOUD143,Batch1,Increasing,1.07214365419,6.4336670708
CLOUD204,CLOUD129,Batch2,Increasing,1.82097035835,8.80605363906
CLOUD128,CLOUD102,Batch2,Increasing,1.10482078325,3.17814119318
CLOUD206,CLOUD027,Batch2,Increasing,1.74202131413,8.13565908909
CLOUD008,CLOUD063,Batch1,Increasing,1.45341296466,5.74536741857
CLOUD234,CLOUD101,Batch2,Increasing,1.45208300066,4.08848353669
CLOUD113,CLOUD053,Batch2,Increasing,1.08182960712,4.4251785535
CLOUD062,CLOUD194,Batch2,Increasing,1.17641102565,4.36839965254
CLOUD062,CLOUD196,Batch2,Increasing,1.14163339558,3.2313821017
CLOUD187,CLOUD152,Batch1,Increasing,1.5453438289,3.33493920711
CLOUD197,CLOUD152,Batch1,Increasing,1.61472642097,3.96054696856
CLOUD019,CLOUD156,Batch1,Increasing,1.38210675919,3.82071112539
CLOUD051,CLOUD089,Batch1,Decreasing,0.40684331362,3.25382223525
CLOUD089,CLOUD047,Batch1,Decreasing,-0.0992733248862,3.32321216947
CLOUD148,CLOUD196,Batch2,Decreasing,0.862810918082,3.8094373772
CLOUD149,CLOUD046,Batch2,Decreasing,0.442443002587,4.03098369562
CLOUD143,CLOUD089,Batch2,Decreasing,0.450128525188,4.51130130123
CLOUD077,CLOUD053,Batch1,Decreasing,0.0730103590433,3.71384642123
CLOUD077,CLOUD199,Batch1,Decreasing,-0.371429873821,4.51825514879
CLOUD050,CLOUD117,Batch2,Decreasing,0.799563442105,4.28464390786
CLOUD077,CLOUD057,Batch2,Decreasing,0.11769540124,7.31930045733
CLOUD052,CLOUD046,Batch2,Decreasing,0.670791260402,5.00493568601
CLOUD182,CLOUD103,Batch2,Decreasing,0.731904379619,3.10540836755
CLOUD148,CLOUD031,Batch2,Decreasing,0.900962479635,4.30658038454
CLOUD022,CLOUD089,Batch2,Decreasing,0.897289806797,3.16076229549
CLOUD182,CLOUD104,Batch2,Decreasing,0.401723308295,3.97219591075
CLOUD014,CLOUD103,Batch2,Decreasing,0.726538975198,4.85121697026
CLOUD121,CLOUD102,Batch2,Decreasing,0.507098435985,6.18801817074
CLOUD014,CLOUD104,Batch2,Decreasing,0.308800132505,5.72760408422
CLOUD222,CLOUD103,Batch1,Decreasing,0.0180515275168,3.81664132757
CLOUD183,CLOUD102,Batch2,Decreasing,0.20722745279,5.37643640966
CLOUD161,CLOUD141,Batch2,Decreasing,0.555038750708,4.3926018061
CLOUD143,CLOUD046,Batch2,Decreasing,-0.415656725061,4.4966423339
CLOUD123,CLOUD196,Batch2,Decreasing,0.680031734119,4.13089152978
CLOUD205,CLOUD112,Batch2,Decreasing,0.780023307963,16.2087574031
CLOUD209,CLOUD194,Batch2,Decreasing,0.469755980376,3.83149009219
CLOUD209,CLOUD196,Batch2,Decreasing,0.839953526776,5.62672103373
CLOUD003,CLOUD209,Batch1,Decreasing,0.482934873681,4.13392824524
CLOUD063,CLOUD053,Batch2,Decreasing,0.356531889701,7.99447177414
CLOUD044,CLOUD104,Batch2,Decreasing,0.285297319355,4.77453971127
CLOUD087,CLOUD046,Batch2,Decreasing,0.656414215031,4.13868072856
CLOUD044,CLOUD103,Batch2,Decreasing,0.683444665808,3.36847707881
CLOUD085,CLOUD117,Batch1,Decreasing,0.779296349038,4.01594207602
CLOUD231,CLOUD117,Batch1,Decreasing,0.571202732971,6.86340836744
CLOUD104,CLOUD089,Batch2,Decreasing,0.739884957881,6.08202058206
CLOUD239,CLOUD102,Batch2,Decreasing,0.596984354672,3.77769824024
CLOUD239,CLOUD103,Batch2,Decreasing,0.0251275161049,14.2311209617
CLOUD211,CLOUD046,Batch2,Decreasing,0.544742067816,5.0582164442
CLOUD002,CLOUD177,Batch2,Decreasing,0.273404359229,4.65774772732
CLOUD102,CLOUD027,Batch2,Decreasing,0.476903694098,7.00692957989
CLOUD100,CLOUD063,Batch2,Decreasing,0.547808919288,24.1670739682
CLOUD114,CLOUD194,Batch1,Decreasing,-0.0427266862301,3.23040378429
CLOUD015,CLOUD027,Batch1,Decreasing,0.45360152553,3.23922630148
CLOUD020,CLOUD031,Batch1,Decreasing,0.300065176952,3.20415912894
CLOUD154,CLOUD031,Batch2,Decreasing,0.896488413189,4.23721296029
CLOUD194,CLOUD143,Batch1,Decreasing,0.540463236783,4.23194850658
CLOUD108,CLOUD117,Batch1,Decreasing,0.756082490237,6.2417079517
CLOUD196,CLOUD089,Batch1,Decreasing,0.14369717542,3.07887620452
CLOUD208,CLOUD046,Batch2,Decreasing,0.76980367939,4.0999430712
CLOUD233,CLOUD143,Batch1,Decreasing,0.621397230645,3.90759832224
CLOUD074,CLOUD047,Batch1,Decreasing,-0.272367316728,4.86665016961
CLOUD254,CLOUD046,Batch2,Decreasing,0.626779929948,3.65702400416
CLOUD158,CLOUD047,Batch1,Decreasing,-0.271703326408,3.27396083882
CLOUD062,CLOUD089,Batch2,Decreasing,0.845932629786,8.32313760341
CLOUD261,CLOUD196,Batch2,Decreasing,0.879451132577,3.34987837467
CLOUD205,CLOUD178,Batch2,Decreasing,0.528278556475,8.1928477997
CLOUD247,CLOUD104,Batch2,Decreasing,0.456515327623,3.88373774939
CLOUD189,CLOUD117,Batch1,Decreasing,0.738866905308,4.74081443387
CLOUD142,CLOUD179,Batch2,Decreasing,0.736115518438,7.04699095056
CLOUD104,CLOUD179,Batch2,Decreasing,0.622316225915,4.27083325545
CLOUD186,CLOUD117,Batch1,Decreasing,0.689064488661,3.8127920095
CLOUD195,CLOUD143,Batch1,Decreasing,0.114006402929,6.71354073527
CLOUD209,CLOUD103,Batch2,Decreasing,0.665217886468,7.50061021006
CLOUD254,CLOUD047,Batch1,Decreasing,-0.0878677289455,3.54474805242
CLOUD032,CLOUD046,Batch2,Decreasing,-0.31407169386,6.70049624554
CLOUD032,CLOUD047,Batch1,Decreasing,-0.420999473486,4.52912541273
CLOUD162,CLOUD031,Batch2,Decreasing,0.871981217237,5.6463038294
CLOUD209,CLOUD101,Batch2,Decreasing,0.331871491779,3.71423483607
CLOUD021,CLOUD141,Batch2,Decreasing,0.457863958858,4.91994001424
CLOUD149,CLOUD141,Batch2,Decreasing,0.443202931176,5.05874773823
CLOUD016,CLOUD063,Batch2,Decreasing,0.726210979762,5.63271525624
CLOUD237,CLOUD057,Batch1,Decreasing,0.655521356298,3.71670682093
CLOUD156,CLOUD112,Batch1,Decreasing,0.719887967436,4.17850215627
CLOUD157,CLOUD057,Batch1,Decreasing,0.377966898062,3.13566209139
CLOUD068,CLOUD103,Batch2,Decreasing,0.431547275497,6.76399638885
CLOUD143,CLOUD209,Batch1,Decreasing,0.370371772875,3.9512892164
CLOUD060,CLOUD057,Batch2,Decreasing,0.83734641126,5.90634367607
CLOUD050,CLOUD112,Batch2,Decreasing,0.776117775111,6.64529662742
CLOUD058,CLOUD196,Batch2,Decreasing,0.869112510887,3.26113312993
