Drug1,Drug2,Batch,Plate,Well,S1,S2,C,Expected,Difference
CLOUD144,CLOUD102,Batch2,1315117,N12,0.286659644005078,0.5088188423412474,0.25451746211814286,0.6496206581377074,-0.39510319601956456
CLOUD144,CLOUD103,Batch2,1315087,P10,0.286659644005078,0.8437727898873674,0.920995057126651,0.8885568263221613,0.03243823080448971
CLOUD144,CLOUD104,Batch1,1315005,H08,0.5461043133860539,0.9043422381345818,0.39318828605526485,0.9565813544981427,-0.5633930684428778
CLOUD144,CLOUD105,Batch2,1315104,J04,0.286659644005078,0.09333387353807097,0.12810955352078449,0.3532384625811106,-0.2251289090603261
CLOUD144,CLOUD106,Batch2,1315109,A22,0.286659644005078,0.5278340491046106,0.2383113199902764,0.6631849724996022,-0.42487365250932574
CLOUD144,CLOUD107,Batch1,1315056,P21,0.5461043133860539,0.25854524312249455,0.646562012301478,0.6634568840339082,-0.016894871732430206
CLOUD144,CLOUD108,Batch2,1315097,J18,0.286659644005078,0,0.04019123247710893,0.286659644005078,-0.24646841152796906
CLOUD144,CLOUD109,Batch2,1315075,B06,0.286659644005078,0.1142668071198986,0.019528401264079193,0.36817076887438954,-0.34864236761031037
CLOUD144,CLOUD110,Batch2,1315107,E21,0.286659644005078,0.04383761445587889,0.21035572481970677,0.3179307835070028,-0.10757505868729605
CLOUD144,CLOUD111,Batch1,1315040,F04,0.5461043133860539,0.09653643886637552,0.20315799137060495,0.5899217865885726,-0.38676379521796767
CLOUD144,CLOUD112,Batch2,1315104,O03,0.286659644005078,0.9189692893606677,0.9185641358074711,0.9421975240260172,-0.023633388218546103
CLOUD144,CLOUD113,Batch1,1315028,L01,0.5461043133860539,0.360292542611463,0.31148443954833377,0.7096395443965683,-0.3981551048482345
CLOUD144,CLOUD114,Batch2,1315108,A09,0.286659644005078,0,0.32947086945952525,0.286659644005078,0.042811225454447266
CLOUD144,CLOUD115,Batch1,1315038,I03,0.5461043133860539,0.8829523547232168,0.8347562654916001,0.9468725786805489,-0.11211631318894877
CLOUD144,CLOUD116,Batch2,1315088,A08,0.286659644005078,0.10461064743537811,0.2553277692245362,0.36128264048748987,-0.10595487126295366
CLOUD144,CLOUD117,Batch2,1315068,B05,0.286659644005078,0.8584393485130865,0.9068146827647678,0.8990190744734521,0.007795608291315759
CLOUD144,CLOUD118,Batch2,1315087,N18,0.286659644005078,0.010817599870350973,0.06085406369013867,0.2943762745476048,-0.2335222108574661
CLOUD144,CLOUD119,Batch2,1315096,F03,0.286659644005078,0.17726818464197938,0,0.41311219394416115,-0.41311219394416115
CLOUD144,CLOUD120,Batch2,1315119,B04,0.286659644005078,0.2774491532290739,0,0.4845753217399952,-0.4845753217399952
CLOUD144,CLOUD121,Batch1,1315007,I16,0.5461043133860539,0.23253465528320938,0.09942164692922056,0.6516507904073635,-0.552229143478143
CLOUD144,CLOUD122,Batch2,1315103,E06,0.286659644005078,0.025740755746428066,0.08354266266915171,0.3050215638728133,-0.2214789012036616
CLOUD144,CLOUD123,Batch2,1315104,F08,0.286659644005078,0.17969910596115934,0.1321610890527511,0.4148462682233806,-0.2826851791706295
CLOUD144,CLOUD124,Batch2,1315124,M08,0.286659644005078,0,0,0.286659644005078,-0.286659644005078
CLOUD144,CLOUD125,Batch2,1315117,D22,0.286659644005078,0.10474569861977706,0.07989628069038175,0.36137897794744656,-0.2814826972570648
CLOUD144,CLOUD126,Batch1,1315029,P13,0.5461043133860539,0.19581382539245384,0.6263655558615625,0.6349833641110652,-0.008617808249502645
CLOUD144,CLOUD127,Batch2,1315105,P10,0.286659644005078,0.28983334683845186,0.6669637792723443,0.493409466818019,0.1735543124543253
CLOUD144,CLOUD128,Batch1,1315034,M24,0.5461043133860539,0.2328406621989657,0.88432938584412,0.6517896856264993,0.23253970021762072
CLOUD144,CLOUD129,Batch1,1315038,O23,0.5461043133860539,0.8562379509776921,0.9403286514275223,0.9347470260499917,0.005581625377530597
CLOUD144,CLOUD130,Batch2,1315105,A07,CombinationTransferProblem,CombinationTransferProblem,CombinationTransferProblem,CombinationTransferProblem,CombinationTransferProblem
CLOUD144,CLOUD131,Batch2,1315115,N07,0.286659644005078,0.18280528320233377,0.1698403695000406,0.41706202980238327,-0.24722166030234266
CLOUD144,CLOUD132,Batch1,1315055,I14,0.5461043133860539,0.30977954387483436,0.06086477554392725,0.6867119121520768,-0.6258471366081496
CLOUD144,CLOUD133,Batch2,1315093,E23,0.286659644005078,0,0.25208654079896287,0.286659644005078,-0.03457310320611512
CLOUD144,CLOUD134,Batch2,1315072,K02,0.286659644005078,0.03708505523593459,0.025605704562029118,0.3131139105091709,-0.2875082059471418
CLOUD144,CLOUD135,Batch2,1315082,D02,0.286659644005078,0.013518623558328655,0,0.2963030237467375,-0.2963030237467375
CLOUD144,CLOUD136,Batch2,1315070,K12,0.286659644005078,0.2582313696891123,0.08961996596710163,0.47086650118816564,-0.381246535221064
CLOUD144,CLOUD137,Batch2,1315088,N07,0.286659644005078,0.4446695297517759,0.3521594684385383,0.6038603646583044,-0.2517008962197661
CLOUD144,CLOUD138,Batch1,1315022,I17,0.5461043133860539,0.5482026465226686,0.21050215734875605,0.7949311300330429,-0.5844289726842868
CLOUD144,CLOUD139,Batch2,1315080,G23,0.286659644005078,0.028239202657807418,0.2119763390324934,0.3068038068820111,-0.09482746784951768
CLOUD144,CLOUD140,Batch2,1315102,L21,0.286659644005078,0.3330497258460957,0.011020176646949303,0.5242374540041431,-0.5132172773571938
CLOUD144,CLOUD141,Batch2,1315115,N11,0.286659644005078,0.2202144612808255,0.22210517786240994,0.443747506210372,-0.22164232834796208
CLOUD144,CLOUD142,Batch2,1315086,N22,0.286659644005078,0.18908516327688202,0.505712665100073,0.42154172169036697,0.08417094340970599
CLOUD144,CLOUD143,Batch2,1315105,C10,0.286659644005078,0.9198606271777002,0.9623207195527105,0.942833351261731,0.019487368290979523
CLOUD145,CLOUD001,Batch2,1315112,C05,0.14451827242524926,0.027428895551414093,0.03330362207276569,0.16798319137704038,-0.1346795693042747
CLOUD145,CLOUD002,Batch2,1315095,L03,0.14451827242524926,0,0.025605704562029118,0.14451827242524926,-0.11891256786322013
CLOUD145,CLOUD003,Batch2,1315102,D14,0.14451827242524926,0.03924587418631666,0.08637873754152835,0.17809240067434076,-0.09171366313281241
CLOUD145,CLOUD004,Batch1,1315006,J11,0.46525291471587255,0.15465589522323198,0,0.5479547039085033,-0.5479547039085033
CLOUD145,CLOUD005,Batch2,1315066,A01,0.14451827242524926,0.007941009642654713,0.05477676039218874,0.15131166107303526,-0.09653490068084652
CLOUD145,CLOUD006,Batch2,1315105,O10,0.14451827242524926,0.04795667558004488,0.46479215622721015,0.1855443320992079,0.27924782412800225
CLOUD145,CLOUD007,Batch2,1315093,M02,0.14451827242524926,0.027145288064176504,0,0.16774057035390524,-0.16774057035390524
CLOUD145,CLOUD008,Batch1,1315053,B02,0.46525291471587255,0.13561789353582246,0.05811071330212059,0.5377741879965268,-0.4796634746944062
CLOUD145,CLOUD009,Batch1,1315002,D24,0.46525291471587255,0.3235498550838677,0.8540347011842467,0.6382702566660725,0.21576444451817423
CLOUD145,CLOUD010,Batch1,1315025,B19,0.46525291471587255,0.42531901220967594,0.3555494354172404,0.692691016810921,-0.33714158139368067
CLOUD145,CLOUD011,Batch1,1315015,I24,0.46525291471587255,0.23568215498813128,0.8393463692279446,0.5912832601492577,0.2480631090786869
CLOUD145,CLOUD012,Batch1,1315033,G15,0.46525291471587255,0.14296205951397356,0.07463508675296057,0.5417014593471859,-0.46706637259422534
CLOUD145,CLOUD013,Batch2,1315078,G14,0.14451827242524926,0.04512060070766825,0.016287172838505903,0.1831181218678558,-0.16683094902934992
CLOUD145,CLOUD014,Batch2,1315084,B12,0.14451827242524926,0.09171325932528432,0,0.2229772899543546,-0.2229772899543546
CLOUD145,CLOUD015,Batch2,1315122,B12,CombinationTransferProblem,CombinationTransferProblem,CombinationTransferProblem,CombinationTransferProblem,CombinationTransferProblem
CLOUD145,CLOUD016,Batch1,1315052,P08,0.46525291471587255,0.3803359955935004,0.7245937758193335,0.6686364797881337,0.05595729603119981
CLOUD145,CLOUD017,Batch1,1315034,B02,0.46525291471587255,0.617972223315104,0.1196181033691361,0.7957117599201763,-0.6760936565510401
CLOUD145,CLOUD018,Batch2,1315114,A06,0.14451827242524926,0.29462766388461237,0.06247467790292531,0.3965668553165705,-0.33409217741364516
CLOUD145,CLOUD019,Batch2,1315080,A10,0.14451827242524926,0.16761202495745897,0.03816546471112562,0.28790729709815854,-0.24974183238703293
CLOUD145,CLOUD020,Batch1,1315060,J11,0.46525291471587255,0.1252573736737878,0.08748737721472502,0.5322339301982754,-0.44474655298355037
CLOUD145,CLOUD021,Batch2,1315068,F07,0.14451827242524926,0.13195851227615277,0.04383761445587889,0.2574063684754464,-0.2135687540195675
CLOUD145,CLOUD022,Batch2,1315103,P06,0.14451827242524926,0.10663641520136141,0.2298030953731465,0.2357437771240883,-0.005940681750941812
CLOUD145,CLOUD023,Batch1,1315019,A17,0.46525291471587255,0.5549129410324674,0.5960708712016891,0.7619909925194275,-0.16592012131773837
CLOUD145,CLOUD024,Batch1,1315025,H17,0.46525291471587255,0.9995409896263655,0.8714770953823556,0.9997545455405837,-0.1282774501582281
CLOUD145,CLOUD025,Batch2,1315083,L18,0.14451827242524926,0.14100694163087826,0.017907787051292548,0.26514713445166505,-0.2472393474003725
CLOUD145,CLOUD026,Batch2,1315084,D18,0.14451827242524926,0.12648893930799782,0.05801798881776204,0.252727248743553,-0.19470925992579097
CLOUD145,CLOUD027,Batch2,1315114,F05,0.14451827242524926,0.11244361613051362,0,0.24071173140733312,-0.24071173140733312
CLOUD145,CLOUD028,Batch1,1315026,D17,0.46525291471587255,0.0629631086805419,0,0.4989222535632201,-0.4989222535632201
CLOUD145,CLOUD029,Batch2,1315084,D22,0.14451827242524926,0.04701131728925279,0.15241876671258417,0.18473559535542397,-0.0323168286428398
CLOUD145,CLOUD030,Batch2,1315079,B09,0.14451827242524926,0,0,0.14451827242524926,-0.14451827242524926
CLOUD145,CLOUD031,Batch1,1315016,P05,0.46525291471587255,0.5188259826100642,0.8650509501514734,0.7426935966862778,0.1223573534651956
CLOUD145,CLOUD032,Batch2,1315079,B11,0.14451827242524926,0.3936201820489966,0.03492423628555233,0.4812531457728128,-0.44632890948726045
CLOUD145,CLOUD033,Batch2,1315068,L11,0.14451827242524926,0.09097047781109056,0.07543959160521849,0.22234185394138153,-0.14690226233616305
CLOUD145,CLOUD034,Batch2,1315082,B24,0.14451827242524926,0.14391054209545426,0.09893849769062485,0.26763111159328734,-0.1686926139026625
CLOUD145,CLOUD035,Batch2,1315080,F21,0.14451827242524926,0.046538638143856566,0.09164573373308493,0.18433122698353185,-0.09268549325044692
CLOUD145,CLOUD036,Batch2,1315100,P06,0.14451827242524926,0.017907787051292548,0.21238149258569006,0.15983805702892978,0.052543435556760276
CLOUD145,CLOUD037,Batch2,1315106,K13,0.14451827242524926,0.013856251519325933,0,0.15637204241271246,-0.15637204241271246
CLOUD145,CLOUD038,Batch1,1315010,M11,0.46525291471587255,0.46693595275253225,0.017717800422289504,0.7149455544646562,-0.6972277540423667
CLOUD145,CLOUD039,Batch1,1315046,C02,0.46525291471587255,0.5962020170227276,0.2839438171302671,0.7840702055592939,-0.5001263884290268
CLOUD145,CLOUD040,Batch1,1315054,E06,0.46525291471587255,0.6603323235105113,0,0.8183637000320139,-0.8183637000320139
CLOUD145,CLOUD041,Batch1,1315015,A03,0.46525291471587255,0.43480522659812115,0.46846598733131367,0.6977637423055223,-0.22929775497420862
CLOUD145,CLOUD042,Batch1,1315004,K06,0.46525291471587255,0.30807464820133507,0.104011750665565,0.6299949348914694,-0.5259831842259044
CLOUD145,CLOUD043,Batch1,1315028,L13,0.46525291471587255,0.08748737721472502,0,0.5120365346805997,-0.5120365346805997
CLOUD145,CLOUD044,Batch1,1315033,B24,0.46525291471587255,0.6592306986137886,0.7181676305884512,0.8177746093294151,-0.09960697874096391
CLOUD145,CLOUD045,Batch1,1315005,M05,0.46525291471587255,0.041769944000734416,0.026898007894978385,0.48758927052274653,-0.46069126262776816
CLOUD145,CLOUD046,Batch2,1315114,I17,0.14451827242524926,0.4209545417713314,0.4080706587796776,0.5046371910502254,-0.09656653227054784
CLOUD145,CLOUD047,Batch1,1315042,G01,0.46525291471587255,0.6840478594816242,0.23437069677774713,0.8310455137685175,-0.5966748169907704
CLOUD145,CLOUD048,Batch2,1315083,M18,0.14451827242524926,0.20157739783377907,0.14512600275504425,0.3169640529641134,-0.17183805020906914
CLOUD145,CLOUD049,Batch1,1315045,G09,0.46525291471587255,0.3400960861715474,0.1737813274580005,0.647118305512647,-0.47333697805464653
CLOUD145,CLOUD050,Batch2,1315117,P07,0.14451827242524926,0.06787672527888086,0,0.202585570628943,-0.202585570628943
CLOUD145,CLOUD051,Batch1,1315003,A15,0.46525291471587255,0.27686194279419285,0.7356100247865601,0.613304031651168,0.12230599313539214
CLOUD145,CLOUD052,Batch1,1315020,A12,0.46525291471587255,0.13660148719361054,0.5253832736619848,0.5383001618381329,-0.012916888176148111
CLOUD145,CLOUD053,Batch2,1315116,I08,0.14451827242524926,0.8965507927504524,0.8233530508062555,0.9115010934659185,-0.08814804265966292
CLOUD145,CLOUD054,Batch1,1315013,J07,0.46525291471587255,0.19810887726062607,0.13981455980905164,0.5711910593999032,-0.43137649959085156
CLOUD145,CLOUD055,Batch2,1315122,F14,0.14451827242524926,0.2535721038273507,0.09083542662669161,0.3614445738722353,-0.27060914724554364
CLOUD145,CLOUD056,Batch2,1315079,M05,0.14451827242524926,0.23439483564270863,0,0.34503877135547334,-0.34503877135547334
CLOUD145,CLOUD057,Batch2,1315103,O07,0.14451827242524926,0.8599519217783541,0.8407746535937121,0.8801914280994225,-0.03941677450571046
CLOUD145,CLOUD058,Batch1,1315064,F24,0.46525291471587255,0.4139967563266929,0.7144955475993757,0.6866364734786548,0.027859074120720972
CLOUD145,CLOUD059,Batch1,1315028,D05,0.46525291471587255,0.2051251786861811,0,0.5749430061366938,-0.5749430061366938
CLOUD145,CLOUD060,Batch1,1315032,D18,0.46525291471587255,0.08093008616280441,0,0.5085300424032255,-0.5085300424032255
CLOUD145,CLOUD061,Batch1,1315027,I23,0.46525291471587255,0.2525781082652468,0.46112182135316254,0.6003183219172921,-0.13919650056412952
CLOUD145,CLOUD062,Batch2,1315122,C21,0.14451827242524926,0.11217351376171572,0.2119763390324934,0.2404806637662519,-0.028504324733758496
CLOUD145,CLOUD063,Batch2,1315107,N03,0.14451827242524926,0.8633282013883261,0.9137022931691111,0.8830797736129368,0.030622519556174344
CLOUD145,CLOUD064,Batch2,1315065,E11,0.14451827242524926,0.08408286740674732,0.06369013856251529,0.21644962909381216,-0.15275949053129687
CLOUD145,CLOUD065,Batch1,1315048,A04,Drug2Problem,Drug2Problem,Drug2Problem,Drug2Problem,Drug2Problem
CLOUD145,CLOUD066,Batch1,1315002,D08,0.46525291471587255,0.4324795740383732,0.12971633158909388,0.6965201063778136,-0.5668037747887197
CLOUD145,CLOUD067,Batch2,1315114,A02,0.14451827242524926,0,0,0.14451827242524926,-0.14451827242524926
CLOUD145,CLOUD068,Batch1,1315043,D18,0.46525291471587255,0,0.00027540622418062476,0.46525291471587255,-0.4649775084916919
CLOUD145,CLOUD069,Batch1,1315034,B17,0.46525291471587255,0.08696279393057138,0.36748370513173595,0.5117560152984097,-0.1442723101666738
CLOUD145,CLOUD070,Batch1,1315055,K17,0.46525291471587255,0.10204456334998885,0.27109152666850267,0.5198209475363705,-0.24872942086786787
CLOUD145,CLOUD071,Batch1,1315025,O15,0.46525291471587255,0.2840968205881452,0.41981088772606256,0.6171728614638708,-0.19736197373780828
CLOUD145,CLOUD072,Batch1,1315025,N19,0.46525291471587255,0.4343680738613264,0.27109152666850267,0.6975299761536975,-0.4264384494851948
CLOUD145,CLOUD073,Batch2,1315078,N12,0.14451827242524926,0.1157523701482863,0,0.24354231001057722,-0.24354231001057722
CLOUD145,CLOUD074,Batch1,1315020,B10,0.46525291471587255,0.09797904289779803,0.490498485265767,0.5176469223243986,-0.02714843705863157
CLOUD145,CLOUD075,Batch1,1315060,J12,0.46525291471587255,0.05784842166004382,0,0.4961871895868682,-0.4961871895868682
CLOUD145,CLOUD076,Batch1,1315020,O16,0.46525291471587255,0.09732331379260592,0.7117414853575691,0.517296273096661,0.19444521226090805
CLOUD145,CLOUD077,Batch1,1315056,F11,0.46525291471587255,0.7965928315694221,0.7585605434682824,0.8912286095558508,-0.13266806608756843
CLOUD145,CLOUD078,Batch1,1315044,O24,0.46525291471587255,0.19504880810306305,0.8622968879096667,0.5695546963371286,0.2927421915725381
CLOUD145,CLOUD079,Batch1,1315060,J15,0.46525291471587255,0.24186786621377637,0.13706049756724498,0.5945910511975807,-0.45753055363033573
CLOUD145,CLOUD080,Batch2,1315085,L14,Drug2Problem,Drug2Problem,Drug2Problem,Drug2Problem,Drug2Problem
CLOUD145,CLOUD081,Batch1,1315035,A07,0.46525291471587255,0.5158096287261806,0.5244652529147159,0.7410806102386857,-0.21661535732396975
CLOUD145,CLOUD082,Batch1,1315043,N23,0.46525291471587255,0.16291808194865198,0.6603323235105113,0.5523728841779949,0.1079594393325164
CLOUD145,CLOUD083,Batch1,1315058,B06,Drug2Problem,Drug2Problem,Drug2Problem,Drug2Problem,Drug2Problem
CLOUD145,CLOUD084,Batch1,1315009,K18,0.46525291471587255,0.13640476846205296,0.3812540163407693,0.5381949670698116,-0.15694095072904235
CLOUD145,CLOUD085,Batch1,1315023,M04,CombinationTransferProblem,CombinationTransferProblem,CombinationTransferProblem,CombinationTransferProblem,CombinationTransferProblem
CLOUD145,CLOUD086,Batch2,1315087,O08,0.14451827242524926,0.37653620722253744,0.008994408880965995,0.46663811747442996,-0.457643708593464
CLOUD145,CLOUD087,Batch2,1315083,J17,0.14451827242524926,0.4477081814007509,0,0.5275244408993135,-0.5275244408993135
CLOUD145,CLOUD088,Batch1,1315042,H22,0.46525291471587255,0.7163315890939135,0.28210777563572936,0.8483091440807902,-0.5662013684450609
CLOUD145,CLOUD089,Batch1,1315057,B03,0.46525291471587255,0.4147617736160837,0.45744973836408703,0.6870455642443484,-0.22959582588026134
CLOUD145,CLOUD090,Batch2,1315095,F15,0.14451827242524926,0.034789185101153385,0.12973016773357113,0.17427978459650173,-0.0445496168629306
CLOUD145,CLOUD091,Batch1,1315027,P14,0.46525291471587255,0.04578300612450989,0.7273478380611401,0.4897352437964995,0.2376125942646406
CLOUD145,CLOUD092,Batch2,1315085,A17,0.14451827242524926,0.10069416308781044,0.38781298111984447,0.23066028902030306,0.1571526920995414
CLOUD145,CLOUD093,Batch1,1315052,P20,0.46525291471587255,0.22505934348401987,0.7548884604792068,0.5856027426599114,0.16928571781929536
CLOUD145,CLOUD094,Batch2,1315109,C06,0.14451827242524926,0.08009885746698009,0,0.2130413813878651,-0.2130413813878651
CLOUD145,CLOUD095,Batch2,1315079,K21,0.14451827242524926,0.28551170893768746,0.12648893930799782,0.3887683224300815,-0.2622793831220837
CLOUD145,CLOUD096,Batch2,1315082,C14,0.14451827242524926,0.3488507144207655,0.23020824892634317,0.4429536842636117,-0.21274543533726853
CLOUD145,CLOUD097,Batch1,1315003,L09,0.46525291471587255,0.2647965272586588,0.10768383365464056,0.6068520858607993,-0.49916825220615874
CLOUD145,CLOUD098,Batch2,1315117,M18,0.14451827242524926,0,0.28409367150149917,0.14451827242524926,0.1395753990762499
CLOUD145,CLOUD099,Batch2,1315069,K03,0.14451827242524926,0.05302109499500315,0.06085406369013867,0.18987685036947952,-0.12902278667934086
CLOUD145,CLOUD100,Batch2,1315090,A06,0.14451827242524926,0,0,0.14451827242524926,-0.14451827242524926
CLOUD145,CLOUD101,Batch1,1315062,D02,0.46525291471587255,0.14492924682954972,0.21784632332690715,0.5427534070303981,-0.324907083703491
CLOUD145,CLOUD102,Batch1,1315040,D04,0.46525291471587255,0.5085528932953884,0.20040392912879829,0.7372000921183914,-0.5367961629895932
CLOUD145,CLOUD103,Batch2,1315094,B19,0.14451827242524926,0.8437727898873674,0.7885098452313427,0.8663504763986615,-0.07784063116731876
CLOUD145,CLOUD104,Batch1,1315006,N11,0.46525291471587255,0.9043422381345818,0.4831543192876159,0.9488472906576646,-0.4656929713700487
CLOUD145,CLOUD105,Batch1,1315007,D08,0.46525291471587255,0.44413843752868815,0.1829615349306894,0.7027546496469851,-0.5197931147162957
CLOUD145,CLOUD106,Batch2,1315102,A24,0.14451827242524926,0.5278340491046106,0.30799773114010215,0.5960706566260374,-0.28807292548593527
CLOUD145,CLOUD107,Batch2,1315107,P02,0.14451827242524926,0.04248710261188995,0.4307592577586906,0.18086521236731457,0.24989404539137605
CLOUD145,CLOUD108,Batch1,1315012,I12,0.46525291471587255,0.1383457266134214,0,0.5392328887839144,-0.5392328887839144
CLOUD145,CLOUD109,Batch2,1315092,D07,0.14451827242524926,0.1142668071198986,0.1268940928611945,0.24227143798463094,-0.11537734512343645
CLOUD145,CLOUD110,Batch1,1315059,L03,0.46525291471587255,0,0.22427246855778937,0.46525291471587255,-0.24098044615808317
CLOUD145,CLOUD111,Batch1,1315019,F15,0.46525291471587255,0.09653643886637552,0.1838795556779583,0.5168754940233762,-0.33299593834541785
CLOUD145,CLOUD112,Batch1,1315004,F08,0.46525291471587255,0.8069533514314566,0.729183879555678,0.8967688673541022,-0.16758498779842423
CLOUD145,CLOUD113,Batch1,1315033,B18,0.46525291471587255,0.360292542611463,0.07922519048930501,0.6579183017269596,-0.5786931112376547
CLOUD145,CLOUD114,Batch1,1315058,F22,0.46525291471587255,0.1870926282933994,0.449187551638667,0.5653001523739145,-0.11611260073524748
CLOUD145,CLOUD115,Batch2,1315100,B03,0.14451827242524926,0.9690057531804553,0.9453042703184507,0.9734849881859378,-0.028180717867487104
CLOUD145,CLOUD116,Batch2,1315103,G07,0.14451827242524926,0.10461064743537811,0.21238149258569006,0.23401076981597968,-0.021629277230289623
CLOUD145,CLOUD117,Batch1,1315026,B11,0.46525291471587255,0.6739714888985062,0.7576425227210135,0.8256572039689525,-0.06801468124793897
CLOUD145,CLOUD118,Batch1,1315038,M05,0.46525291471587255,0.06683191040117503,0.19305976315064718,0.5009910840068709,-0.30793132085622366
CLOUD145,CLOUD119,Batch1,1315037,N15,0.46525291471587255,0.3666968302055054,0.2646653814376205,0.6613429758511952,-0.3966775944135747
CLOUD145,CLOUD120,Batch2,1315078,E21,0.14451827242524926,0.2774491532290739,0.05356129973259876,0.38187095334380905,-0.3283096536112103
CLOUD145,CLOUD121,Batch2,1315065,K03,0.14451827242524926,0,0.017097479944899227,0.14451827242524926,-0.12742079248035004
CLOUD145,CLOUD122,Batch1,1315052,N08,0.46525291471587255,0.11594602038006055,0.19305976315064718,0.527254711164404,-0.3341949480137568
CLOUD145,CLOUD123,Batch1,1315008,H01,0.46525291471587255,0.42348297071513813,0.3280088129991737,0.6917091989732562,-0.3637003859740825
CLOUD145,CLOUD124,Batch2,1315103,G18,0.14451827242524926,0,0.23061340247953982,0.14451827242524926,0.08609513005429056
CLOUD145,CLOUD125,Batch2,1315094,P03,0.14451827242524926,0.10474569861977706,0.3136698808848554,0.23412630363652032,0.0795435772483351
CLOUD145,CLOUD126,Batch2,1315110,N20,0.14451827242524926,0.14715177052102757,0.17996920832995714,0.2704039232862612,-0.09043471495630409
CLOUD145,CLOUD127,Batch2,1315098,D13,0.14451827242524926,0.28983334683845186,0.04626853577505885,0.39246540468738,-0.34619686891232115
CLOUD145,CLOUD128,Batch2,1315078,L01,0.14451827242524926,0,0.6394133376549713,0.14451827242524926,0.49489506522972204
CLOUD145,CLOUD129,Batch1,1315018,J19,0.46525291471587255,0.8562379509776921,0.7686587716882401,0.923123663310847,-0.1544648916226069
CLOUD145,CLOUD130,Batch1,1315018,C14,0.46525291471587255,0.09247091841418471,0.29771412833930044,0.5147014688114041,-0.21698734047210366
CLOUD145,CLOUD131,Batch1,1315060,L19,0.46525291471587255,0.16047002662260162,0.042504360598549486,0.5510637937277751,-0.5085594331292257
CLOUD145,CLOUD132,Batch1,1315029,B06,0.46525291471587255,0.30977954387483436,0.2866978793720738,0.6309066228835867,-0.34420874351151287
CLOUD145,CLOUD133,Batch2,1315116,E07,0.14451827242524926,0,0,0.14451827242524926,-0.14451827242524926
CLOUD145,CLOUD134,Batch1,1315020,G15,0.46525291471587255,0.08866768960407077,0.23161663453594047,0.5126677032905271,-0.28105106875458663
CLOUD145,CLOUD135,Batch1,1315059,O06,0.46525291471587255,0.4303681263196548,0.2784356926466538,0.6953910158644991,-0.41695532321784534
CLOUD145,CLOUD136,Batch2,1315116,G05,0.14451827242524926,0.2582313696891123,0.024795397455635793,0.3654304906808852,-0.3406350932252494
CLOUD145,CLOUD137,Batch2,1315114,J13,0.14451827242524926,0.4446695297517759,0.1540393809253708,0.5249249299371506,-0.3708855490117797
CLOUD145,CLOUD138,Batch2,1315103,A24,0.14451827242524926,0.2269670205007699,0.34081516894903174,0.3386844112257418,0.0021307577232899666
CLOUD145,CLOUD139,Batch1,1315026,G17,Drug2Problem,Drug2Problem,Drug2Problem,Drug2Problem,Drug2Problem
CLOUD145,CLOUD140,Batch2,1315087,F23,0.14451827242524926,0.3330497258460957,0.42184587958836406,0.42943622726036434,-0.007590347672000286
CLOUD145,CLOUD141,Batch1,1315008,B04,0.46525291471587255,0.1295851857680555,0.5207931699256403,0.5345482151013424,-0.01375504517570214
CLOUD145,CLOUD142,Batch1,1315037,G07,0.46525291471587255,0.36695912184758234,0.18846965941430274,0.6614832355422902,-0.47301357612798745
CLOUD145,CLOUD143,Batch2,1315104,N21,0.14451827242524926,0.9198606271777002,0.9367960457013208,0.931442230891222,0.005353814810098778
CLOUD145,CLOUD144,Batch1,1315005,I23,0.46525291471587255,0.5461043133860539,0.32984485449371154,0.7572806045601547,-0.42743575006644313
CLOUD146,CLOUD001,Batch2,1315090,P07,0.011425330200145965,0.027428895551414093,0.40645004456689093,0.038540841562859834,0.36790920300403107
CLOUD146,CLOUD002,Batch2,1315115,A15,0.011425330200145965,0,0,0.011425330200145965,-0.011425330200145965
CLOUD146,CLOUD003,Batch2,1315070,D06,0.011425330200145965,0.03924587418631666,0,0.05022280731489057,-0.05022280731489057
CLOUD146,CLOUD004,Batch2,1315117,F13,0.011425330200145965,0,0,0.011425330200145965,-0.011425330200145965
CLOUD146,CLOUD005,Batch2,1315114,N22,0.011425330200145965,0.007941009642654713,0.05923344947735202,0.019275611185510806,0.03995783829184121
CLOUD146,CLOUD006,Batch2,1315087,A24,0.011425330200145965,0.04795667558004488,0.34081516894903174,0.05883408492638755,0.2819810840226442
CLOUD146,CLOUD007,Batch2,1315098,B01,0.011425330200145965,0.027145288064176504,0.07179320962644853,0.03826047438481117,0.03353273524163736
CLOUD146,CLOUD008,Batch2,1315094,H10,0.011425330200145965,0.032358263781973415,0.019933554817275857,0.04341389013370691,-0.023480335316431053
CLOUD146,CLOUD009,Batch2,1315087,I24,0.011425330200145965,0.06895713475407189,0.6548091726764445,0.07959460691999662,0.5752145657564478
CLOUD146,CLOUD010,Batch2,1315074,C06,0.011425330200145965,0.1756475704291927,0,0.18506606913833176,-0.18506606913833176
CLOUD146,CLOUD011,Batch2,1315083,K21,0.011425330200145965,0,0.12000648245685125,0.011425330200145965,0.10858115225670528
CLOUD146,CLOUD012,Batch2,1315102,K20,0.011425330200145965,0.03411392917915901,0.04626853577505885,0.04514949647400869,0.0011190393010501593
CLOUD146,CLOUD013,Batch2,1315109,B20,0.011425330200145965,0.04512060070766825,0.12486832509521119,0.05603041314590016,0.06883791194931102
